ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_disease_molecular_heterogeneity_score,feat_enrichment_relevance_score,feat_enrollment_log,feat_heritability_proxy_score,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_ot_genetic_evidence_score,feat_ot_gwas_signal,feat_ot_monogenic_signal,feat_ot_n_genetic_targets,feat_ot_somatic_signal,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_biomarker_stratified_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_mechanism_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_heritability_level,feat_genetic_basis_encoded,feat_ot_genetic_basis,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
MNKD,2020-03-16,Afrezza,NCT02527265,0,1,1.0,0.1718,1,0.0,0.503,35.0,4.8412,2.0,0.0,0.5,0.125,3.4339872044851463,0.4,1.0,3.0031157170998064,4,1,0.905093,0.905093,0.865457,5,0.0,2.0,0.8773,0.0,0,109.5,71.0,0.0,14.58,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,1,1.0,0.0,0,0.0,0.0,4.0,1.0,-1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,train
NRC,2020-03-18,68Ga-Dotatate,NCT00001277,0,3,0.0088,0.1718,143,0.009009009009009,5.0811,31.0,0.8653,-6.0,1.0,0.6,0.1,7.348587530927593,0.4,0.2,2.4825877695267677,340,286,0.4,0.0,0.0,0,0.0,2.0,5.2638,0.0,0,5.0,5.0,1.0,13.12,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
BHC,2020-03-18,IDP-120 Gel,NCT03664739,0,1,0.1579,0.1718,5,0.6666666666666666,1.633,78.0,5.135,6.0,5.0,0.5,0.125,6.411818267709897,0.4,0.2,3.3427186897955448,19,11,0.756923,0.756923,0.0,0,0.0,3.0,3.994,1.5,0,109.5,5.0,6.0,14.42,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,train
MNKD,2020-03-19,Afrezza,NCT02527265,0,3,1.0,0.1718,3,0.0,0.503,35.0,4.8412,-1.0,0.0,0.5,0.125,3.4339872044851463,0.4,1.0,3.0031157170998064,4,1,0.905093,0.905093,0.865457,5,0.0,2.0,0.8773,0.0,0,1.0,1.0,0.0,12.94,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0.0,0,0.0,0.0,4.0,1.0,-1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,train
AXSM,2020-03-19,AXS-05,NCT02741791,0,4,0.4333,0.1718,12,0.3,3.6148,33.0,6.1696,2.0,5.0,0.5,0.125,5.746203190540153,0.4,0.2,3.923425368671586,30,12,0.4,0.0,0.0,0,0.0,3.0,4.026,1.5,0,435.0,2.0,6.0,18.14,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
XERS,2020-03-24,Glucagon RTU Injection With Insulin Pump Reduction,NCT03841526,0,1,0.5714,0.1718,2,0.0,0.7071,18.0,4.0249,10.0,2.0,0.5,0.125,3.8918202981106265,0.4,0.4,3.0066799277408256,7,4,0.947176,0.664969,0.947176,2,0.0,2.0,0.6438,1.0,2,109.5,26.0,3.0,20.2,0.0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
XERS,2020-03-26,Glucagon RTU Injection With Insulin Pump Reduction,NCT03841526,0,2,0.5714,0.1718,3,0.0,0.7071,18.0,4.0249,8.0,2.0,0.5,0.125,3.8918202981106265,0.4,0.4,3.0066799277408256,7,4,0.947176,0.664969,0.947176,2,0.0,2.0,0.6438,1.0,2,1.0,1.0,3.0,17.61,0.0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
XERS,2020-03-27,Glucagon RTU Injection With Insulin Pump Reduction,NCT03841526,0,3,0.5714,0.1718,4,0.0,0.7071,18.0,4.0249,7.0,2.0,0.5,0.125,3.8918202981106265,0.4,0.4,3.0066799277408256,7,4,0.947176,0.664969,0.947176,2,0.0,2.0,0.6438,1.0,2,0.0,0.0,3.0,19.61,0.0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
XERS,2020-04-07,Glucagon RTU Injection With Insulin Pump Reduction,NCT03841526,0,4,0.5714,0.1718,6,0.0,0.7071,18.0,4.0249,-4.0,2.0,0.5,0.125,3.8918202981106265,0.4,0.4,3.0066799277408256,7,4,0.947176,0.664969,0.947176,2,0.0,2.0,0.6438,1.0,2,10.0,4.0,3.0,21.37,0.0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
RCUS,2020-04-16,RCS-006,,1,1,1.0,0.1718,1,0.0,0.0,27.0,2.1106,-1.0,0.0,0.5,0.125,5.10594547390058,0.4,1.0,3.401469470943089,1,1,0.886059,0.0,0.886059,5,0.0,1.0,0.2773,0.0,0,109.5,71.0,0.0,7.73,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
MBOT,2020-04-24,,,1,1,0.25,0.1718,3,1.0,1.7889,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.4,2.2092468487533736,4,3,0.4,0.0,0.0,0,0.0,2.0,0.5545,0.0,0,109.5,121.0,0.0,8.05,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
AXSM,2020-04-27,AXS-05,NCT03226522,1,7,0.4333,0.1718,15,0.2307692307692307,3.6148,33.0,6.1696,-9.0,4.5,0.5,0.125,5.905361848054571,0.4,0.2,3.923425368671586,30,12,0.4,0.0,0.0,0,0.0,2.5,4.026,1.0,0,9.0,9.0,5.5,7.3,0.0,0.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
BHC,2020-05-18,IDP-124 Lotion,NCT03058783,0,3,0.1579,0.1718,10,0.25,1.1547,78.0,5.135,-5.0,5.0,0.5,0.125,5.796057750765372,0.4,0.2,3.3427186897955448,19,11,0.902151,0.902151,0.607931,1,0.0,3.0,3.994,1.5,0,5.0,5.0,6.0,6.13,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,train
NERV,2020-05-20,Placebo Oral Tablet,NCT03397134,0,1,0.5,0.1718,1,0.0,0.1895,2.0,0.7559,7.0,5.0,0.5,0.125,6.246106765481563,0.4,0.4,2.455758203104137,6,3,0.559289,0.559289,0.0,0,0.0,3.0,3.5545,1.5,0,109.5,71.0,6.0,7.5,0.0,0.0,1,0,1,0.0,1,0,0,1.0,0,0,1,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
VRCA,2020-05-27,VP-102 and applicator,NCT03981822,0,2,0.6,0.1718,2,0.0,2.4749,8.0,3.0,-5.0,3.0,0.5,0.125,4.663439094112067,0.4,0.4,1.9420080530223132,5,3,0.4,0.0,0.0,0,0.0,2.0,1.1545,0.0,0,5.0,5.0,4.0,6.78,0.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,1.0,-1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,train
VRCA,2020-05-28,VP-102 and applicator,NCT03981822,0,3,0.6,0.1718,3,0.0,2.4749,8.0,3.0,-6.0,3.0,0.5,0.125,4.663439094112067,0.4,0.4,1.9420080530223132,5,3,0.4,0.0,0.0,0,0.0,2.0,1.1545,0.0,0,0.0,0.0,4.0,8.1,0.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,1.0,-1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,train
NERV,2020-06-01,Placebo Oral Tablet,NCT03397134,0,3,0.5,0.1718,3,0.0,0.1895,2.0,0.7559,-5.0,5.0,0.5,0.125,6.246106765481563,0.4,0.4,2.455758203104137,6,3,0.559289,0.559289,0.0,0,0.0,3.0,3.5545,1.5,0,5.0,5.0,6.0,39.99,0.0,0.0,1,0,1,0.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
TRVI,2020-06-01,triciribine,,1,1,0.1667,0.1718,1,0.0,1.2649,27.0,2.1106,-1.0,0.0,0.6,0.1,5.10594547390058,0.4,0.4,3.184265443062108,6,4,0.981302,0.921351,0.981302,21,0.956429,2.0,1.2438,0.0,0,109.5,71.0,0.0,6.97,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
MIRM,2020-06-04,LUM001 (Maralixibat),NCT02117713,0,4,0.625,0.1718,4,0.0,2.7136,31.0,6.0851,-2.0,0.0,0.5,0.125,3.5553480614894135,0.4,0.4,3.74243445727396,8,3,0.936072,0.0,0.936072,2,0.0,2.0,1.7545,0.0,0,2.0,2.0,0.0,7.54,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
MREO,2020-06-04,Setrusumab,,1,1,0.4,0.1718,1,0.0,3.0151,27.0,2.1106,-1.0,0.0,0.5,0.375,5.10594547390058,0.4,0.4,1.7708520116421442,5,4,0.977902,0.855039,0.977902,24,0.0,2.0,1.8438,0.0,0,109.5,71.0,0.0,8.84,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0.0,10.0,1.0,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,train
KNSA,2020-06-08,Rilonacept,NCT03737110,0,2,0.4,0.1718,2,0.0,4.2339,2.0,1.1547,-9.0,3.0,0.5,0.125,4.465908118654584,0.4,0.7,3.527913324054898,5,2,0.919068,0.0,0.919068,1,0.0,3.0,2.8394,1.5,0,9.0,9.0,4.0,7.21,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
MCRB,2020-07-07,SER-109,NCT03183128,0,2,1.0,0.1718,2,0.0,1.5,4.0,1.3333,-3.0,4.0,0.35,0.1625,5.209486152841421,0.4,1.0,1.8981764834976764,3,1,0.217018,0.217018,0.0,0,0.0,3.0,2.0773,1.5,0,3.0,3.0,5.0,8.04,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0.0,6.0,1.0,-1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,train
CRVS,2020-07-07,CRVS-401,,1,1,0.3333,0.1718,1,0.0,0.0,27.0,2.1106,-1.0,0.0,0.6,0.1,5.10594547390058,0.4,0.4,3.184577874932025,3,3,0.995734,0.930835,0.990795,66,0.995734,1.0,0.5545,0.0,0,109.5,71.0,0.0,8.84,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
RZLT,2020-07-17,,,1,1,0.2,0.1718,2,1.0,1.7889,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.4,2.4874212113594742,5,4,0.4,0.0,0.0,0,0.0,2.0,1.2438,0.0,0,109.5,512.0,0.0,8.87,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
TGTX,2020-08-10,Ublituximab,NCT03277248,0,5,0.7,0.1718,6,0.25,4.5227,30.0,5.2175,-5.0,5.0,0.5,0.375,6.302618975744905,0.4,0.4,3.679164332552692,10,4,0.4,0.0,0.0,0,0.0,3.0,3.6438,1.5,0,5.0,5.0,5.0,6.54,0.0,0.0,0,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,2.0,1.0,-1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
ARQT,2020-08-24,Roflumilast Foam 0.3%,NCT04091646,0,2,0.2353,0.1718,2,0.0,2.4749,23.0,4.7246,-5.0,3.0,0.5,0.125,5.424950017481403,0.4,0.2,3.518987457440955,17,11,0.819306,0.819306,0.0,0,0.0,2.0,3.994,0.0,0,5.0,5.0,4.0,6.79,0.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,train
VIR,2020-09-01,VIR-2218,NCT03672188,0,1,0.2857,0.1718,1,0.0,3.4412,22.0,4.802,3.0,2.0,0.5,0.125,4.418840607796598,0.4,0.2,3.1019531774771996,7,6,0.738224,0.738224,0.0,0,0.0,1.5,1.3784,0.0,0,109.5,71.0,3.0,10.76,0.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,8.0,1.0,-1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,train
AMRN,2020-09-02,alisporivir,,1,1,0.5,0.1718,2,1.0,2.5,27.0,2.1106,-1.0,2.0,0.35,0.1625,5.10594547390058,0.4,0.7,2.4577305482459986,2,2,0.912867,0.912867,0.0,0,0.0,2.0,1.0394,0.0,0,109.5,708.0,0.0,9.02,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,1.0,-1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,train
CRDF,2020-09-17,CRDF-004,,1,1,0.125,0.1718,1,0.0,0.0,27.0,2.1106,-1.0,0.0,0.6,0.1,5.10594547390058,0.4,0.4,2.116275587580544,8,3,0.928567,0.399411,0.906661,6,0.928567,1.0,0.5545,0.0,0,109.5,71.0,0.0,11.88,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
SAVA,2020-09-18,simufilam,,1,1,0.5556,0.1718,3,0.5,2.0207,27.0,2.1106,-1.0,1.0,0.5,0.125,5.10594547390058,0.4,0.2,2.041787318971752,9,5,0.954995,0.95337,0.954995,6,0.0,3.0,2.5167,1.5,0,109.5,170.0,1.0,7.06,0.0,0.0,0,0,1,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
AVXL,2020-09-28,High dose ANAVEX2-73,NCT03774459,1,1,0.3077,0.1718,1,0.0,1.1547,10.0,2.9122,3.0,3.0,0.5,0.125,4.890349128221754,0.4,0.4,2.613313161455459,13,4,0.4,0.0,0.0,0,0.0,2.0,3.6438,0.0,0,109.5,71.0,4.0,5.6,0.0,0.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
ARQT,2020-10-02,Roflumilast,NCT03764475,0,1,0.1176,0.1718,4,0.0,8.0333,23.0,4.7246,7.0,2.0,0.5,0.125,5.808142489980444,0.4,0.2,3.518987457440955,17,11,0.896101,0.896101,0.0,0,0.0,2.0,3.994,0.0,0,109.5,8.0,3.0,8.7,0.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,train
ENLV,2020-10-05,,,1,1,0.25,0.1718,1,0.0,1.7889,27.0,2.1106,-1.0,0.0,0.6,0.1,5.10594547390058,0.4,0.7,2.436162647040756,4,2,0.995734,0.930835,0.990795,66,0.995734,1.0,0.4394,0.0,0,109.5,71.0,0.0,6.41,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
SAVA,2020-11-04,simufilam,,1,2,0.5556,0.1718,4,0.6666666666666666,2.0207,27.0,2.1106,-1.0,0.0,0.5,0.125,5.10594547390058,0.4,0.2,2.041787318971752,9,5,0.954995,0.95337,0.954995,6,0.0,2.0,2.5167,0.0,0,46.0,46.0,0.0,7.71,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
AVXL,2020-11-05,ANAVEX2-73,NCT03758924,1,2,0.4615,0.1718,4,0.25,2.846,10.0,2.9122,-5.0,2.0,0.5,0.475,3.4657359027997265,0.4,0.4,2.613313161455459,13,4,0.936072,0.0,0.936072,1,0.0,2.0,3.6438,0.0,0,5.0,5.0,3.0,6.37,0.0,1.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
AVXL,2020-11-06,ANAVEX2-73,NCT03758924,0,3,0.4615,0.1718,5,0.4,2.846,10.0,2.9122,-6.0,2.0,0.5,0.475,3.4657359027997265,0.4,0.4,2.613313161455459,13,4,0.936072,0.0,0.936072,1,0.0,2.0,3.6438,0.0,0,0.0,0.0,3.0,12.54,0.0,1.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,2.0,1.0,-1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
FATE,2020-12-07,ProTmune,NCT02743351,1,2,1.0,0.1718,2,1.0,0.7071,2.0,0.8528,-2.0,2.0,0.6,0.1,4.574710978503383,0.4,1.0,2.2322335211147335,3,1,0.4,0.0,0.0,0,0.0,1.5,0.2773,0.0,0,2.0,2.0,2.0,5.01,0.0,0.0,1,0,0,0.0,1,0,0,0.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
RCKT,2020-12-09,,,1,1,0.5,0.1718,1,0.0,1.7889,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,1.0,2.734159513244467,2,1,0.4,0.0,0.0,0,0.0,2.0,0.2773,0.0,0,109.5,71.0,0.0,6.09,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
TGTX,2020-12-10,ukonitinib,,1,1,0.1,0.1718,7,0.2,0.0,27.0,2.1106,-1.0,1.0,0.6,0.35,5.10594547390058,0.4,0.4,3.679164332552692,10,4,0.4,0.0,0.0,0,0.0,3.0,3.6438,1.5,0,109.5,121.0,1.0,5.8,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
FATE,2020-12-10,ProTmune,NCT02743351,0,3,1.0,0.1718,3,1.0,0.7071,2.0,0.8528,-5.0,2.0,0.6,0.1,4.574710978503383,0.4,1.0,2.2322335211147335,3,1,0.4,0.0,0.0,0,0.0,1.5,0.2773,0.0,0,2.0,2.0,2.0,5.5,0.0,0.0,1,0,0,0.0,1,0,0,0.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
ARVN,2020-12-14,ARV-471,,1,1,0.3333,0.1718,1,0.0,1.8,27.0,2.1106,-1.0,1.0,0.6,0.1,5.10594547390058,0.4,0.7,2.988692702549817,3,2,0.981302,0.921351,0.981302,21,0.956429,3.0,1.6394,1.5,0,109.5,71.0,1.0,6.23,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
RIGL,2020-12-16,Zokinvy (lonafarnib),,1,1,0.2,0.1718,3,0.0,0.0,27.0,2.1106,-1.0,1.0,0.5,0.375,5.10594547390058,0.4,0.2,2.799753966411886,5,5,0.4,0.0,0.0,0,0.0,3.0,3.1167,1.5,0,109.5,196.0,1.0,4.93,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
IBRX,2020-12-21,ANKTIVA,,1,1,1.0,0.1718,1,0.0,2.4121,27.0,2.1106,-1.0,1.0,0.6,0.1,5.10594547390058,0.4,1.0,3.983761560286165,1,1,0.74964,0.74964,0.0,0,0.0,3.0,0.8773,1.5,0,109.5,71.0,1.0,8.93,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,1.0,-1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,train
ZVRA,2020-12-21,Arimoclomol,NCT03491462,0,2,0.75,0.1718,3,0.0,3.0151,6.0,2.2678,-2.0,4.0,0.5,0.125,5.5053315359323625,0.4,0.4,2.7013088852280753,8,4,0.953196,0.777795,0.953196,46,0.0,3.0,3.0438,1.5,0,2.0,2.0,5.0,16.34,0.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
ZVRA,2021-01-07,Arimoclomol,NCT02753530,0,3,0.75,0.1718,4,0.0,3.0151,6.0,2.2678,5.0,3.0,0.5,0.125,5.030437921392435,0.4,0.4,2.7013088852280753,8,4,0.947176,0.0,0.947176,2,0.0,2.0,3.0438,0.0,0,16.0,16.0,3.0,24.14,0.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,-1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,train
