ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_disease_molecular_heterogeneity_score,feat_enrichment_relevance_score,feat_enrollment_log,feat_heritability_proxy_score,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_ot_genetic_evidence_score,feat_ot_gwas_signal,feat_ot_monogenic_signal,feat_ot_n_genetic_targets,feat_ot_somatic_signal,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_biomarker_stratified_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_mechanism_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_heritability_level,feat_genetic_basis_encoded,feat_ot_genetic_basis,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
SABS,2023-04-18,SAB-185,NCT04518410,1,1,0.5,0.5681,2,0.0,0.8944,49.0,1.0181,-375.0,4.5,0.25,0.1875,8.305236829492593,0.1,0.4,2.290479813330673,4,3,0.4,0.0,0.0,0,0.0,2.5,1.7545,1.0,0,109.5,556.0,4.5,11.25,1.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
IDYA,2023-04-24,darovasertib,NCT05987332,1,1,1.0,0.2261,1,0.0,2.0412,6.0,3.3204,1364.0,4.5,0.85,0.3874999999999999,6.042632833682381,0.45,1.0,3.4514179729892613,1,1,0.919068,0.652725,0.919068,2,0.607931,2.5,0.8773,1.5,1,109.5,71.0,4.5,5.16,0.0,1.0,0,0,0,0.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
BMY,2023-04-24,nivolumab,NCT03138512,0,4,0.4954,0.084,101,0.0,1.8571,68.0,1.4923,158.0,5.0,0.85,0.2875,7.403670290012373,0.45,0.2,5.103854670626923,109,34,0.827461,0.788161,0.827461,1,0.607931,3.0,4.4221,1.5,0,228.0,117.0,6.0,1.66,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IONS,2023-04-26,Inotersen,NCT04136184,0,2,0.1429,0.2037,9,0.0,2.2678,75.0,6.7612,-14.0,4.0,0.1,0.825,5.1298987149230735,0.85,0.2,4.118734158631171,14,10,0.4,0.0,0.0,0,0.0,3.0,3.9592,3.0,2,956.0,300.0,4.0,3.34,1.0,1.0,0,0,1,0.0,1,0,0,1.0,1,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,2.0,2.0,3.0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
SABS,2023-04-26,SAB-185,NCT04518410,0,2,0.5,0.5681,3,0.5,0.8944,49.0,1.0181,-383.0,4.5,0.25,0.1875,8.305236829492593,0.1,0.4,2.290479813330673,4,3,0.4,0.0,0.0,0,0.0,2.5,1.7545,1.5,0,7.0,7.0,4.5,15.21,1.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
MRK,2023-04-26,Pembrolizumab,NCT04003636,0,33,0.3267,0.0476,122,0.0,1.3562,67.0,1.2566,-131.0,5.0,0.85,0.6375,6.975413927455952,0.45,0.2,5.485908161342839,150,61,0.957578,0.692025,0.607931,1,0.957578,3.0,4.6509,2.0,0,97.0,97.0,6.0,1.72,1.0,1.0,1,0,0,0.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
TVTX,2023-05-01,sparsentan,NCT03762850,0,1,0.5,0.1211,2,1.0,2.4121,12.0,4.375,99.0,5.0,0.55,0.1124999999999999,6.008813185442595,0.35,0.7,3.4257623933840105,2,2,0.780745,0.780745,0.0,0,0.0,3.0,1.0394,3.0,2,109.5,2426.0,6.0,3.87,1.0,0.0,1,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
INKT,2023-05-04,botensilimab,NCT03860272,0,1,0.3333,0.2782,1,0.0,4.116,46.0,7.6814,621.0,1.0,0.85,0.4375,6.214608098422191,0.45,0.7,1.7109631189952756,3,2,0.954995,0.0,0.954995,9,0.0,1.0,0.4394,0.0,0,109.5,71.0,1.0,18.77,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
DERM,2023-05-10,DFD-29,NCT05296629,0,1,0.5,0.0916,1,0.0,1.2247,8.0,2.4537,52.0,5.0,0.55,0.1124999999999999,5.780743515792329,0.35,0.7,2.4340896384178907,2,2,0.4,0.0,0.0,0,0.0,3.0,1.6394,2.0,0,109.5,71.0,6.0,9.21,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,1.0,1.0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
AVTX,2023-05-11,AVTX-002,NCT05288504,0,1,0.8333,0.3444,1,0.0,0.5774,11.0,2.6383,1.0,2.0,0.55,0.1124999999999999,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,109.5,71.0,3.0,9.87,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
LPCN,2023-05-23,LPCN 1154,NCT02081300,0,1,0.4,0.2731,4,0.3333333333333333,2.6667,8.0,2.6667,-1.0,5.0,0.55,0.1124999999999999,5.755742213586912,0.35,0.4,1.7427251313046983,5,4,0.4,0.0,0.0,0,0.0,3.0,1.8438,3.0,2,109.5,440.0,5.0,15.32,0.0,0.0,0,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,4.0,1.0,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
VKTX,2023-05-15,VK2809,NCT04173065,0,6,0.6667,0.1805,7,0.5,1.1547,7.0,2.5298,0.0,3.0,0.55,0.1124999999999999,5.517452896464707,0.35,0.7,3.5922211842264415,9,2,0.702674,0.702674,0.0,0,0.0,2.0,0.4394,0.0,0,147.0,48.0,4.0,6.15,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,8.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
IMMP,2023-05-17,eftilagimod alpha (efti),NCT05747794,1,1,0.2,0.2405,3,0.3333333333333333,2.0,9.0,2.9104,1264.0,4.5,0.85,0.5375,6.745236349484363,0.45,0.4,2.615002614524588,5,3,0.981302,0.918419,0.981302,14,0.956429,2.5,1.7545,1.0,0,109.5,346.0,5.5,5.66,0.0,1.0,1,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
PTCT,2023-05-17,PTC923,NCT05099640,0,2,0.25,0.3553,7,0.2,1.7889,54.0,6.8128,-43.0,4.0,0.1,0.625,5.062595033026967,0.85,0.2,3.7383761911204094,8,5,0.936072,0.0,0.936072,1,0.0,3.0,2.5167,2.0,0,956.0,844.0,4.0,3.1,0.0,0.0,0,0,1,1.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,2.0,2.0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
SNY,2023-05-17,Dupilumab SAR231893,NCT03930732,0,4,0.0714,0.0653,74,0.0,7.5707,81.0,1.5753,-97.0,5.0,0.55,0.3625,6.84587987526405,0.35,0.2,5.070103283062297,84,72,0.942152,0.93736,0.942152,14,0.0,3.0,4.7162,2.5,1,360.0,88.0,6.0,1.79,0.0,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,5.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
VRTX,2023-05-18,VX-121/TEZ/D-IVA,NCT05076149,0,1,0.037,0.0524,23,0.0,1.9415,70.0,4.6953,1.0,5.0,0.1,0.625,6.393590753950631,0.85,0.2,5.101099960576236,27,15,0.944664,0.512346,0.944664,8,0.0,3.0,4.109,2.0,0,109.5,147.0,6.0,2.09,1.0,0.0,1,0,0,0.0,1,0,1,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,5.0,2.0,3.0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,train
MRK,2023-05-18,V116,NCT05425732,0,2,0.04,0.0476,123,0.0,2.8868,67.0,1.2566,1.0,5.0,0.25,0.1875,7.88758403166028,0.1,0.2,5.485908161342839,150,61,0.519545,0.519545,0.0,0,0.0,3.0,4.6509,2.0,0,674.0,21.0,6.0,1.7,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
DERM,2023-05-19,B-VEC (beremagene geperpavec),NCT04917874,0,1,0.5,0.0916,2,0.0,1.1547,10.0,3.6148,74.0,1.0,0.1,0.475,3.871201010907891,0.85,0.7,2.4340896384178907,2,2,0.858618,0.0,0.858618,1,0.0,3.0,1.6394,2.0,0,109.5,8.0,1.0,13.35,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,0.0,1.0,0,0,0.0,0,0.0,0,1.0,1.0,1,0.0,0.0,9.0,2.0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
PTCT,2023-05-23,Vatiquinone,NCT04577352,0,1,0.125,0.3553,8,0.1666666666666666,3.7712,54.0,6.8128,-48.0,3.5,0.1,0.475,4.990432586778736,0.85,0.2,3.7383761911204094,8,5,0.980708,0.0,0.980708,1,0.0,2.5,2.5167,1.0,0,109.5,5.0,4.5,3.03,1.0,0.0,1,0,1,0.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,2.0,2.0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MRK,2023-05-30,Lenvatinib,NCT04199104,0,1,0.02,0.0476,124,0.0,3.3473,67.0,1.2566,1.0,5.0,0.85,0.7875,6.238324625039508,0.45,0.2,5.485908161342839,150,61,0.896114,0.0,0.865457,1,0.896114,3.0,4.6509,2.0,0,109.5,11.0,6.0,1.84,1.0,1.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MIRA,2023-06-01,sonelokimab,NCT06641076,1,1,0.75,0.141,1,0.0,2.8868,9.0,3.7689,1345.0,5.0,0.55,0.3625,6.8679744089702925,0.35,0.7,1.7259116322950483,4,2,0.607931,0.238799,0.607931,2,0.0,3.0,1.6394,1.5,0,109.5,71.0,6.0,11.72,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,10.0,1.0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,train
PFE,2023-06-01,ATM-AVI,NCT03329092,0,1,0.0086,0.0953,101,0.0,1.5811,62.0,0.9808,-97.0,5.0,0.25,0.5375,6.0473721790462776,0.1,0.2,5.196479615197434,116,93,0.4,0.0,0.0,0,0.0,3.0,4.8173,2.0,0,109.5,76.0,5.0,2.08,0.0,1.0,1,0,0,1.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
NVS,2023-06-02,Ribociclib,NCT03439046,0,4,0.0307,0.0354,148,0.0,4.8353,80.0,1.6226,193.0,2.0,0.85,0.5375,5.662960480135946,0.45,0.2,5.5131567146412905,163,111,0.981302,0.921351,0.981302,21,0.956429,3.0,4.8874,3.0,2,1179.0,153.0,2.0,1.48,1.0,1.0,0,0,0,0.0,0,0,1,1.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
PFE,2023-06-03,Elranatamab,NCT05014412,0,1,0.0172,0.0953,102,0.0,4.9015,62.0,0.9808,13.0,-1.0,0.85,0.4375,4.465908118654584,0.45,0.2,5.196479615197434,116,93,0.832644,0.832644,0.759913,1,0.827461,2.0,4.8173,0.0,0,109.5,1.0,-1.0,2.04,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NRC,2023-06-05,TRC102,NCT01851369,0,1,0.0029,0.0135,319,0.0069686411149825,1.4142,61.0,0.6439,58.0,0.0,0.85,0.5375,4.543294782270004,0.45,0.2,2.4825877695267677,340,286,0.968845,0.849687,0.936072,12,0.968845,1.5,5.2638,0.0,0,109.5,155.0,0.0,2.56,0.0,1.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
AVXL,2023-06-06,ANAVEX2-73 oral liquid,NCT04304482,0,1,0.0769,0.3208,11,0.2727272727272727,1.5,10.0,2.9122,-4.0,2.5,0.1,0.825,4.532599493153256,0.85,0.4,2.613313161455459,13,4,0.936072,0.0,0.936072,1,0.0,2.5,3.6438,2.0,2,109.5,340.0,3.5,4.03,1.0,1.0,1,0,1,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,2.0,2.0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
LLY,2023-06-15,LY3857210,NCT05620563,0,1,0.0161,0.0073,102,0.0,1.633,60.0,1.2667,-9.0,3.0,0.55,0.1124999999999999,4.997212273764115,0.35,0.2,5.996687893411713,124,50,0.917146,0.917146,0.759913,2,0.0,2.0,4.5727,0.0,0,109.5,98.0,4.0,1.87,1.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,10.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,train
CRVS,2023-06-15,CPI-818,NCT03952078,0,1,0.3333,0.043,2,1.0,0.8944,3.0,1.3568,1051.0,0.0,0.85,0.1875,5.0238805208462765,0.45,0.4,3.184577874932025,3,3,0.759913,0.0,0.759913,1,0.0,1.0,0.5545,1.0,2,109.5,1072.0,0.0,10.74,0.0,0.0,0,0,0,0.0,0,0,1,0.0,1,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
ALDX,2023-06-15,Reproxalap Ophthalmic Solution (0.25%),NCT05234554,0,11,0.5652,0.2292,20,0.0555555555555555,4.0069,35.0,5.9167,-53.0,4.0,0.55,0.1124999999999999,4.882801922586371,0.35,0.2,2.5165353738957994,23,6,0.570649,0.570649,0.0,0,0.0,3.0,3.7784,2.0,0,246.0,76.0,4.0,5.12,0.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
AZN,2023-07-05,Dapagliflozin,NCT04564742,0,6,0.0667,0.0177,75,0.0,3.0522,69.0,1.3047,17.0,5.0,0.55,0.4624999999999999,8.29853954537488,0.35,0.2,5.509413030177646,90,59,0.731227,0.731227,0.0,0,0.0,3.0,4.6377,1.5,0,448.0,109.0,6.0,2.33,1.0,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
BMEA,2023-06-20,BMF-219,NCT05731544,0,1,0.6667,0.4809,1,0.0,0.8165,2.0,1.0607,518.0,4.0,0.55,0.1124999999999999,6.095824562432225,0.35,0.7,1.9863237770507651,3,2,0.942137,0.942137,0.93232,12,0.0,1.5,0.4394,1.0,2,109.5,71.0,5.0,6.96,0.0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
OCS,2023-06-22,OCS-01,NCT05147233,0,1,0.3333,0.0854,1,0.0,2.2678,9.0,3.3204,1.0,4.0,0.4,0.15,5.488937726156687,0.1,0.4,3.2304744673611583,3,3,0.750942,0.750942,0.0,0,0.0,3.0,1.1545,1.5,0,109.5,71.0,5.0,6.47,0.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
AZN,2023-06-23,Durvalumab,NCT04712903,0,1,0.0222,0.0177,76,0.0,2.7272,69.0,1.3047,-1.0,2.0,0.85,0.2875,4.624972813284271,0.45,0.2,5.509413030177646,90,59,0.4,0.0,0.0,0,0.0,3.0,4.6377,1.5,0,109.5,3.0,2.0,1.37,1.0,0.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MLTX,2023-06-26,sonelokimab,NCT03384745,1,1,0.6667,0.3176,1,0.0,2.8868,5.0,1.8898,-1465.0,4.0,0.55,0.3625,5.749392985908253,0.35,0.7,3.093596768608228,3,2,0.958096,0.940002,0.958096,3,0.0,2.0,1.0394,1.0,2,109.5,71.0,5.0,6.74,0.0,0.0,1,0,0,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,9.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,4,0.8333,0.3444,5,0.8,0.5774,11.0,2.6383,-45.0,2.0,0.55,0.1124999999999999,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002 (quisovalimab),NCT05288504,1,1,0.1667,0.3444,3,0.75,0.5774,11.0,2.6383,-45.0,2.0,0.55,0.3625,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,109.5,-1.0,3.0,9.22,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,5,0.8333,0.3444,6,0.0,0.5774,11.0,2.6383,-45.0,2.0,0.55,0.1124999999999999,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,2,0.8333,0.3444,2,0.6666666666666666,0.5774,11.0,2.6383,-45.0,2.0,0.55,0.1124999999999999,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,45.0,45.0,3.0,12.71,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
MLTX,2023-06-26,Sonelokimab (M1095),NCT05322473,1,1,0.3333,0.3176,2,1.0,1.5,9.0,3.7689,-47.0,3.0,0.4,0.4,5.459585514144159,0.35,0.7,3.093596768608228,3,2,0.877616,0.482188,0.877616,3,0.0,2.0,1.0394,0.0,0,109.5,0.0,4.0,6.9,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,6.0,1.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,3,0.8333,0.3444,4,0.5,0.5774,11.0,2.6383,-45.0,2.0,0.55,0.1124999999999999,4.5217885770490405,0.35,0.7,2.510545010206612,6,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
NKTX,2023-06-27,NKX101,NCT04623944,1,1,1.0,1.4718,1,0.0,0.0,2.0,1.7889,464.0,0.0,0.85,0.1875,4.127134385045092,0.45,1.0,2.282848602834645,1,1,0.4,0.0,0.0,0,0.0,1.0,0.2773,0.0,0,109.5,71.0,0.0,5.92,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CGTX,2023-06-28,CT1812,NCT04735536,0,1,0.3333,0.4085,4,0.3333333333333333,1.9415,7.0,2.0801,-62.0,2.0,0.55,0.1124999999999999,2.833213344056216,0.35,0.4,1.983175072037813,6,3,0.954995,0.95337,0.954995,6,0.0,2.0,0.5545,0.0,0,109.5,327.0,2.0,10.67,0.0,0.0,0,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,2.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ALDX,2023-06-30,ADX-2191,NCT05392179,0,1,0.0435,0.2292,21,0.0526315789473684,1.5,35.0,5.9167,-6.0,-1.0,0.1,0.825,2.1972245773362196,0.85,0.2,2.5165353738957994,23,6,0.906661,0.551681,0.906661,25,0.0,2.0,3.7784,0.0,0,109.5,14.0,-1.0,9.65,0.0,1.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1.0,1,0.0,0.0,0.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
NVS,2023-07-01,NIS793,NCT04935359,0,1,0.0061,0.0354,149,0.0,1.5811,80.0,1.6226,410.0,5.0,0.85,0.3874999999999999,6.238324625039508,0.45,0.2,5.5131567146412905,163,111,0.4,0.0,0.0,0,0.0,3.0,4.8874,1.5,0,109.5,28.0,6.0,1.19,0.0,1.0,1,0,0,0.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
