ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_enrollment_log,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
NRC,2025-06-18,MIB-626,NCT05038488,0,2,0.0068,0.0135,282,0.0034129692832764,2.1213,3.0,1.633,-670.0,2.0,3.7612001156935624,0.2,2.4825877695267677,294,253,2.0,5.2149,0.0,0,1125.0,136.0,3.0,3.75,0.0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,val
LLY,2025-06-21,Orforglipron,NCT05931380,0,2,0.0541,0.0073,103,0.0,3.6466,60.0,1.2667,-1.0,4.0,5.476463551931511,0.2,5.996687893411713,111,45,3.0,4.5315,3.0,2,64.0,9.0,5.0,2.82,1.0,1,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
LLY,2025-06-22,Insulin Efsitora Alfa,NCT05662332,0,2,0.018,0.0073,104,0.0,2.0412,60.0,1.2667,-337.0,5.0,6.679599185844383,0.2,5.996687893411713,111,45,3.0,4.5315,2.0,0,400.0,0.0,5.0,2.82,0.0,0,0,0,1.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
ABBV,2025-06-22,Linaclotide,NCT05760313,0,2,0.0198,0.0128,98,0.0103092783505154,5.2588,75.0,2.6877,-12.0,2.0,2.995732273553991,0.2,5.613161422822089,101,56,2.0,4.6172,0.0,0,396.0,74.0,2.0,2.32,0.0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,val
CMPS,2025-06-23,COMP360,NCT06258031,1,1,0.25,0.3333,4,0.0,2.7735,30.0,1.494,-359.0,0.0,2.995732273553991,0.4,2.7465252224928896,4,4,1.0,1.2438,0.5,0,244.0,1020.0,0.0,8.8,0.0,0,0,1,1.0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0,0.0,0,0.0,0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
SRPT,2025-06-24,Elevidys,NCT05881408,0,2,0.3333,0.3868,5,0.0,1.8974,30.0,4.7376,707.0,4.0,5.003946305945459,0.2,3.342422680822206,6,5,3.0,3.1167,1.5,0,602.0,165.0,5.0,15.72,1.0,1,0,1,0.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
ALT,2025-06-26,Pemvidutide,NCT06987513,1,1,0.5,0.3715,2,0.0,1.0607,8.0,2.0647,-5.0,2.0,4.61512051684126,0.7,2.753812783564702,2,2,2.0,0.4394,1.5,2,244.0,1366.0,3.0,7.67,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,1,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
PFE,2025-06-26,PF-06741086,NCT03938792,0,2,0.0182,0.0953,107,0.0,1.5811,62.0,0.9808,-57.0,2.0,5.247024072160486,0.2,5.196479615197434,110,88,3.0,4.7955,3.0,2,1785.0,127.0,2.0,2.18,0.0,0,0,0,1.0,0,0,0,1.0,1,0,1,0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,val
TNGX,2025-06-27,TNG462,NCT06922591,0,1,1.0,0.2788,1,0.0,1.5,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,2.3896975482063856,1,1,2.0,0.2773,0.0,0,244.0,127.0,4.0,10.16,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
PLRX,2025-06-27,bexotegrast,NCT06097260,0,4,0.5714,3.0263,7,0.3333333333333333,0.7071,6.0,2.0,-83.0,4.0,5.771441123130016,0.7,1.9025467793139912,7,2,2.0,0.4394,0.0,0,139.0,139.0,5.0,7.7,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,val
MRNA,2025-06-30,mRNA-1010,NCT06602024,0,4,0.4,0.277,10,0.0,2.7735,69.0,8.2207,53.0,5.0,10.616878439573116,0.2,4.320802426839049,10,7,3.0,3.8318,2.0,0,370.0,79.0,5.0,5.1,1.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,val
BIIB,2025-07-01,dimethyl fumarate,NCT02283853,0,1,0.0588,0.1355,17,0.0,7.6383,65.0,2.9754,8.0,4.0,5.056245805348308,0.2,4.449496912234276,17,13,3.0,4.0556,2.0,0,244.0,979.0,4.0,2.75,0.0,0,0,1,1.0,1,0,0,1.0,0,0,1,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
CTNM,2025-07-01,PIPE-791,NCT06810245,0,1,0.5,0.3255,1,0.0,0.4472,3.0,1.3333,168.0,2.0,3.784189633918261,0.7,2.748498126613737,2,2,1.0,0.4394,0.0,0,244.0,127.0,3.0,16.54,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,val
PROK,2025-07-08,Renal Autologous Cell Therapy (REACT),NCT05018416,1,2,0.5,0.4032,4,0.3333333333333333,1.7678,6.0,2.1667,-48.0,2.0,3.9889840465642745,0.7,2.828595456371702,4,2,2.0,1.0394,0.0,0,963.0,-1.0,2.0,15.77,0.0,0,0,0,1.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
PROK,2025-07-08,rilparencel,NCT02836574,1,2,0.5,0.4032,3,0.0,1.5,6.0,2.1667,-5.0,2.0,4.430816798843313,0.7,2.828595456371702,4,2,2.0,1.0394,0.0,0,418.0,418.0,2.0,15.77,0.0,0,0,0,1.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
UPB,2025-07-07,Verekitug (UPB-101),NCT06164704,0,1,1.0,0.8973,1,0.0,1.7889,4.0,2.0788,0.0,2.0,4.406719247264253,1.0,2.6180480967120925,1,1,2.0,0.2773,1.0,2,244.0,127.0,3.0,6.72,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,1,0.0,1,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,val
MREO,2025-07-10,setrusumab,NCT05125809,1,1,0.3333,0.8254,2,0.0,3.0151,56.0,8.0023,104.0,3.5,5.214935757608986,0.4,1.7708520116421442,3,3,2.5,1.7545,1.5,0,244.0,1224.0,4.5,5.72,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,val
PETS,2025-07-09,,,0,1,0.5,0.459,1,0.0,1.5,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,1.7678976160180906,2,1,2.0,0.2773,0.0,0,244.0,127.0,4.0,5.7,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
RYTM,2025-07-09,bivamelagon,NCT07156578,1,1,0.1111,0.1796,9,0.0,0.7071,22.0,5.001,1012.0,0.0,3.258096538021482,0.4,3.45484486000851,9,4,2.0,3.6438,0.0,0,244.0,659.0,0.0,2.99,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
KZIA,2025-07-09,Paxalisib,NCT05009992,1,1,1.0,0.0449,4,0.75,2.8868,29.0,0.9062,905.0,4.0,5.8888779583328805,0.7,1.9813655090785445,6,2,2.0,1.0394,0.0,0,244.0,364.0,4.0,12.87,0.0,0,0,0,0.0,1,0,1,0.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
INKT,2025-07-15,agenT-797,NCT05108623,1,1,0.6667,0.2782,2,0.0,0.4472,0.0,0.0,-555.0,-1.0,3.5553480614894135,0.7,1.7109631189952756,3,2,1.0,0.4394,0.0,0,244.0,798.0,-1.0,8.32,0.0,0,0,0,1.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
CGTX,2025-07-16,CT1812 (zervimesine),NCT03507790,0,1,0.25,0.4085,4,0.0,0.7071,7.0,2.0801,-412.0,3.0,5.0369526024136295,0.4,1.983175072037813,4,3,2.0,0.5545,0.0,0,244.0,442.0,4.0,14.53,0.0,1,0,1,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
PMN,2025-07-21,PMN310,NCT06750432,1,1,0.5,0.3043,2,0.5,0.0,0.0,0.2887,-5.0,3.0,4.976733742420574,0.4,1.7041505168397992,4,3,1.0,1.1545,0.0,0,244.0,1260.0,4.0,24.84,0.0,1,0,1,0.0,1,1,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
ABVX,2025-07-22,ABX464,NCT05507216,0,1,1.0,0.0615,1,0.0,3.3541,18.0,4.1845,-27.0,5.0,6.456769655572163,1.0,3.9818140785288887,1,1,3.0,0.8773,2.0,0,244.0,127.0,6.0,6.09,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,1,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
MIRA,2025-07-29,Ketamir-2,,0,1,0.25,0.141,3,0.5,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.7,1.7259116322950483,4,2,2.0,1.6394,0.0,0,244.0,631.0,4.0,7.65,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
IXHL,2025-07-25,IHL-42X,NCT06146101,1,5,1.0,1.3617,5,0.0,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,10.01,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-07-30,IHL-42X,NCT06146101,0,3,1.0,1.3617,3,0.0,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,601.0,601.0,5.5,13.33,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-07-30,IHL-42X,NCT06146101,0,4,1.0,1.3617,4,0.0,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,13.33,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-07-30,IHL-42X,NCT06146101,0,6,1.0,1.3617,6,0.2,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,13.33,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
SPRB,2025-08-01,TA-ERT,NCT02317640,0,1,0.3333,0.182,1,0.0,0.7071,10.0,2.2236,-5.0,2.0,4.04305126783455,0.7,1.7693773260761383,3,2,1.5,0.4394,0.0,0,244.0,127.0,2.0,12.12,0.0,0,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,val
CRNX,2025-08-01,atumelnant (CRN04894),NCT05907291,0,1,0.25,0.244,4,0.3333333333333333,1.8898,13.0,4.1295,22.0,0.0,3.6635616461296463,0.4,3.624612075512976,4,3,2.0,1.1545,0.0,0,244.0,689.0,0.0,4.34,1.0,0,0,0,0.0,0,0,0,0.0,0,0,1,1,1.0,1.0,0,0,0.0,1,0.0,0,1.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,val
VRTX,2025-08-04,VX-993,NCT06619847,0,1,0.0417,0.0524,22,0.0,0.603,70.0,4.6953,-68.0,4.0,5.908082938168931,0.2,5.101099960576236,24,12,2.0,4.026,0.0,0,244.0,551.0,5.0,1.83,0.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,val
PALI,2025-08-07,PALI-2108,NCT07428096,0,1,1.0,0.0197,1,0.0,0.0,4.0,1.7008,177.0,0.0,1.9459101490553132,1.0,2.4217684012069243,7,1,1.0,0.2773,0.0,0,244.0,127.0,1.0,9.79,1.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
PALI,2025-08-07,PALI-2108,NCT07428096,0,2,1.0,0.0197,2,0.0,0.0,4.0,1.7008,177.0,0.0,1.9459101490553132,1.0,2.4217684012069243,7,1,1.0,0.2773,0.0,0,-1.0,-1.0,1.0,9.79,1.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
PALI,2025-08-07,PALI-2108,NCT07428096,0,4,1.0,0.0197,4,0.0,0.0,4.0,1.7008,177.0,0.0,1.9459101490553132,1.0,2.4217684012069243,7,1,1.0,0.2773,0.0,0,-1.0,-1.0,1.0,9.79,1.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
PALI,2025-08-07,PALI-2108,NCT07428096,0,3,1.0,0.0197,3,0.0,0.0,4.0,1.7008,177.0,0.0,1.9459101490553132,1.0,2.4217684012069243,7,1,1.0,0.2773,0.0,0,-1.0,-1.0,1.0,9.79,1.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-08-08,IHL-42X,NCT06146101,0,9,1.0,1.3617,9,0.125,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,34.77,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-08-08,IHL-42X,NCT06146101,0,8,1.0,1.3617,8,0.1428571428571428,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,-1.0,-1.0,5.5,34.77,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
LLY,2025-08-08,Orforglipron,NCT06192108,0,3,0.0541,0.0073,105,0.0,3.6466,60.0,1.2667,50.0,5.0,6.870053411798126,0.2,5.996687893411713,111,45,3.0,4.5315,3.0,2,47.0,46.0,5.0,4.3,1.0,0,0,0,0.0,1,0,0,1.0,1,0,1,0,0.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
IXHL,2025-08-08,IHL-42X,NCT06146101,0,7,1.0,1.3617,7,0.1666666666666666,0.5774,2.0,1.25,-5.0,4.5,6.329720905522696,1.0,1.7041505168397992,9,1,2.5,3.2773,1.0,0,8.0,8.0,5.5,34.77,1.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ARCT,2025-08-11,ARCT-2138 and ARCT-2304,NCT06125691,0,1,0.25,0.7716,3,0.0,0.0,10.0,2.875,-365.0,3.0,4.941642422609304,0.4,2.3688445068258215,4,4,1.0,1.2438,0.0,0,244.0,305.0,3.0,8.49,1.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,val
TNXP,2025-08-12,TNX-102 SL (Tonmya),NCT03841773,1,1,0.0909,1.0644,11,0.1,0.7071,23.0,4.11,-1935.0,4.0,5.262690188904886,0.2,2.2518814545525276,11,6,3.0,3.7784,3.5,3,244.0,186.0,3.0,8.82,0.0,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,1,1.0,0,0.0,0,0.0,0,1.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
GALT,2025-08-14,belapectin,NCT02462967,0,3,1.0,0.0599,3,0.5,1.6667,7.0,1.9415,-5.0,3.0,5.093750200806762,1.0,2.2835273648616936,3,1,2.0,0.2773,0.0,0,236.0,236.0,4.0,6.75,0.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,val
MRK,2025-08-14,Bomedemstat,NCT05223920,0,2,0.0143,0.0476,134,0.0,3.153,9.0,3.1659,-356.0,0.0,4.406719247264253,0.2,5.485908161342839,140,55,2.0,4.6101,0.0,0,1254.0,65.0,0.0,2.5,0.0,0,0,0,1.0,0,0,1,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,val
SPRB,2025-08-05,tralesinidase alfa (TA-ERT),,1,1,0.6667,0.182,2,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.7,1.7693773260761383,3,2,2.0,0.4394,0.0,0,244.0,12.0,4.0,16.84,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
PFE,2025-08-15,Inclacumab,NCT04935879,0,1,0.0091,0.0953,108,0.0,1.7678,62.0,0.9808,-434.0,4.0,5.488937726156687,0.2,5.196479615197434,110,88,3.0,4.7955,2.0,0,244.0,49.0,5.0,1.94,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,val
ABBV,2025-08-08,Bimatoprost (SR),NCT03850782,0,1,0.0099,0.0128,99,0.010204081632653,2.6667,75.0,2.6877,-9.0,2.0,6.246106765481563,0.2,5.613161422822089,101,56,3.0,4.6172,2.0,0,244.0,56.0,2.0,2.35,0.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ENLV,2025-08-18,Allocetra,NCT06233474,1,2,0.6667,0.0667,3,1.0,1.8708,5.0,2.0555,210.0,3.0,5.081404364984463,0.7,2.436162647040756,3,2,1.5,0.4394,1.0,2,493.0,493.0,4.0,10.1,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,val
VKTX,2025-08-19,VK2735,NCT06068946,1,3,0.75,0.2674,4,0.6666666666666666,1.633,7.0,2.5298,-538.0,3.0,5.176149732573829,0.7,3.45484486000851,4,2,2.0,0.4394,1.0,2,538.0,538.0,4.0,5.38,0.0,1,0,0,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,1,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
MRK,2025-08-31,Vericiguat,NCT05093933,0,1,0.0071,0.0476,135,0.0,3.4816,67.0,1.2566,-283.0,5.0,8.717190933223135,0.2,5.485908161342839,140,55,3.0,4.6101,2.5,1,244.0,16.0,6.0,2.39,0.0,0,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
PFE,2025-09-01,(Part C) MET097,NCT06857617,0,1,0.0091,0.0953,109,0.0,0.7071,7.0,3.5355,-240.0,3.0,4.795790545596741,0.2,5.196479615197434,110,88,1.5,4.7955,0.0,0,244.0,16.0,4.0,2.26,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
UTHR,2025-09-02,Tyvaso,NCT00643604,1,1,1.0,0.256,1,0.0,7.6325,67.0,6.1869,-5.0,0.0,2.0794415416798357,1.0,3.096910013008056,1,1,4.0,0.8773,3.0,2,244.0,127.0,-2.0,2.27,0.0,0,0,0,0.0,0,0,0,1.0,1,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,1.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
CCCC,2025-09-03,cemsidomide,NCT04756726,0,1,0.6667,0.1718,2,1.0,0.5,1.0,1.0206,120.0,0.0,5.41610040220442,0.7,2.417803722639881,3,2,1.0,0.4394,0.0,0,244.0,630.0,0.0,10.25,1.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
SNY,2025-09-04,Amlitelimab,NCT06224348,0,1,0.0137,0.0653,70,0.0,3.4412,81.0,1.5753,-13.0,5.0,6.467698726104354,0.2,5.070103283062297,73,64,3.0,4.6698,3.0,2,244.0,96.0,6.0,1.6,1.0,1,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
REGN,2025-09-08,REGN1908,NCT06602726,0,1,0.0345,0.1041,29,0.0,1.1547,78.0,3.5032,-120.0,3.0,4.174387269895637,0.2,4.917179797869327,29,18,3.0,4.1778,2.0,0,244.0,262.0,4.0,2.71,0.0,0,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
MAZE,2025-09-11,MZE782,,1,1,1.0,0.175,1,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,3.341197032146828,1,1,2.0,0.2773,0.0,0,244.0,127.0,4.0,7.32,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
