ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_days_to_primary_completion,feat_design_quality_score,feat_enrollment_log,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_flag,feat_fast_track_flag,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_ownership_low_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_randomized_flag,feat_rare_disease_flag,feat_recent_asset_event_flag,feat_recent_company_event_flag,feat_recent_completion_flag,feat_short_squeeze_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_mesh_level1_encoded,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_event_proximity_bucket_future_far,feat_event_proximity_bucket_future_near,feat_event_proximity_bucket_just_completed,feat_event_proximity_bucket_past,feat_event_proximity_bucket_unknown,feat_completion_recency_bucket_far_180_plus,feat_completion_recency_bucket_imminent_0_30,feat_completion_recency_bucket_medium_91_180,feat_completion_recency_bucket_near1_90,feat_completion_recency_bucket_past,feat_completion_recency_bucket_unknown,split
MLTX,2023-06-26,Sonelokimab (M1095),NCT05322473,1,1,0.3333,0.3176,2,-48.0,3.0,5.459585514144159,0.7,3.093596768608228,3,2,2.0,1.0394,0.0,0,156.5,1.0,4.0,6.9,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,0,0.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,4,0.8333,0.3444,4,-46.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,0.0,0.0,3.0,12.71,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,train
NKTX,2023-06-27,NKX101,NCT04623944,1,1,1.0,1.4718,1,463.0,0.0,4.127134385045092,1.0,2.282848602834645,1,1,1.0,0.2773,0.0,0,156.5,95.0,0.0,5.92,1.0,0,0,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
CGTX,2023-06-28,CT1812,NCT04735536,0,1,0.6667,0.4085,1,-63.0,2.0,2.833213344056216,0.7,1.983175072037813,3,2,2.0,0.4394,0.0,0,156.5,95.0,2.0,10.67,0.0,0,0,1,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
ALDX,2023-06-30,ADX-2191,NCT05392179,0,1,0.2,0.2292,3,-7.0,-1.0,2.1972245773362196,0.4,2.5165353738957994,5,4,2.0,2.4438,0.0,0,156.5,15.0,-1.0,9.65,0.0,0,0,1,1.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
NVS,2023-07-01,NIS793,NCT04935359,0,1,0.04,0.0354,11,409.0,5.0,6.238324625039508,0.2,5.5131567146412905,25,22,3.0,4.2542,2.0,0,156.5,29.0,6.0,1.19,0.0,1,0,0,1.0,0,1.0,0,1,0,0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
MIRM,2023-07-13,Blinded CDCA 250 mg TID,NCT04270682,0,1,0.5,0.0694,1,0.0,3.0,2.995732273553991,0.7,3.74243445727396,2,2,3.0,1.0394,2.0,0,156.5,95.0,3.0,3.79,0.0,0,0,0,1.0,0,1.0,0,0,0,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
ABOS,2023-07-17,ACU193,NCT04931459,1,1,1.0,0.6656,1,-34.0,2.0,4.189654742026425,1.0,2.279210512601395,1,1,1.0,0.2773,1.0,2,156.5,95.0,3.0,8.96,0.0,0,0,1,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
ABBV,2023-07-17,Navitoclax,NCT04472598,0,1,0.0357,0.0128,12,-95.0,4.0,5.53338948872752,0.2,5.613161422822089,28,23,3.0,4.2712,2.0,0,156.5,121.0,5.0,1.9,0.0,1,0,0,1.0,0,1.0,0,1,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,train
VIR,2023-07-20,VIR-2482,NCT05567783,1,1,0.3333,0.3693,1,-76.0,4.0,7.999007213243955,0.4,3.1019531774771996,3,3,2.0,0.5545,1.0,2,156.5,95.0,3.0,3.29,0.0,1,0,0,0.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,train
STOK,2023-07-25,STK-001,NCT04740476,1,1,1.0,0.1194,1,2076.0,0.0,4.110873864173311,1.0,3.317979808761542,1,1,2.0,0.2773,0.0,0,156.5,95.0,0.0,4.57,1.0,0,0,1,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
LLY,2023-07-27,Tirzepatide,NCT04657016,0,2,0.2069,0.0073,8,-98.0,5.0,6.363028103540465,0.2,5.996687893411713,29,15,3.0,4.109,2.0,0,455.0,42.0,6.0,1.8,0.0,1,0,0,1.0,0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
MRK,2023-07-27,V116,NCT05393037,0,2,0.1042,0.0476,23,-14.0,5.0,5.749392985908253,0.2,5.485908161342839,48,19,3.0,4.1983,2.0,0,70.0,58.0,6.0,1.73,0.0,1,0,0,1.0,0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0,0.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
RLMD,2023-07-27,REL-1017,NCT04855760,0,1,0.5,0.0416,1,0.0,3.0,6.4425401664681985,0.7,2.524266268766979,4,2,3.0,2.8394,2.0,0,156.5,95.0,3.0,7.74,0.0,0,0,1,1.0,0,1.0,0,0,1,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
QTRX,2023-07-31,,,0,1,1.0,0.4405,1,0.0,3.0,5.303304908059076,1.0,2.48572142648158,1,0,2.0,0.0,0.0,0,156.5,95.0,4.0,5.01,0.0,0,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
NVS,2023-08-01,Crizanlizumab,NCT03938454,0,1,0.04,0.0354,12,-126.0,0.0,3.610917912644224,0.2,5.5131567146412905,25,22,2.0,4.2542,0.0,0,156.5,31.0,0.0,1.31,0.0,0,0,0,1.0,0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
TSHA,2023-08-14,TSHA-102,NCT05606614,1,1,1.0,0.2396,1,2848.0,0.0,2.772588722239781,1.0,3.0937367845623394,1,1,3.0,0.8773,1.5,0,156.5,95.0,0.0,7.11,0.0,0,0,1,0.0,0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
MESO,2023-08-04,remestemcel-L,NCT04371393,1,1,0.3333,0.0618,1,-931.0,4.0,5.41164605185504,0.4,3.3228599233832603,3,3,3.0,1.1545,3.0,2,156.5,95.0,2.0,6.75,0.0,0,0,0,0.0,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,train
TERN,2023-08-08,TERN-501,NCT05415722,0,1,0.3333,0.0645,1,-29.0,3.0,5.093750200806762,0.4,3.660988731871828,3,3,2.0,0.5545,1.0,2,156.5,95.0,4.0,15.72,0.0,1,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0.0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
CRDF,2023-08-08,onvansertib,NCT06106308,1,1,1.0,0.4461,1,1181.0,3.0,4.736198448394496,0.7,2.116275587580544,4,2,2.0,0.4394,0.0,0,156.5,95.0,3.0,6.52,1.0,0,0,0,0.0,0,0.0,0,1,1,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
DWTX,2023-08-10,IMC-1,NCT04748705,0,1,0.2,0.1105,1,-369.0,4.0,6.0473721790462776,0.4,1.9609461957338312,5,3,2.0,0.5545,0.5,0,156.5,95.0,5.0,9.16,0.0,1,0,1,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
PFE,2023-08-14,Elranatamab,NCT05228470,0,2,0.0833,0.0953,11,-8.0,0.0,3.688879454113936,0.2,5.196479615197434,24,21,2.0,4.2364,0.0,0,72.0,72.0,0.0,1.61,0.0,0,0,0,1.0,0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,train
GLTO,2023-08-15,GB0139,NCT03832946,0,1,1.0,0.0043,1,-90.0,3.0,5.153291594497779,1.0,3.2508833278339675,1,1,2.0,0.2773,0.0,0,156.5,95.0,4.0,17.38,0.0,1,0,0,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1,0.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,train
NRC,2023-08-21,Pitavastatin,NCT02344290,0,1,0.0556,0.0135,10,0.0,5.0,8.958025443361693,0.2,2.4825877695267677,18,18,3.0,4.1778,3.0,2,156.5,77.0,5.0,2.21,0.0,0,0,0,1.0,0,1.0,1,0,0,0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
ABBV,2023-08-18,OnabotulinumtoxinA,NCT05134649,0,1,0.0357,0.0128,13,-3.0,2.0,5.680172609017068,0.2,5.613161422822089,28,23,3.0,4.2712,2.0,0,156.5,35.0,2.0,1.66,0.0,0,0,0,1.0,0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
MRK,2023-08-22,Lenvatinib,NCT05523323,0,2,0.0625,0.0476,24,3.0,4.0,4.727387818712341,0.2,5.485908161342839,48,19,3.0,4.1983,2.0,0,84.0,26.0,5.0,1.62,0.0,1,0,0,1.0,0,1.0,0,1,0,0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,train
FULC,2023-08-22,FTX-6058,NCT07431398,0,1,0.3333,0.6312,1,922.0,0.0,3.218875824868201,0.4,2.7467120225166606,3,3,1.0,0.5545,0.0,0,156.5,95.0,0.0,7.78,0.0,0,0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
AZN,2023-08-25,AZD4573,NCT05140382,0,1,0.04,0.0177,12,0.0,0.0,3.970291913552122,0.2,5.509413030177646,25,21,2.0,4.2364,0.0,0,156.5,63.0,0.0,1.34,0.0,0,0,0,1.0,0,0.0,0,1,1,0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,train
FGEN,2023-08-28,pamrevlumab,NCT03910543,0,1,1.0,2.8429,1,-818.0,-1.0,2.772588722239781,1.0,1.6551384348113822,1,1,2.0,0.2773,0.5,0,156.5,95.0,-1.0,10.44,0.0,0,0,0,1.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
LLY,2023-08-28,LY3857210,NCT05630196,0,2,0.069,0.0073,9,-80.0,3.0,4.9344739331306915,0.2,5.996687893411713,29,15,2.0,4.109,0.0,0,74.0,32.0,4.0,2.02,0.0,0,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0,0.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
ALEC,2023-08-31,Alecensa (alectinib),NCT06765109,0,1,0.3333,1.0977,1,2284.0,5.0,6.111467339502679,0.4,2.4235735197327357,3,3,3.0,1.7545,2.0,0,156.5,95.0,5.0,7.66,0.0,0,0,0,0.0,0,1.0,0,1,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
NRC,2023-09-01,Ipilimumab,NCT03033576,0,1,0.0556,0.0135,11,18.0,2.0,4.553876891600541,0.2,2.4825877695267677,18,18,2.0,4.1778,0.0,0,156.5,11.0,2.0,2.18,0.0,0,0,0,1.0,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,train
TNXP,2023-09-05,TNX-102 SL,NCT05472090,0,1,0.5,1.0644,1,-55.0,2.0,4.1588830833596715,0.2,2.2518814545525276,10,6,2.0,3.7784,1.0,2,156.5,95.0,3.0,7.06,0.0,1,0,1,1.0,0,0.0,1,0,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
TNXP,2023-09-05,TNX-102 SL,NCT02436096,0,2,0.5,1.0644,2,-2560.0,5.0,6.253828811575473,0.2,2.2518814545525276,10,6,3.0,3.7784,3.0,2,0.0,0.0,6.0,7.06,0.0,1,0,1,1.0,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
TNXP,2023-09-05,TNX-102 SL,NCT02436096,0,3,0.5,1.0644,3,-2560.0,5.0,6.253828811575473,0.2,2.2518814545525276,10,6,3.0,3.7784,2.5,2,0.0,0.0,6.0,7.06,0.0,1,0,1,1.0,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
AZN,2023-09-06,MEDI7352,NCT04675034,0,1,0.04,0.0177,13,-21.0,4.0,5.846438775057725,0.2,5.509413030177646,25,21,2.0,4.2364,0.0,0,156.5,12.0,5.0,1.54,0.0,1,0,0,1.0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0,0.0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
ALKS,2023-09-06,ALKS 3831,NCT03201757,0,1,0.5,0.1184,1,0.0,3.0,6.261491684321042,0.7,3.696356388733332,2,2,3.0,1.0394,1.5,0,156.5,95.0,3.0,3.34,0.0,0,0,1,1.0,0,1.0,0,0,0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
HRMY,2023-09-08,Open-label pitolisant,NCT05156047,0,1,0.5,0.4717,1,0.0,4.0,5.3706380281276624,0.7,3.215848976111454,2,2,3.0,1.0394,2.0,0,156.5,95.0,5.0,3.23,0.0,1,0,1,1.0,0,1.0,0,0,1,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
CRNX,2023-09-11,paltusotine,NCT07087054,1,1,0.5,0.244,1,1420.0,4.0,4.955827057601261,0.7,3.624612075512976,2,2,3.0,1.0394,3.0,2,156.5,95.0,5.0,4.74,0.0,0,0,0,0.0,0,1.0,1,1,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
ABBV,2023-09-11,Upadacitinib,NCT04195698,0,3,0.1429,0.0128,14,0.0,3.0,6.16541785423142,0.2,5.613161422822089,28,23,3.0,4.2712,1.5,0,704.0,21.0,3.0,1.42,0.0,0,0,0,1.0,0,1.0,0,0,1,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
BMY,2023-09-11,BMS-986278,NCT04308681,0,1,0.0455,0.084,15,-403.0,4.0,6.0014148779611505,0.2,5.103854670626923,22,10,2.0,3.9592,0.0,0,156.5,140.0,5.0,1.74,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,train
RHHBY,2023-09-16,Acalabrutinib,NCT03788291,0,1,0.04,0.0404,16,-120.0,0.0,3.688879454113936,0.2,5.583827535327012,25,16,2.0,4.1333,0.0,0,156.5,217.0,0.0,1.23,0.0,0,0,0,1.0,0,0.0,0,1,0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,train
RYTM,2023-09-18,Setmelanotide,NCT04966741,0,1,0.5,0.0628,1,0.0,3.0,2.5649493574615367,0.7,3.79157837745434,2,2,3.0,1.0394,2.0,0,156.5,95.0,3.0,4.99,0.0,0,0,1,1.0,0,1.0,0,0,1,0,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
GILD,2023-09-18,Sacituzumab Govitecan-hziy,NCT03901339,0,1,0.3333,0.052,4,32.0,5.0,6.298949246855942,0.2,5.266959459124544,6,5,3.0,3.1167,2.0,0,156.5,417.0,5.0,2.35,0.0,0,0,0,1.0,0,1.0,0,1,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,train
ESLA,2023-09-20,elacestrant,NCT07242352,0,1,1.0,0.0312,1,3663.0,5.0,7.327123292259293,1.0,1.7101173651118162,1,1,3.0,0.8773,3.0,2,156.5,95.0,5.0,29.05,0.0,0,0,0,0.0,0,1.0,1,1,0,0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
IMVT,2023-09-26,IMVT-1402,NCT07039916,1,1,1.0,0.1762,1,1527.0,4.0,5.44673737166631,1.0,3.751579310214675,1,1,3.0,0.8773,2.0,0,156.5,95.0,5.0,5.37,0.0,1,0,0,0.0,0,1.0,0,1,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
SLNO,2023-09-26,DCCR,NCT03440814,1,1,1.0,0.1456,1,-1243.0,4.0,4.852030263919617,1.0,3.321908973547509,1,1,3.0,0.8773,3.0,2,156.5,95.0,5.0,9.38,0.0,1,0,1,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IONS,2023-09-26,Olezarsen,NCT04568434,0,1,0.2857,0.2037,3,-74.0,3.0,4.204692619390966,0.2,4.118734158631171,7,6,3.0,3.1784,3.0,2,156.5,153.0,4.0,2.26,0.0,1,0,0,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
MRK,2023-10-02,Lenvatinib,NCT03884101,0,3,0.0625,0.0476,25,0.0,5.0,6.736966958001855,0.2,5.485908161342839,48,19,3.0,4.1983,2.0,0,41.0,41.0,5.0,1.49,0.0,0,0,0,1.0,0,1.0,0,1,1,0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,train
RCKT,2023-10-02,RP-L201,NCT03812263,0,1,1.0,0.3484,1,-20.0,0.0,2.302585092994046,1.0,2.734159513244467,1,1,1.5,0.2773,2.0,3,156.5,95.0,0.0,6.38,0.0,0,0,0,1.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
NVS,2023-10-02,LNP023,NCT04578834,0,2,0.08,0.0354,13,718.0,5.0,6.251903883165888,0.2,5.5131567146412905,25,22,3.0,4.2542,2.0,0,343.0,62.0,6.0,1.51,0.0,1,0,0,1.0,0,1.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
ALXO,2023-10-03,evorpacept,NCT05002127,1,1,1.0,0.2189,1,234.0,3.5,4.852030263919617,1.0,2.44216608578472,2,1,2.5,0.8773,1.0,0,156.5,95.0,3.5,6.7,1.0,0,0,0,0.0,0,1.0,0,1,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,train
PMVP,2023-10-06,PC14586,NCT04585750,0,1,1.0,1.4276,1,1044.0,0.0,5.707110264748875,1.0,1.9566485792052033,1,1,1.5,0.2773,0.0,0,156.5,95.0,0.0,7.41,0.0,0,0,0,0.0,0,0.0,0,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
VNDA,2023-10-09,Imsidolimab high dose,NCT05352893,0,1,1.0,0.5009,1,-53.0,3.0,3.828641396489095,1.0,2.721563318357481,1,1,3.0,0.8773,3.0,2,156.5,95.0,4.0,4.45,0.0,1,0,0,1.0,0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1,1.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
RHHBY,2023-10-11,Faricimab,NCT04432831,0,2,0.12,0.0404,17,1.0,3.0,7.299797366758161,0.2,5.583827535327012,25,16,3.0,4.1333,2.0,0,241.0,24.0,3.0,1.47,0.0,0,0,0,1.0,0,1.0,0,0,1,0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
BNTC,2023-10-10,BB-301,NCT06185673,0,1,1.0,0.5056,1,2579.0,0.0,3.4339872044851463,1.0,2.5721743136130595,1,1,1.5,0.2773,0.0,0,156.5,95.0,0.0,7.22,0.0,0,0,1,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
ABBV,2023-10-12,Upadacitinib,NCT04927975,0,4,0.1429,0.0128,15,-272.0,3.0,5.225746673713202,0.2,5.613161422822089,28,23,2.0,4.2712,0.0,0,31.0,31.0,4.0,1.49,0.0,1,0,0,1.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0,0.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NUVL,2023-10-13,NVL-655,NCT05384626,0,1,1.0,0.1733,1,1510.0,1.0,6.734591659972948,1.0,3.8985716159892614,1,1,1.5,0.2773,0.0,0,156.5,95.0,1.0,5.52,0.0,0,0,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,train
