ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
AZN,2017-09-22,2017-09-22,NCT01972217,Ph II Study to Evaluate Olaparib With Abiraterone in Treating Metastatic Castration Resistant Prostate Cancer.,PHASE2,AstraZeneca,Metastatic Castration-resistant Prostate Cancer,158,Olaparib; Placebo; Abiraterone,,3.47,3.63,52.4,54.22,Low,Gainer,Clinical Data,
SNY,2021-03-15,2021-03-15,NCT02004691,"Efficacy, Safety, Pharmacodynamic, and Pharmacokinetics Study of Olipudase Alfa in Patients With Acid Sphingomyelinase Deficiency",PHASE2/PHASE3,"Genzyme, a Sanofi Company",Sphingomyelin Lipidosis,36,placebo (saline); Olipudase alfa,,1.46,2.9,39.41,39.98,Low,Gainer,Clinical Data,
AZN,2023-06-16,2023-06-16,NCT04989816,Study of T-DXd Monotherapy in Patients With HER2-expressing Locally Advanced or Metastatic Gastric or GEJ Adenocarcinoma Who Have Received 2 or More Prior Regimens,PHASE2,AstraZeneca,Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma,95,Trastuzumab Deruxtecan,,0.8,-0.9,140.63,141.76,Low,Gainer,Clinical Data,
KPTI,2024-08-31,2024-09-03,NCT02649790,"Study of the Safety, Tolerability and Efficacy of KPT-8602 in Participants With Relapsed/Refractory Cancer Indications",PHASE1/PHASE2,Karyopharm Therapeutics Inc,Relapsed/Refractory Multiple Myeloma (RRMM); Metastatic Colorectal Cancer (mCRC); Metastatic Castration-Resistant Prostate Cancer (mCRPC); Higher-Risk Myelodysplastic Syndrome (HR-MDS); Acute Myeloid Leukemia (AML); Newly Diagnosed Intermediate/High-Risk MDS,277,KPT-8602; ASTX727; Dexamethasone,172.6,-5.26,-6.18,11.4,10.8,Medium,Loser,Clinical Data,
CYTK,2023-02-28,2023-02-28,NCT04219826,"Dose-finding Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of CK-3773274 in Adults With Hypertrophic Cardiomyopathy",PHASE2,Cytokinetics,Hypertrophic Cardiomyopathy (HCM),96,CK-3773274 (5 - 15 mg); CK-3773274 (10 - 30 mg); Placebo for CK-3773274,7607.3,0.88,0.3,42.98,43.36,Low,Gainer,Clinical Data,
BIIB,2023-02-06,2023-02-06,NCT05065970,Clinical Trial to Assess Efficacy and Safety of the Human Anti-CD38 Antibody Felzartamab (MOR202) in IgA Nephropathy,PHASE2,"HI-Bio, A Biogen Company",Immunoglobulin A (IgA) Nephropathy,54,Felzartamab; Placebo,,1.64,2.75,283.63,288.28,Low,Gainer,Clinical Data,
BPMC,2025-11-21,,NCT04773782,A Study of Avapritinib in Pediatric Patients With Solid Tumors Dependent on KIT or PDGFRA Signaling,PHASE1/PHASE2,Blueprint Medicines Corporation,"Solid Tumor, Unspecified, Child; Relapsed Solid Neoplasm; CNS Tumor",29,avapritinib,,,,,,Unknown,Loser,Clinical Data,Insufficient price data
PFE,2024-03-04,2024-03-04,NCT03765073,"Trial To Evaluate The Safety, Tolerability, And Immunogenicity Of A Multivalent Group B Streptococcus Vaccine In Healthy Nonpregnant Women And Pregnant Women And Their Infants",PHASE2,Pfizer,Group B Streptococcus Infections,1208,Multivalent Group B streptococcus vaccine; Placebo,,-2.63,-1.92,23.33,22.71,Low,Loser,Clinical Data,
RHHBY,2025-08-07,2025-08-07,NCT03677154,Trial of Mosunetuzumab (BTCT4465A) as Consolidation Therapy in Participants With Diffuse Large B-Cell Lymphoma Following First-Line Immunochemotherapy and as Monotherapy or in Combination With Polatuzumab Vedotin in Elderly/Unfit Participants With Previously Untreated Diffuse Large B-Cell Lymphoma,PHASE1/PHASE2,Hoffmann-La Roche,Diffuse Large B-cell Lymphoma,188,Mosunetuzumab Intravenous (IV); Mosunetuzumab Subcutaneous (SC); Polatuzumab Vedotin,,0.68,-0.34,38.36,38.62,Low,Gainer,Clinical Data,
RHHBY,2022-05-16,2022-05-16,NCT04677504,"A Study of Atezolizumab With or Without Bevacizumab in Combination With Cisplatin Plus Gemcitabine in Patients With Untreated, Advanced Biliary Tract Cancer",PHASE2,Hoffmann-La Roche,Biliary Tract Cancer,162,Atezolizumab; Bevacizumab; Placebo,,0.93,1.56,35.58,35.92,Low,Gainer,Clinical Data,
CRDL,2025-01-31,2025-01-31,NCT05180240,Impact of CardiolRx on Myocardial Recovery in Patients With Acute Myocarditis,PHASE2,Cardiol Therapeutics Inc.,Acute Myocarditis,109,CardiolRx,113.9,-0.7,-6.34,1.42,1.41,Low,Loser,Clinical Data,
NRC,2024-03-11,2024-03-11,NCT04242264,Phase 2 Shigella Vaccine and Challenge,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Immunisation; Shigella Infection,69,Placebo; Shigella sonnei strain 53G; WRSs2,303.8,-0.54,-0.91,38.35,38.14,Low,Loser,Clinical Data,
NRC,2024-09-12,2024-09-12,NCT04535414,Phase II Randomized Trial of Bethesda Protocol Compared to Cambridge Method for Detection of Early Stage Gastric Cancer in CDH1 Mutation Carriers,PHASE2,National Cancer Institute (NCI),Gastric Cancer; Gastric Neoplasms; Gastric Adenocarcinoma,195,Cellvizio (Registered trademark) Real-Time In Vivo Cellular Imaging Platform with Confocal Miniprobes; Olympus Graphics Interchange Format (GIF) 190 endoscope; Gastric mucosal biopsy,303.8,1.17,2.34,20.45,20.69,Low,Gainer,Clinical Data,
NRC,2020-09-30,2020-09-30,NCT02828358,Azacitidine and Combination Chemotherapy in Treating Infants With Acute Lymphoblastic Leukemia and KMT2A Gene Rearrangement,PHASE2,National Cancer Institute (NCI),Acute Leukemia of Ambiguous Lineage; B Acute Lymphoblastic Leukemia; Mixed Phenotype Acute Leukemia,78,Azacitidine; Biospecimen Collection; Computed Tomography,303.8,0.02,3.25,43.69,43.7,Low,Gainer,Clinical Data,
AZN,2023-05-16,2023-05-16,NCT04170543,A Phase 2b Diabetic Kidney Disease Study,PHASE2,AstraZeneca,Diabetic Kidney Disease,609,MEDI3506; Placebo; Dapagliflozin,,0.39,-0.39,141.33,141.88,Low,Gainer,Clinical Data,
NVS,2024-11-07,2024-11-07,NCT04452877,A Study of Dabrafenib in Combination With Trametinib in Chinese Patients With BRAF V600E Mutant Metastatic NSCLC,PHASE2,Novartis Pharmaceuticals,"Carcinoma, Non-Small-Cell Lung",40,Dabrafenib; Trametinib,,0.25,-0.34,102.98,103.24,Low,Gainer,Clinical Data,
BMY,2025-12-03,2025-12-03,NCT05255601,"A Study to Evaluate the Safety, Tolerability, Drug Levels, and Preliminary Efficacy of Relatlimab Plus Nivolumab in Pediatric and Young Adults With Hodgkin and Non-Hodgkin Lymphoma",PHASE1/PHASE2,Bristol-Myers Squibb,"Lymphoma, Non-Hodgkin; Hodgkin Disease",5,Relatlimab; Nivolumab,,5.62,7.67,47.69,50.36,Medium,Gainer,Clinical Data,
NRC,2023-11-20,2023-11-20,NCT05007548,to Assess the Accuracy and Reliability of the Ga68-Dolacga Positron Emission Tomography Compared to Computer Tomography Volumetry and Indocyanine Green Retention Test for Measurement of Liver Reserve,PHASE2,"National Atomic Research Institute, Taiwan",Hepatic Carcinoma,30,Ga68-Dolacga Injection,303.8,1.75,1.41,38.99,39.67,Low,Gainer,Clinical Data,
NRC,2025-09-02,2025-09-02,NCT05017571,Colchicine to Suppress Inflammation and Improve Insulin Resistance in Adults and Adolescents With Obesity,PHASE2,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Obesity; Insulin Resistance; Inflammation,152,Colchicine; Placebo,303.8,2.59,0.27,14.44,14.81,Low,Gainer,Clinical Data,
BMY,2025-09-01,2025-09-02,NCT05134948,A Study to Assess Relatlimab and Nivolumab Fixed-dose Combination in Chinese Participants With Advanced Solid Tumors,PHASE1/PHASE2,Bristol-Myers Squibb,Advanced Solid Tumors,24,BMS-986213,,0.49,0.68,46.0,46.22,Low,Gainer,Clinical Data,
AMGN,2022-07-18,2022-07-18,NCT04046549,A Study to Evaluate the Safety and Efficacy of Dual Costimulation Blockade With VIB4920 and Belatacept for Prophylaxis of Allograft Rejection in Adults Receiving a Kidney Transplant,PHASE2,Amgen,"Allografts; Rejection; Transplant, Kidney; Transplant Rejection; Kidney Transplantation",25,Belatacept; VIB4920; Thymoglobulin,,-1.95,-0.55,221.16,216.84,Low,Loser,Clinical Data,
NRC,2025-03-09,2025-03-10,NCT03304678,Discovery of Sirolimus Sensitive Biomarkers in Blood,PHASE2,"National Heart, Lung, and Blood Institute (NHLBI)",Lymphangioleiomyomatosis,33,Sirolimus 2mg,303.8,0.6,-1.46,14.62,14.7,Low,Gainer,Clinical Data,
NRC,2023-09-30,2023-10-02,NCT03513952,"Atezolizumab and CYT107 in Treating Participants With Locally Advanced, Inoperable, or Metastatic Urothelial Carcinoma",PHASE2,National Cancer Institute (NCI),Advanced Bladder Urothelial Carcinoma; Advanced Ureter Urothelial Carcinoma; Metastatic Bladder Urothelial Carcinoma; Metastatic Renal Pelvis Urothelial Carcinoma; Metastatic Ureter Urothelial Carcinoma; Metastatic Urethral Urothelial Carcinoma; Metastatic Urothelial Carcinoma; Recurrent Bladder Urothelial Carcinoma; Recurrent Renal Pelvis Urothelial Carcinoma; Recurrent Ureter Urothelial Carcinoma; Recurrent Urethral Urothelial Carcinoma; Stage III Bladder Cancer AJCC v8; Stage III Renal Pelvis Cancer AJCC v8; Stage III Ureter Cancer AJCC v8; Stage III Urethral Cancer AJCC v8; Stage IV Bladder Cancer AJCC v8; Stage IV Renal Pelvis Cancer AJCC v8; Stage IV Ureter Cancer AJCC v8; Stage IV Urethral Cancer AJCC v8; Stage IVA Bladder Cancer AJCC v8; Stage IVB Bladder Cancer AJCC v8; Unresectable Bladder Urothelial Carcinoma; Unresectable Renal Pelvis Urothelial Carcinoma; Unresectable Ureter Urothelial Carcinoma,47,Atezolizumab; Biopsy; Biospecimen Collection,303.8,-0.16,0.41,41.93,41.86,Low,Loser,Clinical Data,
NRC,2022-07-01,2022-07-01,NCT02649855,Docetaxel and PROSTVAC for Metastatic Castration-Sensitive Prostate Cancer,PHASE2,National Cancer Institute (NCI),"Prostate Cancer; Prostate Neoplasms; Neoplasms, Prostatic",74,PROSTVAC-V; PROSTVAC-F; Docetaxel,303.8,1.52,0.86,34.78,35.31,Low,Gainer,Clinical Data,
SNY,2023-05-25,2023-05-25,NCT04781816,Proof of Concept Study of SAR443122 in Patients With Cutaneous Lupus Erythematosus,PHASE2,Sanofi,Cutaneous Lupus Erythematosus,78,SAR443122; Placebo,,-2.56,-2.71,47.78,46.56,Low,Loser,Clinical Data,
NRC,2023-10-12,2023-10-12,NCT05512949,Trial to Evaluate the Immunogenicity of Dose Reduction Strategies of the MVA-BN Monkeypox Vaccine,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Monkeypox,229,JYNNEOS,303.8,-4.36,-6.28,42.45,40.6,Low,Loser,Clinical Data,
RYTM,2025-01-09,2025-01-10,NCT03651765,Long Term Extension Trial of Setmelanotide,PHASE2/PHASE3,"Rhythm Pharmaceuticals, Inc.",Obesity Associated With Defects in Leptin-melanocortin Pathway,205,Setmelanotide,6188.4,-2.94,-5.15,57.87,56.17,Low,Loser,Clinical Data,
PFE,2024-07-16,2024-07-16,NCT03061201,A Study of Recombinant AAV2/6 Human Factor 8 Gene Therapy SB-525 (PF-07055480) in Subjects With Severe Hemophilia A,PHASE2,Pfizer,Hemophilia A,13,SB-525 (PF-07055480),,1.37,3.2,25.92,26.27,Low,Gainer,Clinical Data,
NRC,2025-02-28,2025-02-28,NCT05998395,JAK/STAT Inhibition in CNS Kohlmeier-Degos Disease,PHASE1/PHASE2,"National Heart, Lung, and Blood Institute (NHLBI)",Kohlmeier Degos Disease With Neurologic Involvement; Kohlmeier-Degos Disease,1,Ruxolitinib,303.8,0.62,-2.41,14.03,14.11,Low,Gainer,Clinical Data,
NRC,2023-08-17,2023-08-17,NCT05038488,Phase 2a MIB-626 vs. Placebo COVID-19,PHASE2,"Metro International Biotech, LLC",Covid19; Stage 1 Acute Kidney Injury,42,MIB-626; Placebo; Home Treatment,303.8,-1.34,-0.63,39.78,39.25,Low,Loser,Clinical Data,
BMY,2020-09-25,2020-09-25,NCT01592370,An Investigational Immuno-Therapy Study to Determine the Safety and Effectiveness of Nivolumab and Daratumumab in Patients With Multiple Myeloma,PHASE1/PHASE2,Bristol-Myers Squibb,Non-Hodgkin's Lymphoma; Hodgkin Lymphoma; Multiple Myeloma,320,Nivolumab; Ipilimumab; Lirilumab,,2.13,2.51,47.03,48.04,Low,Gainer,Clinical Data,
NRC,2025-08-21,2025-08-21,NCT06005610,Estradiol Therapy In Transgender Women to Research Interactions With HIV Therapy,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),HIV I Infection,93,Estradiol,303.8,-7.7,-2.23,15.45,14.26,Medium,Loser,Clinical Data,
CRDF,2024-01-29,2024-01-29,NCT03829410,Onvansertib in Combination With FOLFIRI and Bevacizumab for Second Line Treatment of Metastatic Colorectal Cancer Patients With a KRAS Mutation,PHASE1/PHASE2,Cardiff Oncology,Metastatic Colorectal Cancer; KRAS Gene Mutation,68,Onvansertib; Bevacizumab; FOLFIRI,130.7,6.04,3.36,1.49,1.58,Medium,Gainer,Clinical Data,
NVS,2022-04-22,2022-04-22,NCT03025698,A Phase II Dose-escalation Study Characterizing the PK of Eltrombopag in Pediatric Patients With Previously Untreated or Relapsed Severe Aplastic Anemia or Recurrent Aplastic Anemia,PHASE2,Novartis Pharmaceuticals,Aplastic Anemia,51,Eltrombopag; hATG; CsA,,-0.82,0.54,80.08,79.42,Low,Loser,Clinical Data,
SNY,2024-02-06,2024-02-06,NCT05104892,Proof of Concept Study of Rilzabrutinib in Adult Participants With Moderate-to-severe Asthma,PHASE2,Sanofi,Asthma,196,Rilzabrutinib; placebo,,0.23,-0.06,43.13,43.23,Low,Gainer,Clinical Data,
SNY,2024-03-28,2024-03-28,NCT05624606,Safety and Immunogenicity of Quadrivalent Influenza mRNA Vaccine MRT5410 in Adult Participants 18 Years of Age and Older,PHASE1/PHASE2,"Sanofi Pasteur, a Sanofi Company",Influenza Immunization,682,Quadrivalent Influenza mRNA Vaccine MRT5410; Quadrivalent Recombinant Influenza vaccine RIV4; Quadrivalent Inactivated Influenza Standard Dose QIV-SD,,-1.9,-2.52,45.51,44.65,Low,Loser,Clinical Data,
ALMS,2023-06-29,,NCT05600036,A Study to Evaluate the Efficacy and Safety of ESK-001 in Patients With Plaque Psoriasis,PHASE2,Alumis Inc,Plaque Psoriasis,228,ESK-001; Placebo,3702.1,,,,,Unknown,Loser,Clinical Data,Insufficient price data
PFE,2024-07-15,2024-07-15,NCT04539938,A Study of Tucatinib Plus Trastuzumab Deruxtecan in HER2+ Breast Cancer,PHASE2,"Seagen, a wholly owned subsidiary of Pfizer",HER2 Positive Breast Cancer,70,tucatinib; trastuzumab deruxtecan,,0.62,2.01,25.76,25.92,Low,Gainer,Clinical Data,
SPRO,2024-10-08,2024-10-08,NCT05496374,"A Study to Evaluate the Efficacy, Safety, Tolerability, and Pharmacokinetics of SPR720 as Compared With Placebo for the Treatment of Participants With Mycobacterium Avium Complex (MAC) Pulmonary Disease",PHASE2,Spero Therapeutics,Nontuberculous Mycobacterial Pulmonary Disease (NTM-PD),25,Placebo; SPR720 500 mg; SPR720 1000 mg,122.3,-4.62,-4.62,1.3,1.24,Low,Loser,Clinical Data,
REGN,2021-12-01,2021-12-01,NCT04154943,Study of Cemiplimab in Patients With Type of Skin Cancer Stage II to IV Cutaneous Squamous Cell Carcinoma,PHASE2,Regeneron Pharmaceuticals,Cutaneous Squamous Cell Carcinoma,79,Cemiplimab,,-0.93,-0.4,632.26,626.36,Low,Loser,Clinical Data,
NRC,2022-03-03,2022-03-03,NCT01572480,"Carfilzomib, Lenalidomide, and Dexamethasone for Smoldering Multiple Myeloma",PHASE2,National Cancer Institute (NCI),Multiple Myeloma,55,Carfilzomib; Revlimid; Dexamethasone,303.8,-2.32,-5.23,35.17,34.35,Low,Loser,Clinical Data,
NRC,2024-09-09,2024-09-09,NCT03689543,Estrogen Receptor Beta and Mood,PHASE2,National Institute of Mental Health (NIMH),Perimenopause-Related Depression,74,Estradiol; ER Beta Agonist; Placebo,303.8,-2.72,-0.32,20.75,20.18,Low,Loser,Clinical Data,
NRC,2023-06-30,2023-06-30,NCT03928158,LCZ696 in Advanced LV Hypertrophy and HFpEF,PHASE2,"National Medical Research Center for Cardiology, Ministry of Health of Russian Federation",Heart Failure; Essential Hypertension,61,LCZ 696; Valsartan,303.8,-0.55,0.87,40.34,40.11,Low,Loser,Clinical Data,
BMY,2024-01-05,2024-01-05,NCT03195478,A Study of Nivolumab in Combination With Ipilimumab in Chinese Participants With Previously Treated Advanced or Recurrent Solid Tumors,PHASE1/PHASE2,Bristol-Myers Squibb,Solid Tumor,37,Nivolumab; Ipilimumab,,0.37,-0.48,47.18,47.35,Low,Gainer,Clinical Data,
IONS,2024-02-08,2024-02-08,NCT04014335,"A Study to Evaluate the Effectiveness and Safety of IONIS-FB-LRx, an Antisense Inhibitor of Complement Factor B, in Adult Participants With Primary IgA Nephropathy",PHASE2,"Ionis Pharmaceuticals, Inc.",Primary IgA Nephropathy,23,IONIS-FB-LRx,,0.89,3.75,49.54,49.98,Low,Gainer,Clinical Data,
ABBV,2024-08-23,2024-08-23,NCT05227690,A Trial of 10 and 30 mg Doses of CVL-231 (Emraclidine) in Participants With Schizophrenia,PHASE2,AbbVie,Schizophrenia,385,Placebo; Emraclidine 10 mg; Emraclidine 30 mg,,0.6,0.54,186.73,187.85,Low,Gainer,Clinical Data,
NRC,2023-04-21,2023-04-21,NCT02567409,Cisplatin and Gemcitabine Hydrochloride With or Without Berzosertib in Treating Patients With Metastatic Urothelial Cancer,PHASE2,National Cancer Institute (NCI),Metastatic Bladder Urothelial Carcinoma; Metastatic Renal Pelvis and Ureter Urothelial Carcinoma; Metastatic Ureter Urothelial Carcinoma; Stage IV Bladder Urothelial Carcinoma AJCC v7,87,Berzosertib; Cisplatin; Gemcitabine Hydrochloride,303.8,1.1,0.22,40.87,41.32,Low,Gainer,Clinical Data,
GILD,2025-06-17,2025-06-17,NCT04880434,Study of Brexucabtagene Autoleucel (KTE-X19) in Participants With Relapsed/Refractory Mantle Cell Lymphoma (Cohort 3),PHASE2,"Kite, A Gilead Company",Relapsed/Refractory Mantle Cell Lymphoma,95,Fludarabine; Cyclophosphamide; Brexucabtagene autoleucel,,-2.55,-2.55,109.34,106.55,Low,Loser,Clinical Data,
SNY,2024-10-11,2024-10-11,NCT05421598,Dose Ranging Study of Amlitelimab in Adult Participants With Moderate-to-severe Asthma,PHASE2,Sanofi,Asthma,446,Amlitelimab; Placebo,,0.35,0.27,52.45,52.63,Low,Gainer,Clinical Data,
RHHBY,2024-03-21,2024-03-21,NCT03037385,"Phase 1/2 Study of the Highly-selective RET Inhibitor, Pralsetinib (BLU-667), in Participants With Thyroid Cancer, Non-Small Cell Lung Cancer, and Other Advanced Solid Tumors",PHASE1/PHASE2,Hoffmann-La Roche,"RET-altered Non Small Cell Lung Cancer; Medullary Thyroid Cancer; RET-altered Papillary Thyroid Cancer; RET-altered Colon Cancer; RET-altered Solid Tumors; Lung Neoplasm; Carcinoma, Non-Small-Cell Lung; Thyroid Diseases; Thyroid Neoplasm; Thyroid Cancer, Papillary; Carcinoma, Neuroendocrine; Respiratory Tract Neoplasms; Thoracic Neoplasms; Neoplasms by Site; Neoplasms; Lung Diseases; Respiratory Tract Disease; Carcinoma, Bronchogenic; Bronchial Neoplasms; Endocrine System Diseases; Endocrine Gland Neoplasm; Head and Neck Neoplasms; Adenocarcinoma, Papillary; Adenocarcinoma; Carcinoma; Neoplasms, Glandular and Epithelial; Neoplasms by Histologic Type; Neuroendocrine Tumors; Neuroectodermal Tumors; Neoplasms, Germ Cell and Embryonal; Neoplasms, Nerve Tissue; Colonic Neoplasms; Colorectal Neoplasms; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasm; Digestive System Disease; Gastrointestinal Disease; Colonic Diseases; Intestinal Disease",590,pralsetinib (BLU-667),,-3.99,-3.99,31.57,30.31,Low,Loser,Clinical Data,
AZN,2018-02-17,2018-02-20,NCT02527434,Study of Tremelimumab in Patients With Advanced Solid Tumors,PHASE2,AstraZeneca,Urothelial Bladder Cancer; Triple-negative Breast Cancer; Pancreatic Ductal Adenocarcinoma,64,Tremelimumab monotherapy; MEDI4736 monotherapy; MEDI4736 + tremelimumab combination therapy,,-0.85,-0.29,55.73,55.25,Low,Loser,Clinical Data,
RHHBY,2025-09-04,2025-09-04,NCT05251948,An Umbrella Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Gastric or Gastroesophageal Junction Carcinoma,PHASE1/PHASE2,Hoffmann-La Roche,Gastric and Gastroesophageal Junction Carcinoma,40,Atezolizumab; Capecitabine; Oxaliplatin,,1.67,2.28,42.04,42.74,Low,Gainer,Clinical Data,
LLY,2025-01-22,2025-01-22,NCT06124807,A Study of LY3305677 Compared With Placebo in Adult Participants With Obesity or Overweight,PHASE2,Eli Lilly and Company,Obesity; Overweight and Obesity,179,LY3305677; Placebo,,1.57,3.27,735.63,747.15,Low,Gainer,Clinical Data,
CGTX,2024-11-25,2024-11-25,NCT05225415,"Study to Evaluate the Safety, Tolerability and Efficacy of CT1812 in Subjects With Mild to Moderate Dementia With Lewy Bodies",PHASE2,Cognition Therapeutics,Dementia With Lewy Bodies,130,CT1812,96.2,-4.91,-5.37,0.43,0.41,Low,Loser,Clinical Data,
PTGX,2023-02-14,2023-02-14,NCT04057040,Hepcidin Mimetic in Patients With Polycythemia Vera (REVIVE),PHASE2,"Protagonist Therapeutics, Inc.",Polycythemia Vera,70,PTG-300; Placebo,5756.4,-1.37,1.75,16.04,15.82,Low,Loser,Clinical Data,
GLUE,2025-10-01,2025-10-01,NCT04791943,Preoperative Melatonin to Decrease Analgesia Usage After Third Molar Surgery,PHASE2,Montefiore Medical Center,"Pain, Postoperative; Narcotic Use",60,Melatonin 10 MG; Lactose pill,1353.3,1.21,2.97,7.41,7.5,Low,Gainer,Clinical Data,
AVXL,2023-06-01,2023-06-01,NCT04304482,ANAVEX2-73 Study in Pediatric Patients With Rett Syndrome,PHASE2/PHASE3,Anavex Life Sciences Corp.,Rett Syndrome,92,ANAVEX2-73 oral liquid; Placebo oral liquid,410.5,-1.52,-1.08,9.24,9.1,Low,Loser,Clinical Data,
