ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,title,sponsor,conditions,enrollment,interventions,move_2d_pct,price_before,price_after,move_class,price_error,close,volume,abs_move,atr_value,stock_relative_move
CRVS,2026-01-20,Gainer,165.96,21.41,Clinical Data,"Corvus Pharmaceuticals announced positive Phase 1 trial data for soquelitinib in atopic dermatitis (cohort 4), showing 75% of patients achieved EASI 75 compared to 20% in placebo, driving a 166% stock surge on January 20, 2026.",Soquelitinib,NCT06345404,Atopic Dermatitis,Phase 1,False,,,Yes,75% EASI 75 response rate vs 20% placebo,"A Phase 1, Randomized, Blinded, Placebo-controlled, Dose Escalation and Expansion Study to Investigate the Safety, Tolerability, and Preliminary Efficacy of ITK Inhibitor Soquelitinib in Participants With Moderate to Severe Atopic Dermatitis",PHASE1,72.0,Atopic Dermatitis,RECRUITING,"Corvus Pharmaceuticals, Inc.",RANDOMIZED,2025-10,45.2,1.23,28.5,18.0,3.4,72.1,5.5,Buy,0.91,,2026-01-21T14:41:10.890707,True,True,6.23,26.64,High,3.98,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
NKTR,2025-06-24,Gainer,156.29,24.45,Clinical Data,"Nektar Therapeutics announced that its Phase 2b REZOLVE-AD trial of rezpegaldesleukin met primary endpoints with 61% EASI improvement and 42% EASI-75 response rate in atopic dermatitis patients, triggering a 156% stock surge on June 24, 2025.",rezpegaldesleukin (rezpeg),NCT06136741,Atopic Dermatitis,Phase 2/3,False,,,Yes,"61% EASI improvement, 42% EASI-75 response rate","A Phase 2b, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Rezpegaldesleukin in the Treatment of Adult Patients With Moderate-to-Severe Atopic Dermatitis (REZOLVE-AD)",PHASE2,396.0,Moderate to Severe Atopic Dermatitis,ACTIVE_NOT_RECRUITING,Nektar Therapeutics,RANDOMIZED,2025-05-06,512.0,1.23,145.0,8.0,12.4,68.2,5.5,Buy,0.91,,2026-01-21T14:41:17.234443,True,True,16.66,9.38,High,7.32,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
CTMX,2025-05-12,Gainer,129.53,2.13,Clinical Data,"CytomX Therapeutics announced positive interim data from Phase 1 study of CX-2051, a first-in-class EpCAM Antibody Drug Conjugate for advanced colorectal cancer, with Phase 2 study initiation planned for 1H 2026.",CX-2051,NCT06265688,Advanced colorectal cancer,Phase 1,False,,,Unclear,,An Investigational Study of CX-2051 in Participants With Advanced Solid Tumors,PHASE1,124.0,"Solid Tumor, Adult",RECRUITING,CytomX Therapeutics,,2027-11-30,901.4,5.32,143.63,23.0,0.09,0.94,9.0,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:41:25.935788,True,True,12.87,10.06,High,6.51,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
ENTA,2025-09-29,Gainer,91.9,15.16,Clinical Data,"Enanta Pharmaceuticals announced topline results from its Phase 2b RSVHR trial of zelicapavir for RSV in high-risk adults, missing the primary endpoint but showing enough positive results to advance to larger studies, driving a 91.9% stock surge to $15.16.",zelicapavir,NCT06601192,respiratory syncytial virus (RSV) in high-risk adults,Phase 2,False,,,No,,"Phase 1, Randomized, Double-Blind Four-Period Crossover, Thorough QT/QTc Study to Evaluate the Effects of EDP-938 on Cardiac Repolarization in Healthy Adults",PHASE1,72.0,RSV Infection; QTc Interval,COMPLETED,"Enanta Pharmaceuticals, Inc",RANDOMIZED,2025-02-02,401.92,13.85,185.85,157.0,0.09,0.84,20.25,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:42:43.160151,True,True,6.89,13.34,High,3.26,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
KALA,2025-09-29,Loser,-89.27,2.05,Clinical Data,"Kala Bio's KPI-012 failed to meet primary and secondary efficacy endpoints in the Phase 2b CHASE trial for persistent corneal epithelial defect (PCED), leading to immediate program cessation and an 89.3% stock decline on September 29, 2025.",KPI-012,NCT05727878,Persistent corneal epithelial defect (PCED),Phase 2/3,True,Potential for CHASE to serve as a pivotal trial in support of a Biologics License Application (BLA) submission,,No,,A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,30.7,0.41,21.1,7.0,0.03,56.43,,none,0.91,"Missing financials: current_price, cash_position_m",2026-01-21T14:42:49.553754,True,True,10.74,8.31,High,6.8,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
SNSE,2024-10-21,Gainer,88.86,15.6,Clinical Data,"Sensei Biotherapeutics announced Phase 1/2 trial results for solnerstotug showing a favorable safety profile in combination with cemiplimab across 64 patients in the dose expansion cohort, with 41 patients having prior PD-(L)1 resistance.",solnerstotug,NCT05864144,PD-(L)1 resistant tumors,Phase 1/2,False,,,Unclear,Favorable safety profile with no dose-limiting toxicities; 64 patients in expansion cohort,"A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SNS-101 (Anti VISTA) as Monotherapy and in Combination With Cemiplimab in Patients With Advanced Solid Tumors",PHASE1/PHASE2,98.0,"Solid Tumor, Adult; Advanced Solid Tumor; Head and Neck Cancer; Breast Cancer; Colon Cancer; Pancreatic Cancer; Gastric Cancer; Esophageal Cancer; Prostate Cancer; Uterine Cancer; Cervix Cancer; Ovarian Cancer; Kidney Cancer; Bladder Cancer; Thyroid Cancer; Melanoma; Sarcoma; Advanced Cancer; Metastatic Cancer; Refractory Cancer; Non Small Cell Lung Cancer; Merkel Cell Carcinoma",ACTIVE_NOT_RECRUITING,"Sensei Biotherapeutics, Inc.",NON_RANDOMIZED,2027-06,11.47,9.09,25.04,13.0,0.03,0.04,,none,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:42:54.758387,True,True,11.95,7.44,High,4.95,VeryHigh,High,High,,,,,,,,,,,,,,,,High
RZLT,2025-12-11,Loser,-87.2,1.4,Clinical Data,"Rezolute announced that its Phase 3 sunRIZE study of ersodetug failed to meet its primary endpoint, with a 45% reduction in self-monitored hypoglycemia events in the 10-mg/kg dose cohort not statistically significant compared to 40% improvement in placebo, causing an 87.2% stock price decline.",Ersodetug,NCT06881992,Congenital Hyperinsulinism,Phase 3,True,The company had secured alignment with the FDA on registrational requirements for submitting an approval application for the therapy prior to the trial failure.,,No,"45% reduction in self-monitored hypoglycemia events (10-mg/kg dose) vs 40% in placebo, not statistically significant","A Phase 3, Single-Arm, Open-label, Pivotal Study to Evaluate the Efficacy and Safety of Ersodetug Compared to Baseline in Patients With Inadequately Controlled Hypoglycemia Due to Tumor Hyperinsulinism (Tumor HI)",PHASE3,16.0,Tumor Hyperinsulinism (Tumor HI),RECRUITING,Rezolute,,2027-09,356.07,3.84,132.94,20.0,0.31,1.06,4.75,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:43:11.586864,True,True,6.69,13.03,High,2.55,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
FDMT,2024-02-05,Gainer,84.62,32.29,Clinical Data,"4D Molecular Therapeutics announced positive interim Phase 2 clinical trial data for 4D-150 in wet AMD patients with severe disease activity, showing 89% reduction in standard-of-care injections and nearly two-thirds of patients injection-free over 24 weeks.[1]",4D-150,NCT05930561,wet age-related macular degeneration (wet AMD),Phase 2,False,,,Unclear,,"A Phase 2 Randomized, Active-Controlled, Double-masked Trial of Intravitreal 4D-150 Gene Therapy in Adults With Diabetic Macular Edema (SPECTRA)",PHASE2,72.0,Diabetic Macular Edema; Diabetic Retinopathy,ACTIVE_NOT_RECRUITING,4D Molecular Therapeutics,NON_RANDOMIZED,2029-02-28,285.4,12.45,142.7,18.0,15.2,68.4,18.5,Buy,0.91,Event older than 730 days: 2024-02-05; Event older than 730 days: 2024-02-05; Event older than 730 days: 2024-02-05; Event older than 730 days: 2024-02-05,2026-01-21T14:43:21.781050,True,False,6.42,13.18,High,3.27,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
SAVA,2024-11-25,Loser,-83.76,4.3,Clinical Data,"Cassava Sciences' simufilam failed to meet primary endpoints in Phase III Alzheimer's disease trials (ReThink-ALZ and ReFocus-ALZ), causing an 83.78% stock price decline on November 25, 2024.",simufilam,NCT06390410,Alzheimer's disease,Phase 3,True,"Lead pipeline drug, only investigational product in active clinical development",,No,,A Pharmacokinetic Study of Simufilam in Subjects With Impaired Hepatic Function,PHASE1,27.0,Hepatic Insufficiency,COMPLETED,"Cassava Sciences, Inc.",NON_RANDOMIZED,2024-12-07,100.96,2.09,106.08,15.0,0.15,0.28,8.0,none,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:43:41.839696,True,True,11.34,7.39,High,5.39,VeryHigh,High,High,,,,,,,,,,,,,,,,High
MGNX,2024-05-10,Loser,-77.44,3.31,Clinical Data,"MacroGenics disclosed on May 10, 2024, that 5 patients in the Phase 2 TAMARACK study of vobra duo for metastatic castration-resistant prostate cancer had died, raising serious safety concerns and causing the stock to crash 77%.",vobra duo,NCT05362773,metastatic castration-resistant prostate cancer (mCRPC),Phase 2,False,,,,,"A Phase 1, First-in-Human, Dose Escalation Study of MGD024, a CD123 x CD3 Bispecific DART Molecule, in Patients With Select Relapsed or Refractory Hematologic Malignancies",PHASE1,130.0,"Leukemia, Acute Myeloid; Myelodysplastic Syndromes; Classical Hodgkin Lymphoma; Leukemia, B-cell; Leukemia, Hairy Cell; Mastocytosis, Aggressive Systemic; Blastic Plasmacytoid Dendritic Cell Neoplasm; Chronic Myeloid Leukemia",RECRUITING,MacroGenics,,2026-11,152.83,2.46,200.36,,,,,,0.91,,2026-01-21T14:44:45.524027,True,True,7.54,10.27,High,3.26,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
QURE,2024-07-09,Gainer,76.46,6.67,Clinical Data,"uniQure announced updated interim data from phase I/II studies of AMT-130 for Huntington's disease, showing statistically significant 80% slowing of disease progression with high dose and 30% with low dose (cUHDRS at 24 months) versus control in 29 patients.",AMT-130,NCT04120493,Huntington's disease,Phase 1/2,False,,,Unclear,"80% slowing (high dose), 30% slowing (low dose) vs control by cUHDRS at 24 months","A Phase 1/2, Randomized, Double-Blind, Sham Control and Open-Label Study to Explore Safety, Tolerability, and Efficacy Signals of Multiple Doses of Striatally-Administered rAAV5-miHTT Total Huntingtin Gene (HTT) Lowering Therapy (AMT-130) in Early Manifest Huntington's Disease",PHASE1/PHASE2,43.0,Huntington's Disease,ACTIVE_NOT_RECRUITING,UniQure Biopharma B.V.,NON_RANDOMIZED,2029-06,128.5,4.85,264.3,18.0,12.4,74.2,12.5,Buy,0.91,,2026-01-21T14:44:53.428390,True,True,6.14,12.45,High,2.49,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
KROS,2024-12-12,Loser,-73.15,18.43,Clinical Data,"Keros Therapeutics halted dosing in the 3.0 mg/kg and 4.5 mg/kg treatment arms of its Phase 2 TROPOS trial of cibotercept for pulmonary arterial hypertension on December 12, 2024, after identifying unexpected adverse events including pericardial effusion (fluid buildup around the heart), causing the stock to lose 73% of its value.",cibotercept (KER-012),NCT05975905,Pulmonary Arterial Hypertension (PAH),Phase 2,False,,,,,"A Randomized, Phase 2, Double-blind, Placebo-controlled Study to Investigate the Safety and Efficacy of KER-012 in Combination With Background Therapy in Adult Participants With Pulmonary Arterial Hypertension (TROPOS Study)",PHASE2,113.0,Pulmonary Arterial Hypertension,COMPLETED,"Keros Therapeutics, Inc.",RANDOMIZED,2025-03-05,505.13,16.58,693.47,,0.14,0.96,23.0,buy,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:45:28.783821,True,True,5.35,13.67,High,3.62,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
ANRO,2024-10-23,Loser,-69.99,4.36,Clinical Data,"Alto Neuroscience's ALTO-100 failed to meet its primary endpoint in a Phase 2 study for major depressive disorder, showing no significant improvement in depressive symptoms compared to placebo in patients with a memory-based cognitive biomarker, causing a 64% pre-market stock decline on January 22, 2026.",ALTO-100,NCT06656416,Major Depressive Disorder (MDD),Phase 2,False,,,No,Did not show significant improvement in depressive symptoms compared to placebo,"A Randomized, Double-Blind, Placebo-Controlled Study Followed by Open-Label Treatment of ALTO-100 in Adults With Bipolar Disorder Currently Experiencing a Major Depressive Episode",PHASE2,200.0,Bipolar Disorder I or II With a Major Depressive Episode,RECRUITING,Alto Neuroscience,RANDOMIZED,2026-08,452.3,12.45,128.7,18.0,7.2,68.4,18.5,Buy,0.91,,2026-01-21T17:33:31.030297,True,True,5.82,12.03,High,3.71,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
IVVD,2025-02-05,Gainer,68.8,2.11,Clinical Data,"Invivyd announced positive Phase 1/2 clinical data on February 3, 2025, which drove the stock surge on February 5, 2025.",,NCT05791318,,Phase 1/2,False,,,Unclear,,"A Phase 1, Randomized, Triple-Blind, Placebo-Controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of the Monoclonal Antibody VYD222 in Healthy Adult Participants",PHASE1,30.0,COVID-19,COMPLETED,"Invivyd, Inc.",RANDOMIZED,2024-05-08,439.9,1.56,84.97,12.0,0.1,0.82,10.0,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T17:33:36.227859,True,True,9.61,7.16,High,16.16,VeryHigh,High,High,,,,,,,,,,,,,,,,High
VERA,2025-06-02,Gainer,67.49,31.74,Clinical Data,"Vera Therapeutics' stock surged 67.5% to close at $31.74 on June 2, 2025, following positive clinical trial results, though specific efficacy data is not detailed in available search results.",,NCT00624468,,,False,,,Unclear,,"A Two-arm, Randomized, Double-blind, Placebo-controlled, Multicenter Phase II Study to Evaluate Safety and Tolerability and to Explore the Neuroprotective Effect of Atacicept as Assessed by Optical Coherence Tomography (OCT) in Subjects With Optic Neuritis (ON) as Clinically Isolated Syndrome (CIS) Over a 36-week Treatment Course",PHASE2,34.0,Optic Neuritis,TERMINATED,EMD Serono,RANDOMIZED,2009-09,1860.0,29.22,497.39,28.0,0.13,1.11,61.5,Buy,0.73,Missing financials: cash_position_m,2026-01-21T14:46:05.530952,True,True,5.08,13.29,High,3.09,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
VSTM,2024-05-24,Loser,-66.17,4.12,Clinical Data,"Verastem announced a rolling FDA submission for avutometinib plus defactinib in recurrent low-grade serous ovarian cancer (LGSOC), but the response rate in the RAMP 201 trial declined from an initially reported 45% to 27% overall (37% in KRAS mutant patients), and the addressable population was narrowed to only KRAS-mutated patients, causing a 66% stock decline.",avutometinib plus defactinib,NCT05669482,Recurrent low-grade serous ovarian cancer (LGSOC),Phase 2,True,rolling submission of the NDA to the FDA for accelerated approval,,No,27% overall response rate (45% previously reported in December 2023); 37% in KRAS mutant patients; 15% in patients with no KRAS mutation,A Phase 1b/2a Study of Gemcitabine and Nab-paclitaxel in Combination With Avutometinib (VS-6766) and Defactinib in Patients With Previously Untreated Metastatic Adenocarcinoma of the Pancreas,PHASE1/PHASE2,40.0,KRAS Activating Mutation; Metastatic Cancer; Pancreas Cancer; Neoplasms Pancreatic; Malignant Neoplasm of Pancreas,ACTIVE_NOT_RECRUITING,"Verastem, Inc.",NON_RANDOMIZED,2026-08-31,427.44,5.67,137.71,12.0,0.24,0.99,16.57,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:46:11.941343,True,True,6.73,9.83,High,3.29,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
FULC,2024-09-12,Loser,-61.13,3.44,Clinical Data,"Fulcrum Therapeutics' losmapimod failed to meet the primary endpoint in the Phase 3 REACH study for facioscapulohumeral muscular dystrophy (FSHD), showing only a 0.013 improvement in RSA compared to 0.010 in placebo at week 48, causing a 61.1% stock decline on September 12, 2024.",losmapimod,NCT04264442,Facioscapulohumeral muscular dystrophy (FSHD),Phase 3,True,"The REACH study was the Phase 3 trial evaluating losmapimod for FSHD treatment, representing the pivotal efficacy study for this indication.",,No,0.013 improvement in RSA (losmapimod) vs 0.010 improvement in RWS (placebo) at week 48,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, 48-Week, Parallel-Group Study of the Efficacy and Safety of Losmapimod in Treating Subjects With Facioscapulohumeral Muscular Dystrophy (FSHD) With Open-Label Extension (OLE)",PHASE2,76.0,Facioscapulohumeral Muscular Dystrophy (FSHD),TERMINATED,Fulcrum Therapeutics,,2024-11-07,701.26,10.63,200.64,40.0,0.08,0.88,19.1,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:47:04.186193,True,True,7.44,8.22,High,3.39,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
VIR,2025-01-08,Gainer,58.17,12.48,Clinical Data,"Vir Biotechnology presented encouraging Phase 1 data on January 8, 2025 for two dual-masked T-cell engagers: VIR-5818 showing 50% tumor shrinkage in HER2-positive solid tumors and VIR-5500 showing 58% PSA50 response rate in metastatic castration-resistant prostate cancer, driving a 58% stock price increase.",VIR-5818 and VIR-5500,NCT05356741,HER2-positive solid tumors and metastatic castration-resistant prostate cancer (mCRPC),Phase 1,False,,https://investors.vir.bio/news/news-details/2025/Vir-Biotechnology-Announces-Encouraging-Safety-and-Efficacy-Data-in-Ongoing-Dose-Escalation-Trials-for-Dual-Masked-T-Cell-Engagers-VIR-5818-in-Solid-Tumors-and-VIR-5500-in-mCRPC/default.aspx,Yes,VIR-5818: 50% (10/20) of participants at doses ≥400 µg/kg experienced tumor shrinkage; VIR-5500: 58% (7/12) PSA50 response rate with only 25% CRS (none grade 3),"A Phase 1, Multicenter, Open-Label, First-in-Human Study of the Safety and Pharmacokinetics of VIR-5818 Alone and in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic HER2-Expressing Cancers",PHASE1/PHASE2,645.0,Locally Advanced or Metastatic HER2-Expressing Cancers,RECRUITING,"Vir Biotechnology, Inc.",NON_RANDOMIZED,2027-08-16,844.0,6.06,506.51,13.0,0.14,0.8,17.08,strong_buy,1.0,Missing financials: cash_position_m,2026-01-21T14:47:56.505341,True,True,4.64,12.54,High,2.22,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
SMMT,2024-09-09,Gainer,55.99,19.14,Clinical Data,"Summit Therapeutics announced Phase 3 trial results on September 8, 2024, showing ivonescimab achieved 11.4 months progression-free survival compared to 5.82 months for Keytruda, representing a 5.3-month improvement and 49% reduction in disease progression or death risk in advanced non-small cell lung cancer.",ivonescimab,NCT07229417,Advanced non-small cell lung cancer (PD-L1-positive),Phase 3,True,First drug to improve over the incumbent Keytruda materially in a randomized late-stage clinical trial,,Yes,11.4 months PFS vs 5.82 months for Keytruda; 49% reduction in disease progression or death risk,IvoLoC Trial: A Phase II Trial Evaluating the Efficacy of Ivonescimab in Metastatic Endocrine Refractory HR-positive HER2-negative or Triple Negative Invasive Lobular Carcinoma,PHASE2,29.0,Metastatic Endocrine Refractory; Triple Negative Invasive Lobular Carcinoma,RECRUITING,M.D. Anderson Cancer Center,,2027-09-30,2850.0,12.45,182.0,18.0,22.5,78.3,28.5,Strong Buy,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:48:35.602335,True,True,8.07,6.94,High,2.99,VeryHigh,High,High,,,,,,,,,,,,,,,,High
JANX,2025-12-02,Loser,-53.34,15.86,Clinical Data,"Janux Therapeutics reported Phase 1a/1b interim results for JANX007 on December 1, 2025, showing a 30% response rate among 27 evaluable patients (down from 50% in prior data), radiographic progression-free survival of 7.9-8.9 months, and deep PSA declines, triggering a 48-50% stock decline as analysts expressed concerns about durability and efficacy compared to competitor Pluvicto.",JANX007,NCT05519449,Metastatic castration-resistant prostate cancer (mCRPC),Phase 1,False,,,Unclear,30% response rate (27 evaluable patients); 7.9-8.9 months radiographic progression-free survival; deep PSA declines,"A Phase 1, Open-Label, Multicenter Study of JANX007 in Subjects With Metastatic Castration-Resistant Prostate Cancer",PHASE1,272.0,Prostate Cancer; Metastatic Castration-resistant Prostate Cancer; Castration Resistant Prostatic Cancer,RECRUITING,Janux Therapeutics,NON_RANDOMIZED,2027-07,1425.0,8.45,372.0,18.0,12.3,78.5,15.2,Buy,0.91,,2026-01-21T14:48:52.106529,True,True,5.96,8.95,High,3.45,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
ALT,2025-06-26,Loser,-53.18,3.61,Clinical Data,"Altimmune announced topline results from its IMPACT Phase 2b trial of pemvidutide for MASH treatment on June 26, 2025, which met the primary endpoint of MASH resolution but failed to achieve statistical significance in the secondary fibrosis reduction endpoint, citing higher-than-expected placebo response.",Pemvidutide,NCT06987513,Metabolic dysfunction-associated steatohepatitis (MASH),Phase 2/3,True,The trial was referred to as the IMPACT Phase 2b trial with potential for accelerated approval conditional on Phase 3 outcomes,,No,Failed to achieve statistical significance in fibrosis reduction endpoint; higher-than-expected placebo response cited,"RECLAIM STUDY: A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of Pemvidutide in the Treatment of Alcohol Use Disorder (AUD) in Subjects With Obesity or Overweight",PHASE2,100.0,Alcohol Use Disorder (AUD),ACTIVE_NOT_RECRUITING,"Altimmune, Inc.",RANDOMIZED,2026-05,567.3,4.53,210.78,38.0,0.19,0.49,17.67,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:48:57.857806,True,True,7.67,6.93,High,3.14,VeryHigh,High,High,,,,,,,,,,,,,,,,High
TNGX,2025-05-19,Gainer,52.67,2.29,Clinical Data,"Tango Therapeutics announced initiation of TNG462-C102, a Phase 1/2 study evaluating TNG462 in combination with RMC-6236 or RMC-9805 in patients with MTAP loss and RAS mutant metastatic pancreatic adenocarcinoma or non-small cell lung cancer, with study start date of May 31, 2025.",TNG462,NCT06922591,Pancreatic adenocarcinoma (PDAC) and non-small cell lung cancer (NSCLC) with MTAP loss and RAS mutation,Phase 1/2,False,,,,,,,,,,,,,245.3,3.87,68.4,12.0,4.2,28.7,11.5,Buy,0.73,,2026-01-21T17:33:49.852217,True,True,12.1,4.35,High,6.06,VeryHigh,Medium,High,,,,,,,,,,,,,,,,High
RLAY,2024-09-09,Gainer,52.4,9.51,Clinical Data,"Relay Therapeutics announced positive interim data from the Phase 1/2 ReDiscover trial of RLY-2608 in combination with Faslodex, showing 45% ORR and 64% clinical benefit rate in heavily pretreated PI3Kα-mutated, HR+/HER2- metastatic breast cancer patients.",RLY-2608,NCT06982521,"PI3Kα-mutated, HR+/HER2- metastatic breast cancer",Phase 1/2,False,,,,,"A Phase 3 Open-Label Randomized Study Assessing the Efficacy and Safety of RLY-2608 + Fulvestrant Versus Capivasertib + Fulvestrant as Treatment for PIK3CA-mutant Hormone Receptor Positive, Human Epidermal Growth Factor Receptor 2 Negative (HR+/HER2-) Locally Advanced or Metastatic Breast Cancer Following Recurrence or Progression On or After Treatment With a CDK4/6 Inhibitor",PHASE3,540.0,PIK3CA Mutation; HER2- Negative Breast Cancer; Hormone Receptor Positive Tumor; Breast Cancer; Metastatic Breast Cancer; Advanced Breast Cancer,RECRUITING,"Relay Therapeutics, Inc.",RANDOMIZED,2028-04-30,1547.77,8.93,596.43,28.0,0.17,1.02,14.7,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:49:21.304608,True,True,7.47,7.01,High,3.07,VeryHigh,High,High,,,,,,,,,,,,,,,,High
IMRX,2025-06-18,Gainer,52.2,2.77,Clinical Data,"Immuneering reported that atebimetinib in combination with modified gemcitabine/nab-paclitaxel achieved 64% overall survival at 12 months in first-line pancreatic cancer patients, compared to 35% with standard of care treatment.",atebimetinib,NCT05585320,First-line pancreatic cancer,Phase 2,False,The company is now looking to start dosing the first patient in the pivotal late-stage trial in mid-2026.,,Yes,64% overall survival at 12 months vs 35% standard of care,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:49:26.493276,True,True,9.18,5.69,High,5.39,VeryHigh,High,High,,,,,,,,,,,,,,,,High
QURE,2024-07-10,Gainer,51.72,10.12,Clinical Data,"uniQure announced interim Phase I/II clinical trial data for AMT-130 showing 80% slowing of disease progression in high-dose patients and 30% in low-dose patients at 24 months, with an 11% mean reduction in CSF NfL biomarker.",AMT-130,NCT04120493,Huntington's disease,Phase 1/2,False,,,Yes,"80% slowing in high-dose group, 30% slowing in low-dose group, 11% mean reduction in CSF NfL","A Phase 1/2, Randomized, Double-Blind, Sham Control and Open-Label Study to Explore Safety, Tolerability, and Efficacy Signals of Multiple Doses of Striatally-Administered rAAV5-miHTT Total Huntingtin Gene (HTT) Lowering Therapy (AMT-130) in Early Manifest Huntington's Disease",PHASE1/PHASE2,43.0,Huntington's Disease,ACTIVE_NOT_RECRUITING,UniQure Biopharma B.V.,NON_RANDOMIZED,2029-06,128.5,4.85,264.3,18.0,12.4,74.2,12.5,Buy,0.91,,2026-01-21T14:49:31.257908,True,True,5.81,8.9,High,2.43,VeryHigh,Extreme,High,,,,,,,,,,,,,,,,High
CTMX,2024-05-09,Loser,-51.31,2.04,Clinical Data,"CytomX Therapeutics announced disappointing Phase 1a clinical trial results for CX-904 on May 9, 2024, showing measurable tumor reduction in only 8 of 35 enrolled patients, causing the stock to drop 43%.",CX-904,NCT05387265,cancer,Phase 1,False,,,No,8/35 patients with measurable tumor reduction,"A Phase 1/1b, Open-label, Dose-finding, First-in-human Study to Evaluate the Safety and Antitumor Activity of CX-904, an EGFR-targeted T-cell Engager in Advanced Solid Tumors (CTMX-904-101)",PHASE1,83.0,Solid Tumors,TERMINATED,CytomX Therapeutics,,2025-06-04,901.4,5.32,143.63,23.0,0.09,0.94,9.0,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:49:35.879453,True,True,13.52,3.8,High,13.78,VeryHigh,Medium,High,,,,,,,,,,,,,,,,High
