ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,title,sponsor,conditions,enrollment,interventions,move_2d_pct,price_before,price_after,move_class,price_error,close,volume,abs_move,atr_value,stock_relative_move
BMY,2024-01-25,Loser,-1.25,,Clinical Data,,,NCT02913313,,PHASE1/PHASE2,,,,,,Phase 1/2a First-In-Human Study of BMS-986207 Monoclonal Antibody Alone and in Combination With Nivolumab or With Nivolumab and Ipilimumab in Advanced Solid Tumors,PHASE1/PHASE2,101.0,Broad Solid Tumor,COMPLETED,Bristol-Myers Squibb,NON_RANDOMIZED,2024-01-25,127014.9,62.37,10673.0,,1.56,82.9,62.16,hold,,,,False,,1.86,0.67,,0.7,VeryLow,Noise,Low,2024-01-25,A Study of BMS-986207 Given Alone and in Combination With Nivolumab or With Nivolumab and Ipilimumab in Advanced Solid Tumors,Bristol-Myers Squibb,Broad Solid Tumor,101.0,BMS-986207; Nivolumab; Ipilimumab,-1.07,45.55,44.98,Low,,,,,,Low
ANNX,2023-03-28,Loser,-0.26,,Clinical Data,,,NCT04656561,,PHASE2,,,,,,"A Phase 2, Multicenter, Randomized, Parallel-Group, Double-Masked, 4-Arm, Sham-Controlled Study of the Efficacy, Safety, and Tolerability of ANX007 Administered by Intravitreal Injection in Patients With Geographic Atrophy (GA) Secondary to Age-Related Macular Degeneration (AMD) - The ARCHER Study",PHASE2,270.0,Geographic Atrophy,COMPLETED,"Annexon, Inc.",RANDOMIZED,2023-03-28,834.7,5.6,188.7,12.0,12.69,103.0,14.33333,strong_buy,,,,False,,8.84,0.03,,3.74,VeryLow,Noise,Low,2023-03-28,A Study Investigating the Efficacy and Safety of Intravitreal Injections of ANX007 in Patients With Geographic Atrophy,"Annexon, Inc.",Geographic Atrophy,270.0,ANX007; Sham comparator,2.58,3.88,3.87,Low,,,,,,Low
BMY,2025-11-12,Gainer,0.74,,Clinical Data,,,NCT05136677,,PHASE2,,,,,,"A Phase II, Randomized, Open-label Trial of Nivolumab in Combination With Ipilimumab Versus Pemetrexed With Cisplatin or Carboplatin as First-line Therapy for Unresectable Pleural Mesothelioma in Chinese Participants",PHASE2,102.0,"Mesothelioma, Malignant",COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2025-11-12,127014.9,62.37,10673.0,,1.56,82.9,62.16,hold,,,,False,,2.2,0.34,,1.08,VeryLow,Noise,Low,2025-11-12,A Study to Evaluate Nivolumab in Combination With Ipilimumab Versus Pemetrexed With Cisplatin or Carboplatin for Unresectable Pleural Mesothelioma in Chinese Participants,Bristol-Myers Squibb,"Mesothelioma, Malignant",102.0,Nivolumab; Ipilimumab; Pemetrexed,-0.18,48.15,48.51,Low,,,,,,Low
NRC,2019-11-13,Gainer,0.26,,Clinical Data,,,NCT03031483,,PHASE2,,,,,,A Phase II Trial Addressing Feasibility and Activity of Clarithromycin + Lenalidomide Combination: a Full Oral Treatment for Patients With Relapsed/Refractory Extranodal Marginal Zone Lymphoma,PHASE2,44.0,Mucosa Associated Lymphoid Tissue (MALT) Lymphoma,COMPLETED,International Extranodal Lymphoma Study Group (IELSG),,2019-11-13,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,3.0,0.09,,1.09,VeryLow,Noise,Low,2019-11-13,Clarithromycin + Lenalidomide Combination: a Full Oral Treatment for Patients With Relapsed/Refractory Extranodal Marginal Zone Lymphoma,International Extranodal Lymphoma Study Group (IELSG),Mucosa Associated Lymphoid Tissue (MALT) Lymphoma,44.0,clarithromycin and lenalidomide,0.11,53.97,54.11,Low,,,,,,Low
PFE,2023-11-20,Gainer,0.2,,Clinical Data,,,NCT05192200,,PHASE2,,,,,,"AN OPEN LABEL, LONG-TERM EXTENSION STUDY TO INVESTIGATE THE SAFETY OF PF-06823859 ADMINISTERED TO ADULT PARTICIPANTS ≥18 AND ≤80 WITH ACTIVE DERMATOMYOSITIS.",PHASE2,24.0,Dermatomyositis,COMPLETED,Pfizer,,2023-11-20,157209.8,27.65,14986.0,,2.58,67.7,28.42577,hold,,Missing: opcf,,False,,2.4,0.08,,1.26,VeryLow,Noise,Low,2023-11-20,An Extension Study for Participants Who Have Completed the Treatment Period of a Qualifying Parent Study,Pfizer,Dermatomyositis,24.0,Anti-Beta Interferon (PF-06823859),1.27,25.86,25.91,Low,,,,,,Low
ABBV,2024-05-21,Loser,-0.99,,Clinical Data,,,NCT04244175,,PHASE2,,,,,,"A Randomized, Double-blind, Placebo-controlled, Parallel Group, Multicenter Trial of CVL-865 as Adjunctive Therapy in Adults With Drug-Resistant Focal Onset Seizures (REALIZE Trial)",PHASE2,154.0,Seizures,COMPLETED,AbbVie,RANDOMIZED,2024-05-21,410356.6,232.08,5257.0,,1.29,76.4,248.68967,buy,,,,False,,1.59,0.62,,0.92,VeryLow,Noise,Low,2024-05-21,A Trial of the Efficacy and Safety of CVL-865 as Adjunctive Therapy in the Treatment of Focal Onset Seizures,AbbVie,Seizures,154.0,Placebo; CVL-865,-3.01,155.06,153.52,Low,,,,,,Low
SNY,2018-12-21,Loser,-2.06,,Clinical Data,,,NCT01084252,,PHASE1/PHASE2,,,,,,"A Phase I/2 Dose Escalation Safety, Pharmacokinetic and Efficacy Study of Multiple Intravenous Administrations of a Humanized Monoclonal Antibody (SAR650984) Against CD38 in Patients With Selected CD38+ Hematological Malignancies",PHASE1/PHASE2,351.0,Hematological Malignancy,COMPLETED,Sanofi,RANDOMIZED,2018-12-21,117517.7,48.66,7674.0,,0.37,9.3,57.67778,buy,,,,False,,2.02,1.02,,0.96,VeryLow,Noise,Low,2018-12-21,Phase 1/2 Dose Escalation and Efficacy Study of Anti-CD38 Monoclonal Antibody in Patients With Selected CD38+ Hematological Malignancies,Sanofi,Hematological Malignancy,351.0,Isatuximab SAR650984; Dexamethasone; Dexamethasone,-4.0,32.83,32.15,Low,,,,,,Low
SNY,2023-04-05,Gainer,1.16,,Clinical Data,,,NCT03194867,,PHASE1/PHASE2,,,,,,"A Phase 1/2 Study to Evaluate Safety, Pharmacokinetics and Efficacy of Isatuximab in Combination With Cemiplimab in Patients With Relapsed/Refractory Multiple Myeloma",PHASE1/PHASE2,109.0,Plasma Cell Myeloma,COMPLETED,Sanofi,RANDOMIZED,2023-04-05,117517.7,48.66,7674.0,,0.37,9.3,57.67778,buy,,,,False,,1.75,0.66,,1.11,VeryLow,Noise,Low,2023-04-05,Isatuximab in Combination With Cemiplimab in Relapsed/Refractory Multiple Myeloma (RRMM) Patients,Sanofi,Plasma Cell Myeloma,109.0,Isatuximab SAR650984; Cemiplimab REGN2810,3.17,47.99,48.55,Low,,,,,,Low
NRC,2023-08-25,Gainer,0.59,,Clinical Data,,,NCT04629443,,PHASE1/PHASE2,,,,,,"Phase I/II, International, Multicentre, Open-label, Non-randomised, Non-comparative, Study Evaluating the Safety, Tolerability and Clinical Activity of Intravenously Administered S64315, a Selective Mcl-1 Inhibitor, in Combination With Azacitidine in Patients With Acute Myeloid Leukaemia (AML)",PHASE1/PHASE2,17.0,Acute Myeloid Leukaemia,COMPLETED,Institut de Recherches Internationales Servier,,2023-08-25,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,1.83,0.32,,0.92,VeryLow,Noise,Low,2023-08-25,Phase I/II Trial of S64315 Plus Azacitidine in Acute Myeloid Leukaemia,Institut de Recherches Internationales Servier,Acute Myeloid Leukaemia,17.0,S 64315 (also referred as MIK665) and azacitidine,-0.59,38.96,39.19,Low,,,,,,Low
RCUS,2024-08-30,Loser,-1.21,,Clinical Data,,,NCT04381832,,PHASE1/PHASE2,,,,,,"A Phase 1b/2, Open-Label, Randomized Platform Study Evaluating the Efficacy and Safety of AB928-Based Treatment Combinations in Patients With Metastatic Castrate Resistant Prostate Cancer",PHASE1/PHASE2,173.0,"Prostatic Neoplasms, Castration-Resistant; Androgen-Resistant Prostatic Neoplasms; Castration Resistant Prostatic Neoplasms; Prostatic Cancer, Castration-Resistant",COMPLETED,"Arcus Biosciences, Inc.",RANDOMIZED,2024-08-30,2520.4,20.37,981.0,24.0,10.37,74.2,32.4,strong_buy,,,,False,,6.12,0.2,,4.22,VeryLow,Noise,Low,2024-08-30,Adenosine Receptor Antagonist Combination Therapy for Metastatic Castrate Resistant Prostate Cancer,"Arcus Biosciences, Inc.","Prostatic Neoplasms, Castration-Resistant; Androgen-Resistant Prostatic Neoplasms; Castration Resistant Prostatic Neoplasms; Prostatic Cancer, Castration-Resistant",173.0,Etrumadenant; Zimberelimab; Quemliclustat,-4.39,17.33,17.12,Low,,,,,,Low
REGN,2024-05-27,Loser,-1.2,,Clinical Data,,,NCT05618808,,PHASE2,,,,,,"A Phase 2, Multicenter, Randomized, Open-Label, Active-Control Study of REGN9933, a Factor XI Monoclonal Antibody, for Prevention of Venous Thromboembolism After Elective, Unilateral, Total Knee Arthroplasty",PHASE2,373.0,Venous Thromboembolism,COMPLETED,Regeneron Pharmaceuticals,RANDOMIZED,2024-05-27,82638.0,781.67,8605.2,,2.05,90.9,869.96155,buy,,,,False,,1.52,0.79,,1.02,VeryLow,Noise,Low,2024-05-28,A Trial to Learn How Well REGN9933 Works for Preventing Blood Clots After Knee Replacement Surgery in Adult Participants,Regeneron Pharmaceuticals,Venous Thromboembolism,373.0,REGN9933; Enoxaparin; Apixiban,-1.88,978.41,966.63,Low,,,,,,Low
FOLD,2024-08-22,Loser,-3.23,,Clinical Data,,,NCT02675465,,PHASE1/PHASE2,,,,,,"An Open-Label, Fixed-Sequence, Ascending-Dose, First-in-Human Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of Intravenous Infusions of ATB200 Co-Administered With Oral AT2221 in Adult Subjects With Pompe Disease",PHASE1/PHASE2,29.0,Pompe Disease,COMPLETED,Amicus Therapeutics,NON_RANDOMIZED,2024-08-22,4507.9,14.37,293.5,,5.66,104.1,14.5,hold,,,,False,,3.9,0.83,,2.03,VeryLow,Noise,Low,2024-08-22,"First-In-Human Study to Evaluate Safety, Tolerability, and PK of Intravenous ATB200 Alone and When Co-Administered With Oral AT2221",Amicus Therapeutics,Pompe Disease,29.0,ATB200; AT2221,-2.73,12.09,11.7,Low,,,,,,Low
BNTX,2024-03-26,Loser,-1.4,,Clinical Data,,,NCT05472038,,PHASE2/PHASE3,,,,,,"AN INTERVENTIONAL, RANDOMIZED, ACTIVE-CONTROLLED, PHASE 1/2/3 STUDY TO INVESTIGATE THE SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF BNT162b RNA-BASED VACCINE CANDIDATES IN COVID-19 VACCINE-EXPERIENCED HEALTHY INDIVIDUALS",PHASE2/PHASE3,1453.0,SARS-CoV-2 Infection; COVID-19,COMPLETED,BioNTech SE,RANDOMIZED,2024-03-26,27660.1,110.23,14527.6,550.0,4.59,20.2,139.75931,buy,,,,False,,3.31,0.42,,1.57,VeryLow,Noise,Low,2024-03-26,A Study to Learn About New COVID-19 RNA Vaccine Candidates in COVID-19 Vaccine-Experienced Healthy Individuals,BioNTech SE,SARS-CoV-2 Infection; COVID-19,1453.0,BNT162b5 Bivalent (WT/OMI BA.2); BNT162b2 Bivalent (WT/OMI BA.1); BNT162b2 Bivalent (WT/OMI BA.4/BA.5),-0.03,93.0,91.7,Low,,,,,,Low
NRC,2025-11-13,Gainer,0.71,,Clinical Data,,,NCT03366155,,PHASE2,,,,,,A Single-Arm Phase II Study of Hepatic Artery Infusion Pump Chemotherapy With Floxuridine and Dexamethasone in Combination With Systemic Chemotherapy for Patients With Colorectal Cancer Metastatic to the Liver,PHASE2,24.0,Colorectal Cancer; Liver Metastases; Colorectal Adenocarcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Carcinoma,COMPLETED,National Cancer Institute (NCI),,2025-11-13,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,5.32,0.13,,2.55,VeryLow,Noise,Low,2025-11-13,Hepatic Artery Infusion Pump Chemotherapy With Floxuridine and Dexamethasone in Combination With Systemic Chemotherapy for Patients With Colorectal Cancer Metastatic to the Liver,National Cancer Institute (NCI),Colorectal Cancer; Liver Metastases; Colorectal Adenocarcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Carcinoma,24.0,Codman 3000 constant flow pump catheter; Panitumumab; FUDR-Dex,-1.3,15.3,15.41,Low,,,,,,Low
MRK,2024-06-21,Gainer,0.81,,Clinical Data,,,NCT04624243,,PHASE2,,,,,,"A Phase 2B Randomized, Double-Blind, Placebo- and Active-Controlled Trial of the Efficacy and Safety of MK-8189 in Participants Experiencing an Acute Episode of Schizophrenia",PHASE2,499.0,Schizophrenia,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2024-06-21,306131.6,123.82,14565.0,,1.26,81.3,127.17857,buy,,,,False,,1.73,0.47,,0.78,VeryLow,Noise,Low,2024-06-21,Efficacy and Safety of MK-8189 in Participants With an Acute Episode of Schizophrenia (MK-8189-008),Merck Sharp & Dohme LLC,Schizophrenia,499.0,MK-8189; Risperidone; Placebo to MK-8189,2.54,123.16,124.15,Low,,,,,,Low
MBX,2025-05-23,Loser,-2.88,,Clinical Data,,,NCT06465108,,PHASE2,,,,,,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Phase 2 Trial to Evaluate the Safety, Pharmacokinetics, and Efficacy of MBX 2109 in Patients With Hypoparathyroidism (Avail Study)",PHASE2,64.0,Hypoparathyroidism,COMPLETED,MBX Biosciences,RANDOMIZED,2025-05-23,1461.6,32.55,391.7,60.0,7.84,107.4,61.1,buy,,,,False,,10.31,0.28,,4.31,VeryLow,Noise,Low,2025-05-23,"Safety, Pharmacokinetics and Efficacy of MBX 2109 in Patients With Hypoparathyroidism",MBX Biosciences,Hypoparathyroidism,64.0,MBX 2109; Placebo,0.72,12.51,12.15,Low,,,,,,Low
NRC,2023-03-31,Gainer,1.99,,Clinical Data,,,NCT03526250,,PHASE2,,,,,,NCI-COG Pediatric MATCH (Molecular Analysis for Therapy Choice) - Phase 2 Subprotocol of Palbociclib in Patients With Tumors Harboring Activating Alterations in Cell Cycle Genes,PHASE2,23.0,Advanced Malignant Solid Neoplasm; Recurrent Childhood Ependymoma; Recurrent Ewing Sarcoma; Recurrent Glioma; Recurrent Hepatoblastoma; Recurrent Kidney Wilms Tumor; Recurrent Langerhans Cell Histiocytosis; Recurrent Malignant Germ Cell Tumor; Recurrent Malignant Glioma; Recurrent Medulloblastoma; Recurrent Neuroblastoma; Recurrent Non-Hodgkin Lymphoma; Recurrent Osteosarcoma; Recurrent Peripheral Primitive Neuroectodermal Tumor; Recurrent Rhabdoid Tumor; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Refractory Ependymoma; Refractory Ewing Sarcoma; Refractory Glioma; Refractory Hepatoblastoma; Refractory Langerhans Cell Histiocytosis; Refractory Malignant Germ Cell Tumor; Refractory Malignant Glioma; Refractory Medulloblastoma; Refractory Neuroblastoma; Refractory Non-Hodgkin Lymphoma; Refractory Osteosarcoma; Refractory Peripheral Primitive Neuroectodermal Tumor; Refractory Rhabdoid Tumor; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma,COMPLETED,National Cancer Institute (NCI),,2023-03-31,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,3.58,0.56,,1.5,VeryLow,Noise,Low,2023-03-31,"Palbociclib in Treating Patients With Relapsed or Refractory Rb Positive Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With Activating Alterations in Cell Cycle Genes (A Pediatric MATCH Treatment Trial)",National Cancer Institute (NCI),Advanced Malignant Solid Neoplasm; Recurrent Childhood Ependymoma; Recurrent Ewing Sarcoma; Recurrent Glioma; Recurrent Hepatoblastoma; Recurrent Kidney Wilms Tumor; Recurrent Langerhans Cell Histiocytosis; Recurrent Malignant Germ Cell Tumor; Recurrent Malignant Glioma; Recurrent Medulloblastoma; Recurrent Neuroblastoma; Recurrent Non-Hodgkin Lymphoma; Recurrent Osteosarcoma; Recurrent Peripheral Primitive Neuroectodermal Tumor; Recurrent Rhabdoid Tumor; Recurrent Rhabdomyosarcoma; Recurrent Soft Tissue Sarcoma; Refractory Ependymoma; Refractory Ewing Sarcoma; Refractory Glioma; Refractory Hepatoblastoma; Refractory Langerhans Cell Histiocytosis; Refractory Malignant Germ Cell Tumor; Refractory Malignant Glioma; Refractory Medulloblastoma; Refractory Neuroblastoma; Refractory Non-Hodgkin Lymphoma; Refractory Osteosarcoma; Refractory Peripheral Primitive Neuroectodermal Tumor; Refractory Rhabdoid Tumor; Refractory Rhabdomyosarcoma; Refractory Soft Tissue Sarcoma,23.0,Laboratory Biomarker Analysis; Palbociclib; Pharmacological Study,4.74,39.22,40.0,Low,,,,,,Low
AARD,2023-02-03,Loser,,,Clinical Data,,,NCT05215847,,PHASE2,,,,,,"A Phase 2 Open Label Study to Evaluate the Safety, Tolerability, and Efficacy of ARD-101 in Subjects At Least One Year After Bariatric Surgery",PHASE2,12.0,Bariatric Surgery; Obesity; Weight Gain,COMPLETED,"Aardvark Therapeutics, Inc.",,2023-02-03,271.9,12.49,126.3,33.0,13.24,59.2,32.18182,strong_buy,,,,False,,,,,,,,,,Study to Evaluate ARD-101 in Adults Receiving Bariatric Surgery,"Aardvark Therapeutics, Inc.",Bariatric Surgery; Obesity; Weight Gain,12.0,ARD-101,,,,Unknown,Insufficient price data,,,,,
SAGE,2024-05-02,Loser,,,Clinical Data,,,NCT05173012,,PHASE2,,,,,,"A Phase 2, Double-Blind, Randomized, Placebo-Controlled, Dose-Response Study of SAGE-324 for the Treatment of Essential Tremor",PHASE2,146.0,Essential Tremor,COMPLETED,Sage Therapeutics,RANDOMIZED,2024-05-02,,,,,,,,,,No data for SAGE,,False,,,,,,,,,,Study to Evaluate SAGE-324 in Participants With Essential Tremor,Sage Therapeutics,Essential Tremor,146.0,SAGE-324; SAGE-324 Matched Placebo,,,,Unknown,Insufficient price data,,,,,
NRC,2023-12-13,Loser,-0.43,,Clinical Data,,,NCT03300557,,PHASE2,,,,,,Pilot Study of Daily Exemestane in Women With Complex Atypical Hyperplasia of the Endometrium/Endometrial Intraepithelial Neoplasia or Low Grade Endometrial Cancer,PHASE2,40.0,Atypical Hyperplasia; Endometrial Atypical Hyperplasia/Endometrioid Intraepithelial Neoplasia; Endometrial Carcinoma; FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma; FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma,COMPLETED,National Cancer Institute (NCI),,2023-12-13,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,1.16,0.37,,0.5,VeryLow,Noise,Low,2023-12-13,Exemestane in Treating Patients With Complex Atypical Hyperplasia of the Endometrium/Endometrial Intraepithelial Neoplasia or Low Grade Endometrial Cancer,National Cancer Institute (NCI),Atypical Hyperplasia; Endometrial Atypical Hyperplasia/Endometrioid Intraepithelial Neoplasia; Endometrial Carcinoma; FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma; FIGO Grade 2 Endometrial Endometrioid Adenocarcinoma,40.0,Exemestane; Laboratory Biomarker Analysis; Pharmacokinetic Study,-1.88,39.21,39.04,Low,,,,,,Low
RHHBY,2025-12-26,Loser,-0.06,,Clinical Data,,,NCT05661578,,PHASE2,,,,,,"A Phase II, Single-Arm, Open-Label Study Evaluating the Safety and Pharmacokinetics of the Intravenous Fixed-Dose Combination (IV FDC) of Tiragolumab and Atezolizumab in Participants With Locally Advanced, Recurrent or Metastatic Solid Tumors",PHASE2,64.0,PD-L1-selected Solid Tumors,COMPLETED,Hoffmann-La Roche,,2025-12-26,383554.9,59.55,15486.0,,,0.8,57.43333,hold,,,,False,,1.85,0.03,,1.28,VeryLow,Noise,Low,2025-12-26,"A Study to Evaluate the Safety and Pharmacokinetics of the Intravenous Fixed-Dose Combination (IV FDC) of Tiragolumab and Atezolizumab in Participants With Locally Advanced, Recurrent or Metastatic Solid Tumors",Hoffmann-La Roche,PD-L1-selected Solid Tumors,64.0,Tiragolumab and Atezolizumab IV FDC,-1.39,52.53,52.5,Low,,,,,,Low
MRK,2022-09-16,Gainer,1.12,,Clinical Data,,,NCT04447755,,PHASE2,,,,,,"An Open-Label, Multicenter Phase 2 Basket Study to Evaluate the Antitumor Activity and Safety of Lenvatinib in Children, Adolescents, and Young Adults With Relapsed or Refractory Solid Malignancies",PHASE2,127.0,Relapsed or Refractory Solid Tumors,COMPLETED,Merck Sharp & Dohme LLC,NON_RANDOMIZED,2022-09-16,306131.6,123.82,14565.0,,1.26,81.3,127.17857,buy,,,,False,,1.87,0.6,,0.97,VeryLow,Noise,Low,2022-09-16,A Study of Lenvatinib (MK-7902) in Pediatric Participants With Relapsed or Refractory Solid Malignancies (MK-7902-013/E7080),Merck Sharp & Dohme LLC,Relapsed or Refractory Solid Tumors,127.0,Lenvatinib,-0.13,78.65,79.53,Low,,,,,,Low
ABVX,2023-02-23,Loser,,,Clinical Data,,,NCT04023396,,PHASE2,,,,,,"A Phase 2b, Open-label, Efficacy and Safety Study of ABX464 as Maintenance Therapy in Patients With Moderate to Severe Ulcerative Colitis",PHASE2,217.0,Ulcerative Colitis,COMPLETED,Abivax S.A.,,2023-02-23,9589.9,121.28,589.7,41.0,4.74,84.2,155.2,strong_buy,,,,False,,,,,,,,,,Efficacy and Safety Study of ABX464 as Maintenance Therapy in Patients With Moderate to Severe Ulcerative Colitis,Abivax S.A.,Ulcerative Colitis,217.0,ABX464,,,,Unknown,Insufficient price data,,,,,
NRC,2023-11-22,Loser,-0.24,,Clinical Data,,,NCT05289037,,PHASE2,,,,,,Phase 2 Clinical Trial to Optimize Immune Coverage of SARS-CoV-2 Existing and Emerging Variants,PHASE2,1270.0,COVID-19,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),RANDOMIZED,2023-11-22,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,3.02,0.08,,1.01,VeryLow,Noise,Low,2023-11-22,COVID-19 Variant Immunologic Landscape Trial (COVAIL Trial),National Institute of Allergy and Infectious Diseases (NIAID),COVID-19,1270.0,AS03; BNT162b2; BNT162b2 (B.1.1.529),-0.72,39.53,39.44,Low,,,,,,Low
NRC,2023-12-31,Gainer,4.15,,Clinical Data,,,NCT03641404,,PHASE1/PHASE2,,,,,,Pilot Study to Investigate the Efficacy of Ergothioneine to Delay Cognitive Decline in Mild Cognitively Impaired Subjects,PHASE1/PHASE2,19.0,Mild Cognitive Impairment,COMPLETED,"National University Hospital, Singapore",RANDOMIZED,2023-12-31,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,2.17,1.91,,0.75,VeryLow,Low,Low,2024-01-02,Investigating the Efficacy of Ergothioneine to Delay Cognitive Decline (Pilot),"National University Hospital, Singapore",Mild Cognitive Impairment,19.0,L-ergothioneine; Placebo,3.69,37.49,39.05,Low,,,,,,Low
OGN,2025-05-28,Gainer,0.11,,Clinical Data,,,NCT05560646,,PHASE2,,,,,,"A Phase 2a/b, Randomized, Double-blind, Placebo-controlled, Parallel Group, Multicenter, Clinical Study to Evaluate the Efficacy and Safety of OG-6219 in 3 Dose Levels, in Women 18 to 49 Years of Age With Moderate to Severe Endometriosis-related Pain",PHASE2,354.0,Endometriosis,COMPLETED,Organon and Co,RANDOMIZED,2025-05-28,1897.7,7.29,574.0,,8.99,77.9,9.0,hold,,,,False,,6.4,0.02,,4.63,VeryLow,Noise,Low,2025-05-28,A Study to Investigate Efficacy and Safety of OG-6219 BID in 3 Dose Levels Compared With Placebo in Participants Aged 18 to 49 With Moderate to Severe Endometriosis-related Pain,Organon and Co,Endometriosis,354.0,OG-6219; Placebo,4.38,9.07,9.08,Low,,,,,,Low
GILD,2020-05-11,Gainer,4.27,,Clinical Data,,,NCT01854775,,PHASE2/PHASE3,,,,,,"A Phase 2/3, Open-Label Study of the Pharmacokinetics, Safety, and Antiviral Activity of the Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (E/C/F/TAF) Single Tablet Regimen (STR) in HIV-1 Infected Antiretroviral Treatment-Naive Adolescents and Virologically Suppressed Children",PHASE2/PHASE3,129.0,Acquired Immune Deficiency Syndrome (AIDS); HIV Infections,COMPLETED,Gilead Sciences,NON_RANDOMIZED,2020-05-11,184909.6,148.95,9613.0,,1.76,92.5,156.59259,buy,,,,False,,4.73,0.9,,2.85,VeryLow,Noise,Low,2020-05-11,"Study to Evaluate the Pharmacokinetics, Safety, and Antiviral Activity of the Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (E/C/F/TAF) Single Tablet Regimen (STR) in HIV-1 Infected Antiretroviral Treatment-Naive Adolescents and Virologically Suppressed Children",Gilead Sciences,Acquired Immune Deficiency Syndrome (AIDS); HIV Infections,129.0,E/C/F/TAF; E/C/F/TAF (Low Dose),0.59,62.03,64.68,Low,,,,,,Low
NRC,2023-10-19,Gainer,1.89,,Clinical Data,,,NCT02761057,,PHASE2,,,,,,"A Randomized, Phase II Efficacy Assessment of Multiple MET Kinase Inhibitors (Cabozantinib [NSC #761968], Crizotinib [NSC #749005], Savolitinib [NSC #785348], and Sunitinib [NSC #736511]) in Metastatic Papillary Renal Carcinoma (PAPMET)",PHASE2,152.0,Locally Advanced Papillary Renal Cell Carcinoma; Metastatic Papillary Renal Cell Carcinoma; Stage III Renal Cell Cancer AJCC v7; Stage IV Renal Cell Cancer AJCC v7; Type 1 Papillary Renal Cell Carcinoma; Type 2 Papillary Renal Cell Carcinoma; Unresectable Renal Cell Carcinoma,COMPLETED,National Cancer Institute (NCI),RANDOMIZED,2023-10-19,303.8,13.41,4.1,,16.98,48.4,,none,,,,False,,2.69,0.7,,1.11,VeryLow,Noise,Low,2023-10-19,"Testing Cabozantinib, Crizotinib, Savolitinib and Sunitinib in Kidney Cancer Which Has Progressed",National Cancer Institute (NCI),Locally Advanced Papillary Renal Cell Carcinoma; Metastatic Papillary Renal Cell Carcinoma; Stage III Renal Cell Cancer AJCC v7; Stage IV Renal Cell Cancer AJCC v7; Type 1 Papillary Renal Cell Carcinoma; Type 2 Papillary Renal Cell Carcinoma; Unresectable Renal Cell Carcinoma,152.0,Biospecimen Collection; Bone Scan; Cabozantinib S-malate,0.33,39.97,40.73,Low,,,,,,Low
SNY,2023-01-19,Gainer,0.57,,Clinical Data,,,NCT02741128,,PHASE2,,,,,,Safety and Immunogenicity of a Tetravalent Dengue Vaccine in HIV-Positive Adults Aged 18 to 50 Years in Brazil,PHASE2,133.0,Dengue Fever; Dengue Hemorrhagic Fever; Human Immunodeficiency Virus,COMPLETED,"Sanofi Pasteur, a Sanofi Company",RANDOMIZED,2023-01-19,117517.7,48.66,7674.0,,0.37,9.3,57.67778,buy,,,,False,,1.58,0.36,,0.89,VeryLow,Noise,Low,2023-01-19,Safety and Immunogenicity of a Tetravalent Dengue Vaccine in HIV-Positive Adults,"Sanofi Pasteur, a Sanofi Company",Dengue Fever; Dengue Hemorrhagic Fever; Human Immunodeficiency Virus,133.0,CYD Dengue Vaccine; Placebo (NaCl 0.9%) vaccine group,-0.16,43.52,43.77,Low,,,,,,Low
