ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move
VTYX,2025-06-02,1002.3,20.0,2.04,4440200,9.08,2.2,Gainer,,20.0
LXEO,2025-05-16,524.0,20.0,3.24,1741100,19.25,1.04,Gainer,,20.0
MIRA,2024-05-21,53.2,20.0,1.02,562900,10.1,1.98,Gainer,,20.0
DNTH,2025-09-08,2385.5,20.0,31.8,5974200,6.44,3.11,Gainer,,20.0
NKTX,2025-04-22,191.8,20.0,2.22,1783100,7.46,2.68,Gainer,,20.0
GRCE,2024-12-04,66.4,20.0,4.08,179400,7.02,2.85,Gainer,,20.0
XBIT,2025-11-11,68.9,20.0,2.94,2123500,6.36,3.15,Gainer,,20.0
KZIA,2024-02-21,95.8,-20.0,16.0,410742,18.3,1.09,Loser,,20.0
IXHL,2025-05-20,50.6,20.0,7.2,7295313,61.73,0.32,Gainer,,20.0
ELTX,2024-01-26,224.2,20.0,4.62,120400,19.06,1.05,Gainer,,20.0
CNTB,2023-03-20,138.1,20.0,1.32,14823800,12.18,1.64,Gainer,,20.0
CNTN,2023-02-21,200.4,-20.0,465.0,1754,26.06,0.77,Loser,,20.0
GNLX,2025-07-08,133.3,20.0,3.48,410100,6.79,2.95,Gainer,,20.0
SRZN,2023-01-26,238.3,20.0,10.8,31353,10.92,1.83,Gainer,,20.0
BYSI,2023-01-10,55.5,20.0,2.28,1062800,,,Gainer,,20.0
ELDN,2023-05-31,208.6,20.0,2.1,796700,11.66,1.72,Gainer,,20.0
MBOT,2023-12-29,161.9,-20.0,1.64,4499400,10.15,1.97,Loser,,20.0
PALI,2023-01-05,264.1,-20.0,48.6,92133,,,Loser,,20.0
MASI,2023-07-18,9418.7,-20.0,117.73,7133800,5.91,3.38,Loser,,20.0
ALMS,2025-03-28,3702.1,20.0,5.64,1629100,14.2,1.41,Gainer,,20.0
AKBA,2023-08-28,347.6,20.0,1.38,4170800,9.54,2.1,Gainer,,20.0
PRLD,2025-12-29,173.5,20.0,2.94,1558200,7.84,2.55,Gainer,,20.0
IMDX,2023-03-15,172.4,-20.0,4.0,112400,22.71,0.88,Loser,,20.0
NGNE,2024-03-19,363.9,20.0,45.06,377100,6.83,2.93,Gainer,,20.0
SABS,2025-09-17,195.2,20.0,2.58,1895700,5.46,3.66,Gainer,,20.0
AVTX,2023-12-18,324.0,-20.0,11.52,95203,29.91,0.67,Loser,,20.0
VRCA,2025-05-15,87.5,20.0,6.42,50610,9.22,2.17,Gainer,,20.0
GYRE,2023-08-24,793.8,-20.0,7.8,64247,12.91,1.55,Loser,,20.0
TNXP,2023-01-05,178.6,20.0,12000.0,607,,,Gainer,,20.0
CNTB,2025-07-30,138.1,20.0,2.1,283100,17.76,1.13,Gainer,,20.0
VSTM,2023-04-05,430.8,20.0,5.04,157167,8.84,2.26,Gainer,,20.0
SABS,2023-09-29,195.2,20.0,6.3,2780,11.28,1.77,Gainer,,20.0
HRTX,2023-04-06,218.2,20.0,2.28,6337300,9.93,2.01,Gainer,,20.0
INMD,2023-10-12,871.2,-19.97,22.4,16356900,7.81,2.56,Loser,,19.97
ENGN,2025-10-09,677.2,19.97,8.89,1991300,7.99,2.5,Gainer,,19.97
GLTO,2025-12-05,1781.9,19.97,27.46,132200,10.58,1.89,Gainer,,19.97
EBS,2024-06-05,434.8,19.96,6.67,3027600,8.86,2.25,Gainer,,19.96
GYRE,2025-03-19,793.8,19.95,10.28,543800,13.17,1.52,Gainer,,19.95
IRD,2023-01-26,286.9,-19.95,3.01,919500,8.45,2.36,Loser,,19.95
VSTM,2025-06-02,430.8,-19.95,6.02,10489900,14.99,1.33,Loser,,19.95
SIGA,2025-11-07,463.3,-19.95,6.54,1008700,5.77,3.46,Loser,,19.95
TYRA,2023-03-10,1777.8,-19.95,12.08,65900,14.01,1.42,Loser,,19.95
GLSI,2024-03-07,384.0,19.93,16.49,158800,9.41,2.12,Gainer,,19.93
SPRB,2024-12-11,58.8,-19.93,2418.75,938,10.93,1.82,Loser,,19.93
CRDF,2024-03-04,130.7,19.93,3.49,12883800,7.31,2.73,Gainer,,19.93
VSTM,2025-08-08,430.8,19.93,6.74,3891100,7.77,2.57,Gainer,,19.93
APLS,2023-08-11,2679.3,19.92,32.39,15928000,10.48,1.9,Gainer,,19.92
EQ,2024-03-07,110.8,19.91,2.71,311400,17.11,1.16,Gainer,,19.91
MOLN,2024-01-03,187.8,19.9,5.0,39500,5.21,3.82,Gainer,,19.9
PEPG,2025-03-11,427.6,19.9,2.5,1011800,27.95,0.71,Gainer,,19.9
ARTV,2025-04-15,142.9,19.9,2.35,252100,24.15,0.82,Gainer,,19.9
BGM,2024-07-09,222.7,19.9,4.76,51500,16.99,1.17,Gainer,,19.9
IMMX,2024-02-05,427.3,-19.89,3.02,547700,19.19,1.04,Loser,,19.89
ELMD,2025-08-27,197.7,19.89,24.77,295300,4.33,4.59,Gainer,,19.89
CRDF,2024-12-13,130.7,19.88,3.92,3728500,9.89,2.01,Gainer,,19.88
PMN,2023-04-27,50.6,19.88,203.5,412,4.62,4.3,Gainer,,19.88
HRTX,2025-02-27,218.2,19.88,2.05,11203600,6.31,3.15,Gainer,,19.88
QTTB,2025-07-11,56.1,-19.88,2.66,4025400,11.51,1.73,Loser,,19.88
RCUS,2024-02-22,2520.4,19.87,19.67,3513400,5.17,3.84,Gainer,,19.87
PROK,2024-06-11,673.9,-19.87,2.42,2158000,22.41,0.89,Loser,,19.87
SANA,2025-01-22,1121.4,19.86,3.5,14329600,25.3,0.79,Gainer,,19.86
SLNO,2023-04-13,2098.5,19.86,3.5,242500,7.84,2.53,Gainer,,19.86
RANI,2025-02-12,168.0,19.86,1.69,1537700,7.41,2.68,Gainer,,19.86
ONMD,2024-10-24,52.2,19.86,0.84,181600,9.97,1.99,Gainer,,19.86
TCRX,2025-06-03,60.2,19.86,1.75,1182700,7.31,2.72,Gainer,,19.86
ATAI,2024-01-02,1318.5,19.86,1.69,3089300,7.63,2.6,Gainer,,19.86
LGND,2024-02-27,3903.1,19.86,89.2,796900,3.95,5.03,Gainer,,19.86
LXEO,2025-05-01,524.0,19.85,4.71,1337800,11.19,1.77,Gainer,,19.85
KALA,2023-01-06,346.3,-19.85,29.39,1740700,,,Loser,,19.85
TLSA,2024-08-14,184.5,-19.85,1.09,558100,17.3,1.15,Loser,,19.85
ALMS,2025-05-02,3702.1,19.84,4.59,906700,12.98,1.53,Gainer,,19.84
KPTI,2024-02-01,172.6,19.84,13.5,110827,10.06,1.97,Gainer,,19.84
RLMD,2024-12-30,334.4,19.84,0.46,3339500,10.24,1.94,Gainer,,19.84
CABA,2024-11-15,319.6,-19.84,3.03,3850300,12.7,1.56,Loser,,19.84
GLTO,2023-01-04,1781.9,19.83,36.25,1268,,,Gainer,,19.83
DWTX,2025-12-23,91.4,-19.83,3.88,233700,13.88,1.43,Loser,,19.83
VANI,2025-09-17,99.9,19.83,1.45,1363800,6.92,2.87,Gainer,,19.83
IBIO,2025-12-12,97.4,-19.83,1.94,8096400,21.5,0.92,Loser,,19.83
CTMX,2025-05-05,909.9,19.83,0.96,4507600,8.35,2.37,Gainer,,19.83
MCRB,2024-07-08,79.1,19.83,19.46,509345,7.93,2.5,Gainer,,19.83
ORMP,2025-02-11,136.1,19.82,2.42,6571300,5.14,3.86,Gainer,,19.82
ANIX,2024-03-15,99.5,19.81,3.69,344000,6.43,3.08,Gainer,,19.81
ZVRA,2025-08-13,502.7,-19.81,9.43,6997500,7.45,2.66,Loser,,19.81
ONMD,2025-06-16,52.2,19.81,0.39,702100,12.44,1.59,Gainer,,19.81
GLUE,2023-10-17,1353.3,-19.8,4.01,3410200,12.08,1.64,Loser,,19.8
GLSI,2025-12-29,384.0,19.8,24.78,4258000,10.44,1.9,Gainer,,19.8
NRXS,2025-05-21,63.9,-19.8,3.2,3200800,17.97,1.1,Loser,,19.8
ALMS,2024-11-19,3702.1,19.79,10.35,200100,10.11,1.96,Gainer,,19.79
SAVA,2024-08-15,110.1,19.79,28.39,3769100,20.73,0.95,Gainer,,19.79
FDMT,2023-04-27,551.9,-19.79,16.5,2500900,12.46,1.59,Loser,,19.79
TNXP,2025-03-19,178.6,-19.78,16.47,1904400,16.35,1.21,Loser,,19.78
INKT,2025-01-29,51.4,19.78,6.6,139300,21.06,0.94,Gainer,,19.78
MXCT,2023-05-11,86.5,-19.78,3.73,1668000,7.29,2.71,Loser,,19.78
ARMP,2023-11-15,391.7,-19.78,2.15,36700,16.05,1.23,Loser,,19.78
ANL,2024-11-11,290.0,-19.77,2.84,79600,12.64,1.56,Loser,,19.77
NRIX,2023-11-14,1642.4,19.77,6.3,1226100,9.73,2.03,Gainer,,19.77
AARD,2025-06-23,271.9,19.77,13.33,87800,8.79,2.25,Gainer,,19.77
BNTC,2024-07-02,373.4,19.77,8.7,58600,7.7,2.57,Gainer,,19.77
ACET,2025-10-06,69.6,19.76,16.0,104375,5.59,3.53,Gainer,,19.76
LYEL,2023-11-02,509.9,19.76,40.0,73680,7.32,2.7,Gainer,,19.76
KRRO,2025-04-22,114.2,19.76,16.33,232900,12.81,1.54,Gainer,,19.76
NBTX,2023-05-08,1502.0,-19.76,5.36,2040500,16.11,1.23,Loser,,19.76
ABSI,2023-12-27,412.0,19.75,4.79,3308700,9.66,2.05,Gainer,,19.75
PRTC,2025-04-11,405.3,19.75,16.16,10600,9.23,2.14,Gainer,,19.75
ALT,2023-12-11,539.7,-19.75,5.2,22073600,19.95,0.99,Loser,,19.75
CBIO,2023-02-16,368.1,19.74,182.0,84160,26.37,0.75,Gainer,,19.74
GALT,2025-03-31,192.1,-19.74,1.22,441200,13.47,1.47,Loser,,19.74
FDMT,2024-09-19,551.9,-19.74,13.5,3361200,8.31,2.38,Loser,,19.74
SYRE,2025-10-09,3378.0,19.74,21.17,2800100,5.78,3.42,Gainer,,19.74
GNLX,2024-11-15,133.3,-19.73,2.36,360100,13.2,1.49,Loser,,19.73
PBYI,2025-02-28,287.2,19.73,3.58,2112800,5.03,3.92,Gainer,,19.73
PROK,2023-10-20,673.9,-19.73,1.77,712000,26.67,0.74,Loser,,19.73
DSGN,2024-11-14,594.7,-19.73,6.02,314700,9.68,2.04,Loser,,19.73
ANIX,2025-09-15,99.5,19.73,3.52,586700,4.14,4.77,Gainer,,19.73
ELTX,2025-08-18,224.2,19.72,11.78,916800,7.32,2.69,Gainer,,19.72
CGTX,2023-06-29,96.2,-19.72,1.75,319800,20.63,0.96,Loser,,19.72
NTLA,2025-10-08,1596.1,19.72,24.47,17105000,7.09,2.78,Gainer,,19.72
NRXP,2023-08-24,55.1,19.72,3.4,1840740,11.47,1.72,Gainer,,19.72
IVVD,2023-05-23,476.6,19.72,1.7,452200,10.12,1.95,Gainer,,19.72
GERN,2023-04-19,1072.4,19.71,2.49,19992900,5.11,3.86,Gainer,,19.71
AKBA,2024-10-22,347.6,19.71,1.64,6096600,3.58,5.5,Gainer,,19.71
IBRX,2024-02-26,9633.0,19.71,4.19,10418900,12.47,1.58,Gainer,,19.71
ZBIO,2025-12-15,1414.4,-19.71,32.59,558800,9.71,2.03,Loser,,19.71
ZBIO,2025-05-06,1414.4,-19.71,9.02,311900,12.16,1.62,Loser,,19.71
OVID,2025-10-02,116.1,19.71,1.64,3050300,11.05,1.78,Gainer,,19.71
MAIA,2023-10-25,83.7,-19.7,1.63,639000,23.52,0.84,Loser,,19.7
TSHA,2024-02-29,1240.9,19.7,3.16,5968200,9.7,2.03,Gainer,,19.7
RIGL,2024-09-24,630.6,19.69,16.35,503500,4.42,4.46,Gainer,,19.69
BDTX,2025-01-13,140.7,19.69,2.31,11759600,7.72,2.55,Gainer,,19.69
QTRX,2025-01-10,306.0,-19.69,9.42,2617100,8.32,2.37,Loser,,19.69
CNTB,2024-09-03,138.1,-19.69,1.28,41100,10.39,1.89,Loser,,19.69
PMVP,2023-10-13,90.5,-19.68,2.0,6125200,36.36,0.54,Loser,,19.68
ABOS,2025-10-09,190.2,19.68,2.25,1486700,8.76,2.25,Gainer,,19.68
NBP,2024-10-02,378.2,19.67,1.46,1907000,6.39,3.08,Gainer,,19.67
LYEL,2024-08-19,509.9,19.67,29.2,41415,10.42,1.89,Gainer,,19.67
ADAG,2023-10-10,139.5,-19.67,1.47,53700,13.46,1.46,Loser,,19.67
OM,2025-01-03,63.9,19.66,21.0,76273,9.82,2.0,Gainer,,19.66
VERA,2025-02-14,2895.6,-19.66,27.46,6404300,8.91,2.21,Loser,,19.66
GANX,2024-08-14,100.4,19.66,1.12,593700,8.71,2.26,Gainer,,19.66
VIR,2024-06-05,1264.6,19.66,12.66,3486400,5.91,3.33,Gainer,,19.66
SLGL,2025-09-04,255.4,19.66,28.0,51500,11.52,1.71,Gainer,,19.66
EOLS,2024-01-17,278.7,19.65,12.48,4081500,4.43,4.44,Gainer,,19.65
AQST,2025-05-13,488.0,-19.65,2.29,9336500,8.51,2.31,Loser,,19.65
SGMO,2024-07-25,160.7,19.64,0.67,44198400,13.97,1.41,Gainer,,19.64
ELTX,2025-04-01,224.2,-19.64,4.95,144800,11.76,1.67,Loser,,19.64
IPSC,2024-07-16,202.8,19.64,3.29,387000,7.75,2.53,Gainer,,19.64
TMDX,2025-05-09,4964.2,19.64,111.5,4544000,5.35,3.67,Gainer,,19.64
GYRE,2023-09-01,793.8,-19.64,6.75,77540,19.21,1.02,Loser,,19.64
KZIA,2023-12-01,95.8,-19.64,22.5,4042,20.32,0.97,Loser,,19.64
LEGN,2023-04-19,3509.1,19.64,62.5,9146800,4.73,4.15,Gainer,,19.64
SIGA,2024-08-15,463.3,-19.63,8.71,16650800,12.87,1.52,Loser,,19.63
EBS,2024-07-30,434.8,-19.63,11.87,4342600,11.28,1.74,Loser,,19.63
MENS,2025-10-28,162.7,-19.62,40.19,302100,16.3,1.2,Loser,,19.62
RCKT,2025-05-06,542.2,-19.62,6.31,5901700,9.41,2.08,Loser,,19.62
PVLA,2023-08-23,1598.2,19.62,35.12,122291,8.04,2.44,Gainer,,19.62
PTCT,2023-05-24,5474.9,-19.62,46.95,5831800,6.34,3.09,Loser,,19.62
CGEN,2023-08-23,170.4,19.61,1.22,4824300,6.56,2.99,Gainer,,19.61
NERV,2023-10-31,285.6,19.6,4.82,31800,11.01,1.78,Gainer,,19.6
OKYO,2023-08-31,87.8,-19.6,2.01,380900,18.93,1.04,Loser,,19.6
MIST,2023-11-13,145.6,-19.59,2.34,509300,11.07,1.77,Loser,,19.59
HURA,2025-04-02,94.3,19.59,3.48,212300,14.21,1.38,Gainer,,19.59
GLTO,2025-03-26,1781.9,-19.59,3.94,201800,18.68,1.05,Loser,,19.59
GRFS,2024-02-29,7507.9,-19.59,7.39,22198400,6.85,2.86,Loser,,19.59
OGI,2023-07-14,193.6,-19.59,1.56,1615300,9.34,2.1,Loser,,19.59
BLTE,2023-06-26,7139.0,19.59,13.37,59000,9.92,1.97,Gainer,,19.59
TGTX,2024-08-06,4777.1,19.58,20.58,10042000,6.57,2.98,Gainer,,19.58
AGL,2024-11-25,244.3,19.58,2.26,7017000,12.34,1.59,Gainer,,19.58
OKYO,2024-02-09,87.8,19.58,1.71,5750300,8.21,2.39,Gainer,,19.58
APLS,2023-07-31,2679.3,-19.58,25.75,21426100,25.88,0.76,Loser,,19.58
KOD,2025-07-24,1636.1,19.57,8.25,1760100,8.0,2.45,Gainer,,19.57
ALXO,2024-12-19,276.8,-19.57,1.48,2717700,15.23,1.28,Loser,,19.57
EBS,2024-11-07,434.8,19.57,11.0,5624300,8.2,2.39,Gainer,,19.57
CNTN,2025-09-08,200.4,-19.57,2.96,1395400,54.62,0.36,Loser,,19.57
ADCT,2023-01-10,507.9,19.56,4.34,2442400,,,Gainer,,19.56
PYXS,2024-03-22,91.5,-19.56,3.99,1062200,17.03,1.15,Loser,,19.56
NVAX,2025-04-10,1647.7,-19.56,5.43,22502300,11.69,1.67,Loser,,19.56
ENTX,2025-01-03,63.7,19.56,2.69,2994400,6.88,2.84,Gainer,,19.56
MENS,2025-11-17,162.7,-19.56,30.72,185000,17.88,1.09,Loser,,19.56
STTK,2025-09-16,248.1,19.55,2.14,552900,10.7,1.83,Gainer,,19.55
ATAI,2023-03-29,1318.5,19.55,1.59,3141200,7.26,2.69,Gainer,,19.55
STTK,2024-06-17,248.1,-19.55,4.98,688700,9.87,1.98,Loser,,19.55
NRIX,2023-10-30,1642.4,19.55,5.26,1032800,9.63,2.03,Gainer,,19.55
BHVN,2025-05-15,1528.6,-19.53,15.82,7707500,12.69,1.54,Loser,,19.53
SRPT,2025-07-17,1756.2,19.53,21.97,19730500,6.06,3.22,Gainer,,19.53
PMN,2023-07-25,50.6,-19.53,86.5,4756,28.03,0.7,Loser,,19.53
GRCE,2024-09-25,66.4,19.53,3.06,161300,5.95,3.28,Gainer,,19.53
PROK,2025-06-25,673.9,19.53,0.77,3075300,17.92,1.09,Gainer,,19.53
TVTX,2023-02-21,2665.4,19.53,21.3,8915300,7.36,2.65,Gainer,,19.53
COYA,2023-10-06,103.8,19.53,4.04,93200,7.84,2.49,Gainer,,19.53
SABS,2025-10-20,195.2,19.52,3.0,871600,8.3,2.35,Gainer,,19.52
ACAD,2024-08-07,4155.1,-19.52,15.17,7113900,6.06,3.22,Loser,,19.52
NVAX,2025-04-23,1647.7,19.52,7.47,14735300,10.01,1.95,Gainer,,19.52
SGMO,2025-03-31,160.7,-19.51,0.66,13652900,13.96,1.4,Loser,,19.51
OLMA,2023-09-05,1939.9,19.51,12.68,1212400,7.0,2.79,Gainer,,19.51
CNTB,2024-06-07,138.1,19.51,1.96,119700,10.38,1.88,Gainer,,19.51
CORT,2025-04-01,3797.6,-19.51,91.93,7317600,9.0,2.17,Loser,,19.51
VRCA,2024-05-13,87.5,19.5,95.6,56330,5.35,3.64,Gainer,,19.5
FULC,2023-11-07,558.1,19.5,4.29,1200400,6.73,2.9,Gainer,,19.5
KZIA,2025-03-10,95.8,-19.49,4.75,175660,13.31,1.46,Loser,,19.49
CTMX,2025-08-12,909.9,-19.48,1.86,11185600,9.51,2.05,Loser,,19.48
XERS,2024-03-06,1015.5,-19.48,2.48,8388800,8.35,2.33,Loser,,19.48
IBIO,2023-02-06,97.4,19.48,18.4,294895,9.7,2.01,Gainer,,19.48
TNGX,2023-06-02,1500.3,19.48,3.19,2480100,11.32,1.72,Gainer,,19.48
TCRX,2023-04-20,60.2,19.47,2.7,9300,9.66,2.02,Gainer,,19.47
IMRX,2024-08-01,322.2,19.47,1.35,67234600,9.94,1.96,Gainer,,19.47
SGMT,2025-04-09,185.7,19.47,2.27,926000,14.21,1.37,Gainer,,19.47
ANNX,2024-03-15,834.7,19.46,6.69,7883900,10.94,1.78,Gainer,,19.46
GRFS,2024-07-08,7507.9,19.46,8.27,7580800,4.75,4.1,Gainer,,19.46
CRMD,2025-10-20,561.8,19.45,12.16,8135100,4.86,4.0,Gainer,,19.45
CRDL,2023-07-25,113.9,19.44,1.1,816400,6.95,2.8,Gainer,,19.44
NVAX,2024-10-16,1647.7,-19.44,10.15,32329600,12.04,1.61,Loser,,19.44
IXHL,2025-03-07,50.6,-19.44,26.1,8120,14.78,1.32,Loser,,19.44
SLDB,2025-02-10,483.8,19.44,3.44,4602500,8.81,2.21,Gainer,,19.44
ZVRA,2023-03-07,502.7,-19.44,4.31,1377600,7.63,2.55,Loser,,19.44
AXGN,2023-08-08,1591.9,-19.44,6.67,3545600,8.24,2.36,Loser,,19.44
PAHC,2025-08-28,2212.8,19.44,38.23,1069900,4.12,4.72,Gainer,,19.44
BGM,2024-05-22,222.7,-19.44,2.9,42200,15.16,1.28,Loser,,19.44
ENTX,2024-03-04,63.7,19.44,1.72,264100,8.8,2.21,Gainer,,19.44
SRZN,2025-01-03,238.3,19.44,17.02,252700,9.96,1.95,Gainer,,19.44
TCRX,2023-05-23,60.2,-19.44,2.57,450500,34.87,0.56,Loser,,19.44
ANAB,2025-02-13,1539.9,19.44,19.29,2199900,8.52,2.28,Gainer,,19.44
CBIO,2025-06-25,368.1,19.44,18.0,125900,17.4,1.12,Gainer,,19.44
LYEL,2023-05-15,509.9,19.44,60.2,72410,7.83,2.48,Gainer,,19.44
PROK,2024-04-15,673.9,19.43,2.09,3655000,8.51,2.28,Gainer,,19.43
AUTL,2023-05-17,455.1,19.43,2.95,2110400,7.24,2.68,Gainer,,19.43
QURE,2024-12-02,973.6,19.43,7.13,2209100,7.4,2.63,Gainer,,19.43
HRMY,2023-10-31,1643.8,19.43,23.54,1633700,10.2,1.91,Gainer,,19.43
ONMD,2024-06-10,52.2,-19.43,1.41,824500,41.59,0.47,Loser,,19.43
OKYO,2024-10-23,87.8,19.42,1.23,1010600,6.37,3.05,Gainer,,19.42
BNTC,2024-10-01,373.4,19.42,10.98,177800,7.85,2.48,Gainer,,19.42
OCGN,2025-09-23,595.7,19.42,1.66,12114000,5.51,3.53,Gainer,,19.42
PRAX,2023-11-20,9341.1,19.42,18.45,36767,9.87,1.97,Gainer,,19.42
SLN,2025-04-02,257.0,19.42,2.89,275900,13.58,1.43,Gainer,,19.42
MIRA,2023-11-27,53.2,19.42,3.9,172000,21.5,0.9,Gainer,,19.42
KRRO,2023-11-13,114.2,19.42,50.79,190100,12.22,1.59,Gainer,,19.42
GNLX,2024-09-05,133.3,19.41,2.83,591000,8.43,2.3,Gainer,,19.41
ADAG,2025-04-01,139.5,19.41,1.82,108800,10.26,1.89,Gainer,,19.41
NBP,2025-07-30,378.2,19.41,2.03,1817600,7.92,2.45,Gainer,,19.41
HURA,2023-04-17,94.3,19.41,118.65,2751,8.89,2.18,Gainer,,19.41
FATE,2025-06-06,170.7,19.4,1.6,4680700,9.02,2.15,Gainer,,19.4
QTTB,2023-02-23,56.1,19.4,28.8,19378,7.23,2.68,Gainer,,19.4
ALDX,2025-02-28,328.5,-19.4,5.11,1825300,8.01,2.42,Loser,,19.4
KLRS,2024-11-11,195.6,19.39,17.0,36700,15.89,1.22,Gainer,,19.39
IMMX,2024-11-27,427.3,19.39,1.97,700200,10.35,1.87,Gainer,,19.39
IOVA,2025-02-28,1532.3,-19.39,4.24,49907700,10.16,1.91,Loser,,19.39
OLMA,2023-06-09,1939.9,19.39,7.82,773200,8.61,2.25,Gainer,,19.39
IBRX,2023-09-11,9633.0,19.38,1.54,10009500,7.75,2.5,Gainer,,19.38
HYFT,2023-10-31,52.8,19.38,2.3,505100,10.58,1.83,Gainer,,19.38
MAZE,2025-04-24,2193.8,-19.37,7.7,225900,15.51,1.25,Loser,,19.37
SRZN,2024-11-29,238.3,19.37,12.2,41900,9.77,1.98,Gainer,,19.37
PALI,2025-10-06,264.1,19.37,1.91,54130300,12.34,1.57,Gainer,,19.37
BDTX,2024-06-11,140.7,19.37,6.1,2089500,6.3,3.07,Gainer,,19.37
GNLX,2025-10-09,133.3,19.37,5.67,368600,5.71,3.39,Gainer,,19.37
OCS,2023-03-01,1700.1,19.37,11.71,700000,5.75,3.37,Gainer,,19.37
DERM,2024-06-10,271.7,19.36,5.61,475400,7.6,2.55,Gainer,,19.36
UNCY,2025-06-09,148.9,19.36,9.0,2124470,9.13,2.12,Gainer,,19.36
ATAI,2025-04-02,1318.5,19.35,1.48,2615100,8.93,2.17,Gainer,,19.35
PROK,2025-07-10,673.9,19.35,5.18,73417500,14.6,1.33,Gainer,,19.35
NGNE,2025-03-31,363.9,-19.35,11.71,678600,12.7,1.52,Loser,,19.35
ATAI,2025-02-03,1318.5,19.35,1.85,6768600,8.19,2.36,Gainer,,19.35
OLMA,2024-03-01,1939.9,19.35,14.8,1753500,7.89,2.45,Gainer,,19.35
LYEL,2024-11-06,509.9,19.35,29.6,86785,10.06,1.92,Gainer,,19.35
IBIO,2023-01-11,97.4,19.35,14.8,99590,,,Gainer,,19.35
VKTX,2023-03-21,3910.4,-19.35,9.38,6922500,8.4,2.3,Loser,,19.35
PBYI,2023-03-03,287.2,-19.35,3.21,1207100,7.74,2.5,Loser,,19.35
NNNN,2025-10-31,1130.6,-19.34,16.85,40900,17.65,1.1,Loser,,19.34
ARMP,2023-01-25,391.7,19.33,3.58,49100,8.8,2.2,Gainer,,19.33
IVVD,2023-05-10,476.6,19.33,1.42,500500,8.35,2.32,Gainer,,19.33
IMUX,2023-01-19,122.7,19.33,1.79,4111700,,,Gainer,,19.33
RNAC,2025-04-09,197.4,19.33,11.36,280200,12.43,1.55,Gainer,,19.33
SCLX,2024-06-27,57.7,19.33,62.65,42494,13.94,1.39,Gainer,,19.33
ACET,2025-03-24,69.6,19.32,14.62,101325,6.74,2.86,Gainer,,19.32
PLX,2023-05-03,231.6,19.32,3.15,5474500,6.58,2.94,Gainer,,19.32
BEAM,2025-05-06,2888.0,-19.32,15.99,5159200,8.66,2.23,Loser,,19.32
PRME,2025-10-02,834.0,19.32,6.67,5659100,7.22,2.68,Gainer,,19.32
BCYC,2023-07-13,397.5,19.32,26.25,2265400,6.34,3.05,Gainer,,19.32
LYEL,2025-07-25,509.9,19.31,12.42,461800,6.51,2.97,Gainer,,19.31
NRXP,2025-01-08,55.1,-19.31,3.76,2857300,17.99,1.07,Loser,,19.31
CTKB,2025-06-04,572.8,19.3,3.4,2919700,5.75,3.36,Gainer,,19.3
AUTL,2025-04-11,455.1,19.3,1.36,4473500,11.25,1.72,Gainer,,19.3
SYRE,2024-06-17,3378.0,-19.3,25.43,2780300,12.57,1.53,Loser,,19.3
DNTH,2024-01-10,2385.5,-19.3,12.0,55700,12.3,1.57,Loser,,19.3
LXRX,2025-03-31,614.3,-19.3,0.46,80248700,14.6,1.32,Loser,,19.3
EYPT,2023-03-29,1453.7,19.3,3.4,587400,9.05,2.13,Gainer,,19.3
KOD,2023-12-11,1636.1,-19.3,2.55,1234600,12.3,1.57,Loser,,19.3
ORGO,2023-03-02,407.4,19.3,2.72,2024200,7.2,2.68,Gainer,,19.3
TARA,2024-01-25,340.8,19.29,2.35,131000,9.19,2.1,Gainer,,19.29
PYPD,2024-12-24,77.4,-19.29,2.97,220900,14.06,1.37,Loser,,19.29
DERM,2023-06-30,271.7,-19.29,1.59,240600,22.46,0.86,Loser,,19.29
MIRA,2025-04-16,53.2,19.29,1.07,48181400,8.87,2.18,Gainer,,19.29
PARK,2025-12-09,77.2,19.29,15.77,98900,,,Gainer,,19.29
BGM,2023-11-03,222.7,19.29,2.51,35540,14.1,1.37,Gainer,,19.29
ENTX,2024-04-11,63.7,19.28,2.66,691300,10.67,1.81,Gainer,,19.28
CRBP,2023-04-14,150.4,19.28,9.59,364900,10.14,1.9,Gainer,,19.28
IRD,2024-12-19,286.9,19.28,0.99,748500,10.75,1.79,Gainer,,19.28
NTHI,2025-03-31,245.0,-19.27,13.36,22400,,,Loser,,19.27
HRTX,2023-11-20,218.2,19.27,1.3,10753600,11.04,1.74,Gainer,,19.27
RANI,2024-04-16,168.0,19.27,6.87,389700,6.59,2.92,Gainer,,19.27
AGEN,2025-07-11,120.4,19.26,7.06,6840300,9.26,2.08,Gainer,,19.26
MGNX,2025-12-17,125.9,19.26,1.61,10955600,6.07,3.17,Gainer,,19.26
EQ,2025-12-24,110.8,19.26,1.61,1589000,12.33,1.56,Gainer,,19.26
BHC,2023-02-15,2201.5,19.26,8.98,30503000,4.99,3.86,Gainer,,19.26
CNTX,2025-03-17,206.7,19.26,0.84,77500,9.22,2.09,Gainer,,19.26
ORGO,2025-03-05,407.4,19.25,6.01,2518400,9.24,2.08,Gainer,,19.25
BYSI,2024-04-04,55.5,-19.25,2.6,224900,13.68,1.41,Loser,,19.25
NUVB,2024-03-01,2026.1,19.25,2.23,2413700,5.63,3.42,Gainer,,19.25
CBIO,2023-12-22,368.1,19.25,254.0,11399,7.14,2.69,Gainer,,19.25
