ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_days_to_primary_completion,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_active_not_recruiting_flag,feat_blinded_flag,feat_cns_flag,feat_completed_flag,feat_oncology_flag,feat_open_label_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_rare_disease_flag,feat_recent_asset_event_flag,feat_recent_company_event_flag,feat_recent_completion_flag,feat_small_trial_flag,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Respiratory,feat_completion_recency_bucket_far_180_plus,feat_completion_recency_bucket_imminent_0_30,feat_completion_recency_bucket_medium_91_180,feat_completion_recency_bucket_near1_90,feat_completion_recency_bucket_past,feat_completion_recency_bucket_unknown,split
BMY,2020-04-27,BMS-986165 Placebo,NCT03881059,0,1,0.0,0.1095,49,0.0,0.2773,0.0,155.0,12.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,train
NRC,2020-04-27,Ferinject (Ferric Carboxymaltose),NCT02628860,0,1,0.0,0.1095,105,0.0,0.2773,0.0,155.0,4.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
RHHBY,2020-04-28,RO7239361,NCT03039686,0,1,0.0,0.1095,55,0.0,0.2773,0.0,155.0,12.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,train
SNY,2020-04-29,CYD Dengue Vaccine,NCT02628444,0,1,0.0,0.1095,15,0.0,0.2773,0.0,155.0,28.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
MRK,2020-04-29,Pembrolizumab,NCT02853305,0,15,0.0,0.1095,40,0.0,0.2773,0.0,149.0,22.0,0.0,0,0,1.0,1,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
GILD,2020-04-29,Remdesivir,NCT04292730,0,2,0.0,0.1095,25,0.0,0.2773,0.0,20.0,20.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
NRC,2020-04-30,Tetravalent live attenuated dengue vaccine admixture TV005,NCT04133987,0,1,0.0,0.1095,106,0.0,0.2773,0.0,155.0,3.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
AZN,2020-05-06,Exenatide Once Weekly,NCT01554618,0,1,0.0,0.1095,23,0.0,0.2773,0.0,155.0,28.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
PFE,2020-05-07,PF-06700841,NCT03903822,0,2,0.0,0.1095,31,0.0,0.2773,0.0,31.0,29.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
BHC,2020-05-07,IDP-120 Gel,NCT03664752,0,2,0.0,0.1095,4,0.0,0.2773,0.0,45.0,23.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
AMGN,2020-05-08,Apremilast,NCT03930186,0,3,0.0,0.1095,19,0.0,0.2773,0.0,63.0,30.0,0.0,0,0,1.0,0,1,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
MIRM,2020-05-08,LUM001 (Maralixibat),NCT02057718,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-05-11,"low fat, high fiber, high fruit and vegetable eating plan",NCT00339625,0,1,0.0,0.1095,107,0.0,0.2773,0.0,155.0,11.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
COGT,2020-05-11,CGT9486,NCT02401815,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
BHC,2020-05-12,IDP-124 Lotion,NCT03058783,0,2,0.0,0.1095,5,0.0,0.2773,0.0,28.0,5.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
CORT,2020-05-12,Relacorilant with nab-paclitaxel,NCT02762981,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
BMY,2020-05-13,Nivolumab,NCT02743494,0,29,0.0,0.084,50,-1.0,0.2773,0.0,28.0,16.0,0.0,1,0,1.0,1,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NVS,2020-05-13,BAF312 solution,NCT03338998,0,1,0.0,0.1095,48,0.0,0.2773,0.0,155.0,21.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ABBV,2020-05-14,Optimized Medical Treatment,NCT02549092,0,1,0.0,0.1095,26,0.0,0.2773,0.0,155.0,20.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-05-15,BPZE1,NCT03541499,0,1,0.0,0.1095,108,0.0,0.2773,0.0,155.0,4.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
NRC,2020-05-18,Cabotegravir Oral Tablet,NCT02720094,0,1,0.0,0.0135,109,-4.0,0.2773,0.0,155.0,3.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
AUTL,2020-05-18,AUTO3 (CD19/22 CAR T cells,NCT03289455,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
SPRO,2020-05-20,TBPM-PI-HBr,NCT03788967,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
VRCA,2020-05-21,VP-102 and applicator,NCT03981822,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
PFE,2020-05-21,PF-06826647 or Placebo,NCT03895372,0,1,0.0,0.1095,32,0.0,0.2773,0.0,155.0,14.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-05-21,Placebo,NCT04280705,0,1,0.0,0.1095,110,0.0,0.2773,0.0,155.0,3.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
GLPG,2020-05-21,GLPG1690,NCT03798366,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ABBV,2020-05-21,Glecaprevir/Pibrentasvir Adult Formulation,NCT03067129,0,1,0.0,0.1095,27,0.0,0.2773,0.0,155.0,7.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
RHHBY,2020-05-22,PDS Implant filled with 100 mg/mL Ranibizumab,NCT03677934,0,1,0.0,0.1095,56,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
LLY,2020-05-26,Ixekizumab,NCT03129100,0,2,0.0,0.1095,28,0.0,0.2773,0.0,474.0,36.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,train
NERV,2020-05-26,Placebo Oral Tablet,NCT03397134,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
AZN,2020-05-27,Epanova® (omega-3 carboxylic acids),NCT02104817,0,1,0.0,0.1095,24,0.0,0.2773,0.0,155.0,21.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
BMY,2020-05-27,Nivolumab,NCT02872116,0,30,0.0,0.084,51,-1.0,0.2773,0.0,15.0,15.0,0.0,0,0,1.0,1,1,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MESO,2020-05-29,Allogeneic Mesenchymal Precursor Cells (MPCs),NCT02032004,0,1,0.0,0.1095,2,0.0,0.2773,0.0,155.0,14.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
KNSA,2020-05-29,Rilonacept,NCT03737110,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NVS,2020-05-29,Fevipiprant 150 mg,NCT03681093,0,1,0.0,0.1095,49,0.0,0.2773,0.0,155.0,16.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-05-29,Carboplatin,NCT01196390,0,1,0.0,0.0135,111,-158.0,0.2773,0.0,155.0,8.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NRC,2020-05-31,OnabotulinumtoxinA,NCT04578782,0,1,0.0,0.1095,112,0.0,0.2773,0.0,155.0,2.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MIRM,2020-06-01,LUM001 (Maralixibat),NCT02117713,0,3,0.0,0.1095,3,0.0,0.2773,0.0,4.0,4.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
RIGL,2020-06-02,Fostamatinib Disodium,NCT02077192,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
LLY,2020-06-04,Ixekizumab,NCT03364309,0,3,0.0,0.1095,29,0.0,0.2773,0.0,9.0,9.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
PFE,2020-06-04,Investigational medical product (IMP) administered in parent study,NCT03031938,0,1,0.0,0.1095,33,0.0,0.2773,0.0,155.0,14.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,train
NVS,2020-06-04,MCS110,NCT02807844,0,2,0.0,0.1095,50,0.0,0.2773,0.0,152.0,6.0,0.0,0,0,1.0,1,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
PFE,2020-06-05,glasdegib,NCT03416179,0,1,0.0,0.1095,34,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
AZN,2020-06-05,Tezepelumab (APFS),NCT03968978,0,1,0.0,0.1095,25,0.0,0.2773,0.0,155.0,9.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
MRK,2020-06-05,Placebo,NCT03449134,0,1,0.0,0.1095,41,0.0,0.2773,0.0,155.0,37.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
AMGN,2020-06-08,Teprotumumab,NCT03461211,0,2,0.0,0.1095,20,0.0,0.2773,0.0,481.0,31.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-06-08,Combination therapy (S81694 + paclitaxel) phase I,NCT03411161,0,1,0.0,0.1095,114,0.0,0.2773,0.0,155.0,7.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
LLY,2020-06-08,Lasmiditan,NCT03962738,0,1,0.0,0.1095,30,0.0,0.2773,0.0,155.0,4.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
VRTX,2020-06-12,ELX/TEZ/IVA,NCT04058353,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
BMY,2020-06-12,nivolumab,NCT03068455,0,2,0.0,0.1095,52,0.0,0.2773,0.0,2585.0,15.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
LLY,2020-06-12,Lasmiditan,NCT03670810,0,2,0.0,0.1095,31,0.0,0.2773,0.0,4.0,4.0,0.0,0,1,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-06-14,A/H7N9,NCT03589807,0,1,0.0,0.1095,115,0.0,0.2773,0.0,155.0,6.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
AXSM,2020-06-15,UHE-105,NCT04243486,0,1,0.0,0.1095,5,0.0,0.2773,0.0,155.0,59.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-06-16,VRC01,NCT03208231,0,1,0.0,0.1095,116,0.0,0.2773,0.0,155.0,2.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
MIRM,2020-06-17,LUM001 (Maralixibat),NCT02047318,0,4,0.0,0.1095,4,0.0,0.2773,0.0,16.0,16.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
CRBP,2020-06-17,Lenabasum 20 mg,NCT03451045,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
NVS,2020-06-18,Dabrafenib,NCT01750918,0,3,0.0,0.1095,51,0.0,0.2773,0.0,846.0,14.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
AZN,2020-06-18,Benralizumab,NCT02808819,0,1,0.0,0.1095,27,0.0,0.2773,0.0,155.0,6.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
MRK,2020-06-19,VARIVAX™,NCT03843632,0,1,0.0,0.1095,44,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
NRC,2020-06-19,A/H7N9,NCT03738241,0,2,0.0,0.1095,117,0.0,0.2773,0.0,5.0,3.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
RHHBY,2020-06-23,Etrolizumab,NCT02136069,0,2,0.0,0.1095,57,0.0,0.2773,0.0,78.0,32.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
RHHBY,2020-06-24,Tocilizumab (TCZ),NCT04320615,0,1,0.0,0.1095,58,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
MRK,2020-06-24,Pembrolizumab,NCT03284424,0,16,0.0,0.0476,45,35.0,0.2773,0.0,56.0,5.0,0.0,0,0,1.0,1,1,0.0,1.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,train
AQST,2020-06-25,"Diazepam Buccal Soluble Film 5, 7.5,10, 12.5,15 or 17.5 mg with individual dose determined according to age and weight category",NCT03428360,0,1,0.0,0.1095,2,0.0,0.2773,0.0,155.0,149.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
RHHBY,2020-06-25,Cobimetinib,NCT03264066,0,1,0.0,0.1095,59,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
NVS,2020-06-29,Brolucizumab,NCT03481660,0,1,0.0,0.1095,52,0.0,0.2773,0.0,155.0,11.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
LLY,2020-06-30,Ramucirumab,NCT02898077,0,5,0.0,0.1095,32,0.0,0.2773,0.0,838.0,18.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
NRC,2020-06-30,Tumor Cell Collection,NCT02728102,0,1,0.0,0.1095,119,0.0,0.2773,0.0,155.0,4.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
NVS,2020-06-30,VAY736,NCT02962895,0,1,0.0,0.1095,53,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-07-01,Hydroxychloroquine,NCT04315896,0,1,0.0,0.1095,120,0.0,0.2773,0.0,155.0,1.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
MRK,2020-07-02,Pembrolizumab,NCT03189719,0,17,0.0,0.0476,47,0.0,0.2773,0.0,8.0,2.0,0.0,1,0,1.0,1,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
BMY,2020-07-02,BMS-986205,NCT03329846,0,1,0.0,0.1095,53,0.0,0.2773,0.0,155.0,20.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
MCRB,2020-07-03,SER-109,NCT03183128,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
RHHBY,2020-07-03,Hizentra,NCT03730129,0,1,0.0,0.1095,60,0.0,0.2773,0.0,155.0,8.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
BMY,2020-07-06,Nivolumab,NCT03098550,0,31,0.0,0.1095,54,0.0,0.2773,0.0,39.0,4.0,0.0,0,0,1.0,1,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
AZN,2020-07-06,MEDI4736,NCT02551159,0,4,0.0,0.1095,28,0.0,0.2773,0.0,665.0,18.0,0.0,0,0,1.0,1,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
ABBV,2020-07-08,risankizumab,NCT03478787,0,3,0.0,0.1095,29,0.0,0.2773,0.0,148.0,28.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NVS,2020-07-08,Nilotinib,NCT01743989,0,1,0.0,0.1095,54,0.0,0.2773,0.0,155.0,8.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
SNY,2020-07-08,Insulin Aspart SAR341402,NCT03874715,0,1,0.0,0.1095,17,0.0,0.2773,0.0,155.0,30.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
AZN,2020-07-09,Dapagliflozin,NCT03877224,0,4,0.0,0.1095,29,0.0,0.2773,0.0,27.0,3.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
GOSS,2020-07-09,GB001,NCT03956862,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
RHHBY,2020-07-10,RO7490677,NCT01981850,0,1,0.0,0.1095,61,0.0,0.2773,0.0,155.0,7.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
LLY,2020-07-10,LY3154207,NCT03305809,0,1,0.0,0.1095,33,0.0,0.2773,0.0,155.0,10.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-07-10,RPH-104 80 mg,NCT04380519,0,1,0.0,0.1095,121,0.0,0.2773,0.0,155.0,9.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
GILD,2020-07-13,Semaglutide,NCT03987074,0,1,0.0,0.1095,26,0.0,0.2773,0.0,155.0,75.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
NRC,2020-07-14,PET/CT,NCT02338999,0,1,0.0,0.1095,122,0.0,0.2773,0.0,155.0,4.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
GLPG,2020-07-14,GLPG1972,NCT03595618,0,1,0.0,0.1095,2,0.0,0.2773,0.0,155.0,54.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,train
CRNX,2020-07-15,Paltusotine,NCT03792555,0,1,0.0,0.1095,1,0.0,0.2773,0.0,155.0,24.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
GILD,2020-07-20,Filgotinib,NCT03046056,0,3,0.0,0.1095,27,0.0,0.2773,0.0,111.0,7.0,0.0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
IONS,2020-07-20,Placebo,NCT04083222,0,1,0.0,0.1095,2,0.0,0.2773,0.0,155.0,151.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
GLPG,2020-07-21,GLPG1205,NCT03725852,0,1,0.0,0.1095,3,0.0,0.2773,0.0,155.0,7.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
NVS,2020-07-21,PDR001,NCT02404441,0,3,0.0,0.1095,55,0.0,0.2773,0.0,516.0,13.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
NRC,2020-07-22,Pembrolizumab (MK-3475),NCT03111732,0,1,0.0,0.1095,123,0.0,0.2773,0.0,155.0,8.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
