ticker,event_date,v_actual_date,event_type,move_pct,atr_pct,normalized_move,close,market_cap_m,nct_id,drug_name,indication,ct_conditions,ct_phase,ct_enrollment,ct_status,ct_sponsor,ct_official_title,ct_allocation,ct_primary_completion,catalyst_type,v_is_material,data_tier,match_type,days_offset,move_class_abs,stock_movement_atr_normalized,move_class_norm,target_large_move
AZN,2019-11-26,2019-11-26,Loser,-0.02,,,83.73,,NCT02547922,Anifrolumab,Lupus Nephritis,Lupus Nephritis,PHASE2,147,COMPLETED,AstraZeneca,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2019-12-01,2019-12-01,Loser,-1.71,,,55.85,303.8,NCT04129255,Octreotide Acetate,Neuroendocrine Tumors,Neuroendocrine Tumors,PHASE2,34,COMPLETED,"National Cancer Institute, Naples",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
QURE,2019-12-03,2019-12-03,Gainer,16.68,4.03,4.14,63.92,973.6,NCT03300453,rAAV2/5-hNAGLU,Sanfilippo Syndrome B,Sanfilippo Syndrome B,PHASE1/PHASE2,4,COMPLETED,UniQure Biopharma B.V.,"Protocol AMT110-CD-001: A Phase I/II, Open-label, Study of Intracerebral Administration of Adeno-associated Viral Vector Containing the Human Alpha-N-acetylglucosaminidase cDNA in Children With Sanfilippo Type B Syndrome",NA,2019-11-27,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,6,High,4.139,Medium,1
AXSM,2019-12-03,2019-12-03,Gainer,15.12,5.66,2.67,45.61,8383.5,NCT03881852,AXS-12 (Reboxetine),Narcolepsy; Cataplexy Narcolepsy; Excessive Sleepiness,Narcolepsy; Cataplexy Narcolepsy; Excessive Sleepiness,PHASE2,21,COMPLETED,"Axsome Therapeutics, Inc.","A Multi-center, Randomized, Double-blind, Placebo-controlled, 3-Week Crossover Study to Assess the Efficacy and Safety of AXS-12 in Subjects With Cataplexy and Excessive Daytime Sleepiness in Narcolepsy",RANDOMIZED,2019-11-27,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,6,High,2.671,Low,0
NRC,2019-12-04,2019-12-04,Gainer,0.28,,,56.28,303.8,NCT03531840,Olaparib,Mesothelioma,Mesothelioma,PHASE2,23,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2019-12-06,2019-12-06,Gainer,0.15,,,193.01,,NCT02373813,etanercept pre-filled syringe subcutaneous injection,Rheumatoid Arthritis,Rheumatoid Arthritis,PHASE3,371,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2019-12-10,2019-12-10,Gainer,2.13,,,56.09,303.8,NCT00514046,Vandetanib,Medullary Thyroid Carcinoma; Multiple Endocrine Neoplasia Type 2A; Multiple Endocrine Neoplasia Type 2B,Medullary Thyroid Carcinoma; Multiple Endocrine Neoplasia Type 2A; Multiple Endocrine Neoplasia Type 2B,PHASE1/PHASE2,17,COMPLETED,National Cancer Institute (NCI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AXSM,2019-12-10,2019-12-10,Gainer,8.02,,,48.75,8383.5,NCT03896009,AXS-07 (MoSEIC meloxicam and rizatriptan),Migraine,Migraine,PHASE3,1594,COMPLETED,"Axsome Therapeutics, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
VRTX,2019-12-10,2019-12-10,Gainer,0.41,,,220.27,,NCT03912233,VX-121,Cystic Fibrosis,Cystic Fibrosis,PHASE2,87,COMPLETED,Vertex Pharmaceuticals Incorporated,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2019-12-12,2019-12-12,Loser,-0.13,,,30.54,,NCT02953639,Basmisanil,Schizophrenia,Schizophrenia,PHASE2,214,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
GILD,2019-12-12,2019-12-12,Gainer,0.71,,,53.34,,NCT03615066,Placebo,Chronic Hepatitis B,Chronic Hepatitis B,PHASE2,67,COMPLETED,Gilead Sciences,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PLX,2019-12-12,2019-12-12,Loser,-12.9,12.59,1.02,2.7,231.6,NCT03018730,PRX-102 (pegunigalsidase alfa),Fabry Disease,Fabry Disease,PHASE3,22,COMPLETED,Protalix,An Open Label Study of the Safety and Efficacy of PRX-102 in Patients With Fabry Disease Currently Treated With REPLAGAL® (Agalsidase Alfa),NA,2019-12-17,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,High,1.025,Noise,0
NRC,2019-12-16,2019-12-16,Loser,-1.45,,,56.23,303.8,NCT02697591,INCAGN01876,Advanced Malignancies; Metastatic Cancer,Advanced Malignancies; Metastatic Cancer,PHASE1/PHASE2,100,COMPLETED,Incyte Biosciences International Sàrl,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
BMY,2019-12-16,2019-12-16,Loser,-0.5,,,50.11,,NCT02598960,BMS-986156,Solid Tumors,Solid Tumors,PHASE1/PHASE2,295,COMPLETED,Bristol-Myers Squibb,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AXSM,2019-12-16,2019-12-16,Gainer,70.55,6.38,11.06,79.8,8383.5,NCT03731052,188-0551 Spray,Plaque Psoriasis,Plaque Psoriasis,PHASE3,217,COMPLETED,"Therapeutics, Inc.","A Double-Blind, Randomized, Multicenter, Vehicle-Controlled, Parallel Group Comparison Study to Determine the Efficacy and Safety of 188-0551 Spray Versus Vehicle Spray in Subjects With Plaque Psoriasis Receiving Up to Four Weeks of Twice-Daily Treatment (Study 307)",RANDOMIZED,2019-12-20,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,4,Extreme,11.058,Extreme,1
AXSM,2019-12-18,2019-12-18,Gainer,10.62,6.42,1.65,89.57,8383.5,NCT03731052,188-0551 Spray,Plaque Psoriasis,Plaque Psoriasis,PHASE3,217,COMPLETED,"Therapeutics, Inc.","A Double-Blind, Randomized, Multicenter, Vehicle-Controlled, Parallel Group Comparison Study to Determine the Efficacy and Safety of 188-0551 Spray Versus Vehicle Spray in Subjects With Plaque Psoriasis Receiving Up to Four Weeks of Twice-Daily Treatment (Study 307)",RANDOMIZED,2019-12-20,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,2,High,1.654,Low,0
SLGL,2019-12-19,2019-12-19,Gainer,3.33,,,98.16,255.4,NCT03727074,5-FU Cream,Actinic Keratosis (AK),Actinic Keratosis (AK),PHASE3,462,COMPLETED,"Sol-Gel Technologies, Ltd.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ENTA,2019-12-19,2019-12-19,Loser,-0.23,,,63.89,415.0,NCT03394924,EDP-305 1 mg,Primary Biliary Cholangitis,Primary Biliary Cholangitis,PHASE2,68,COMPLETED,"Enanta Pharmaceuticals, Inc",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2019-12-20,2019-12-20,Gainer,1.07,,,57.99,303.8,NCT03845231,Flucelvax(R),Influenza,Influenza,PHASE2,82,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2019-12-23,2019-12-23,Gainer,0.17,,,71.86,,NCT03480763,V114,Pneumococcal Infections,Pneumococcal Infections,PHASE3,652,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
VTVT,2019-12-24,2019-12-24,Gainer,13.41,3.79,3.54,74.4,150.3,NCT03335371,TTP399,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",PHASE1/PHASE2,115,COMPLETED,vTv Therapeutics,"A Multi-Center, Randomized, Double-Blind, Parallel-Group, Multiple-Dose, Adaptive Study Assessing the Pharmacokinetics, Pharmacodynamics, Safety, and Tolerability of TTP399 in With Adult Patients Type 1 Diabetes Mellitus",RANDOMIZED,2019-12-20,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,4,High,3.538,Medium,1
NVS,2019-12-26,2019-12-26,Loser,-0.01,,,72.94,,NCT03249714,Ofatumumab,Relapsing Multiple Sclerosis,Relapsing Multiple Sclerosis,PHASE2,64,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
MRK,2019-12-27,2019-12-27,Gainer,0.18,,,71.67,,NCT01986881,Ertugliflozin,Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,PHASE3,8246,COMPLETED,Merck Sharp & Dohme LLC,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2019-12-30,2019-12-30,Loser,-1.05,,,58.08,303.8,NCT04484402,mesenchymal stem cells,Corneal Ulcer; Corneal Disease; Corneal Dystrophy,Corneal Ulcer; Corneal Disease; Corneal Dystrophy,PHASE1/PHASE2,25,COMPLETED,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SLGL,2019-12-30,2019-12-30,Gainer,58.18,7.1,8.19,146.0,255.4,NCT03761784,S6G5T-3,Acne Vulgaris,Acne Vulgaris,PHASE3,424,COMPLETED,"Sol-Gel Technologies, Ltd.","A Phase 3 Multi-Center, Double-Blind, Randomized, Vehicle-Controlled Study of S6G5T-3 in the Treatment of Acne Vulgaris",RANDOMIZED,2019-12-31,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,1,Extreme,8.194,Extreme,1
NRC,2019-12-31,2019-12-31,Gainer,0.32,,,58.27,303.8,NCT04485962,Fibroblasts and keratinocytes,Burns,Burns,PHASE1/PHASE2,12,COMPLETED,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2019-12-31,2019-12-31,Gainer,0.32,,,58.27,303.8,NCT03389126,Avelumab,"Carcinoma, Hepatocellular","Carcinoma, Hepatocellular",PHASE2,30,COMPLETED,Seoul National University Hospital,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SLGL,2019-12-31,2019-12-31,Gainer,17.47,7.49,2.33,171.5,255.4,NCT03761784,S6G5T-3,Acne Vulgaris,Acne Vulgaris,PHASE3,424,COMPLETED,"Sol-Gel Technologies, Ltd.","A Phase 3 Multi-Center, Double-Blind, Randomized, Vehicle-Controlled Study of S6G5T-3 in the Treatment of Acne Vulgaris",RANDOMIZED,2019-12-31,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,0,High,2.332,Low,0
SNY,2020-01-02,2020-01-02,Gainer,0.96,,,40.11,,NCT03889639,SAR442168,Relapsing Multiple Sclerosis,Relapsing Multiple Sclerosis,PHASE2,130,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2020-01-04,2020-01-04,Gainer,0.68,,,73.42,,NCT02435680,MCS110,Advanced Triple Negative Breast Cancer (TNBC) With High TAMs,Advanced Triple Negative Breast Cancer (TNBC) With High TAMs,PHASE2,50,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2020-01-06,2020-01-06,Gainer,0.37,,,122.84,,NCT03830281,Ultra-Rapid Lispro,Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,PHASE3,471,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2020-01-09,2020-01-09,Gainer,0.35,,,40.49,,NCT04024228,"Standard-Dose influenza virus surface antigens (haemagglutinin and neuraminidase), Inactivated, Influenza Vaccine Quadrivalent, 2019-2020 Northern Hemisphere Strains (QIV-SD)",Influenza Immunization; Healthy Volunteers,Influenza Immunization; Healthy Volunteers,PHASE3,1539,COMPLETED,"Sanofi Pasteur, a Sanofi Company",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LNTH,2020-01-09,2020-01-09,Loser,-6.33,,,18.78,5093.4,NCT03719612,DEFINITY®,Cardiac Disease,Cardiac Disease,PHASE3,160,COMPLETED,Lantheus Medical Imaging,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Medium,,,0
NRC,2020-01-10,2020-01-10,Loser,-0.18,,,59.73,303.8,NCT01091636,Hyperthermic Intraperitoneal Chemotherapy,Epithelial Ovarian Cancer,Epithelial Ovarian Cancer,PHASE2/PHASE3,184,COMPLETED,"National Cancer Center, Korea",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2020-01-13,2020-01-13,Loser,-0.16,,,72.1,,NCT03333109,Erenumab,Episodic Migraine,Episodic Migraine,PHASE3,900,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2020-01-16,2020-01-16,Loser,-0.42,,,59.03,303.8,NCT03354598,Sulopenem-Etzadroxil/Probenecid,Uncomplicated Urinary Tract Infections,Uncomplicated Urinary Tract Infections,PHASE3,1671,COMPLETED,"Iterum Therapeutics, International Limited",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
DMAC,2020-01-16,2020-01-16,Gainer,11.64,10.01,1.16,4.7,414.0,NCT03290560,Recombinant human tissue kallikrein,Acute Ischemic Stroke,Acute Ischemic Stroke,PHASE2,92,COMPLETED,DiaMedica Therapeutics Inc,"A Randomized, Double-blind, Placebo-controlled Phase II Multi-Center Evaluation to Assess the Safety and Tolerability of DM199 Administered Intravenously and Subcutaneously in Subjects With Acute Ischemic Stroke",RANDOMIZED,2020-01-23,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,7,High,1.163,Noise,0
AKBA,2020-01-16,2020-01-16,Gainer,4.01,,,7.78,347.6,NCT02892149,Vadadustat,Anemia; Dialysis-Dependent Chronic Kidney Disease,Anemia; Dialysis-Dependent Chronic Kidney Disease,PHASE3,3554,COMPLETED,Akebia Therapeutics,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2020-01-21,2020-01-21,Loser,-0.77,,,73.24,,NCT02435849,CTL019,B-cell Acute Lymphoblastic Leukemia,B-cell Acute Lymphoblastic Leukemia,PHASE2,80,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NVS,2020-01-29,2020-01-29,Gainer,0.21,,,73.66,,NCT02993224,Deferasirox dispersable tablet (DT),Transfusion-dependent Thalassemia; Non-transfusion-dependent Thalassemia,Transfusion-dependent Thalassemia; Non-transfusion-dependent Thalassemia,PHASE2,148,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2020-01-29,2020-01-29,Gainer,0.68,,,32.95,,NCT02263079,Entecavir,Pediatric Immuno-Tolerant Chronic Hepatitis B,Pediatric Immuno-Tolerant Chronic Hepatitis B,PHASE3,62,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2020-01-30,2020-01-30,Loser,-1.71,,,64.11,,NCT02065570,Adalimumab,Crohn's Disease,Crohn's Disease,PHASE3,514,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AKBA,2020-01-31,2020-01-31,Loser,-4.12,,,7.22,347.6,NCT02865850,Vadadustat,Anemia; Dialysis-Dependent Chronic Kidney Disease,Anemia; Dialysis-Dependent Chronic Kidney Disease,PHASE3,369,COMPLETED,Akebia Therapeutics,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2020-01-31,2020-01-31,Loser,-2.25,,,59.79,303.8,NCT04467541,Inactivated Enterovirus Type 71 (EV71) Vaccine (Vero Cell),Hand Foot & Mouth Disease,Hand Foot & Mouth Disease,PHASE1/PHASE2,430,COMPLETED,"International Centre for Diarrhoeal Disease Research, Bangladesh",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
CPRX,2020-01-31,2020-01-31,Loser,-1.91,,,4.11,2836.8,NCT03304054,Amifampridine Phosphate,"Myasthenia Gravis, Generalized","Myasthenia Gravis, Generalized",PHASE3,93,COMPLETED,"Catalyst Pharmaceuticals, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
AMGN,2020-02-05,2020-02-05,Gainer,4.57,,,191.5,,NCT01327612,Modified FOLFOX6,Advanced Solid Tumors; Carcinoid; Colorectal Cancer; Locally Advanced; Lymphoma; Metastatic Cancer; Non-Small Cell Lung Cancer; Sarcoma; Solid Tumors,Advanced Solid Tumors; Carcinoid; Colorectal Cancer; Locally Advanced; Lymphoma; Metastatic Cancer; Non-Small Cell Lung Cancer; Sarcoma; Solid Tumors,PHASE2,12,COMPLETED,Amgen,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2020-02-10,2020-02-10,Loser,-0.18,,,59.84,303.8,NCT03464968,"Oxaliplatin,5FU, leucovorin",Biliary Cancer Metastatic,Biliary Cancer Metastatic,PHASE2,120,COMPLETED,Seoul National University Bundang Hospital,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
OCUL,2020-02-10,2020-02-10,Loser,0.0,,,5.21,1946.2,NCT04061044,Ophthalmic Insert,Open Angle Glaucoma and Ocular Hypertension,Open Angle Glaucoma and Ocular Hypertension,PHASE3,40,COMPLETED,"Ocular Therapeutix, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2020-02-11,2020-02-11,Gainer,0.74,,,27.03,,NCT03512288,Multivalent,Pneumococcal Infections,Pneumococcal Infections,PHASE2,460,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2020-02-11,2020-02-11,Gainer,1.32,,,75.26,,NCT03518047,risankizumab,Psoriasis,Psoriasis,PHASE3,50,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
ABBV,2020-02-12,2020-02-12,Gainer,1.86,,,76.66,,NCT03061812,Rovalpituzumab tesirine,Small Cell Lung Cancer,Small Cell Lung Cancer,PHASE3,444,COMPLETED,AbbVie,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
PFE,2020-02-12,2020-02-12,Loser,-0.92,,,26.78,,NCT03835975,13vPnC,Pneumococcal Disease,Pneumococcal Disease,PHASE3,875,COMPLETED,Pfizer,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
SNY,2020-02-14,2020-02-14,Loser,-0.14,,,39.52,,NCT03912259,Dupilumab,Atopic Dermatitis,Atopic Dermatitis,PHASE3,165,COMPLETED,Sanofi,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2020-02-19,2020-02-19,Gainer,1.43,,,35.54,,NCT02163759,Adalimumab,Ulcerative Colitis,Ulcerative Colitis,PHASE3,358,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
IONS,2020-02-20,2020-02-20,Loser,-0.71,,,61.29,,NCT03728634,ION-682884,Healthy Volunteers; hATTR Amyloidosis,Healthy Volunteers; hATTR Amyloidosis,PHASE1/PHASE2,47,COMPLETED,"Ionis Pharmaceuticals, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2020-02-24,2020-02-24,Loser,-3.38,,,33.8,,NCT03674112,Pertuzumab and Trastuzumab Fixed-Dose Combination for Subcutaneous Administration (PH FDC SC),HER2-Positive Early Breast Cancer,HER2-Positive Early Breast Cancer,PHASE2,160,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2020-02-25,2020-02-25,Gainer,0.68,,,58.91,303.8,NCT01468831,Minocycline,Retinal Vein Occlusion,Retinal Vein Occlusion,PHASE1/PHASE2,9,COMPLETED,National Eye Institute (NEI),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
IRWD,2020-02-26,2020-02-26,Gainer,0.09,,,11.07,556.4,NCT03931785,MD-7246,Irritable Bowel Syndrome With Diarrhea (IBS-D),Irritable Bowel Syndrome With Diarrhea (IBS-D),PHASE2,515,COMPLETED,"Ironwood Pharmaceuticals, Inc.",,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
CPRX,2020-02-27,2020-02-27,Loser,-10.3,6.78,1.52,4.18,2836.8,NCT03995784,Coagulation Factor IX variant,Hemophilia B,Hemophilia B,PHASE2,6,COMPLETED,Catalyst Biosciences,"Phase 2b Study to Evaluate the Pharmacokinetics, Pharmacodynamics, Efficacy and Safety of a Subcutaneous Prophylaxis Treatment Regimen of CB2679d, in Adult Subjects With Hemophilia B",NON_RANDOMIZED,2020-02-28,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,1,High,1.519,Low,0
ORMP,2020-02-27,2020-02-27,Loser,-15.96,7.8,2.05,3.68,136.1,NCT02653300,Oral Insulin,Non-Alcoholic Steatohepatitis (NASH); Type2 Diabetes Mellitus,Non-Alcoholic Steatohepatitis (NASH); Type2 Diabetes Mellitus,PHASE2,10,COMPLETED,"Oramed, Ltd.","An Open-Label Pilot Study to Assess the Safety, Pharmacokinetics, Pharmacodynamics and Potential of Oral Insulin to Reduce Liver Fat Content and Fibrosis in Patients With Nonalcolholic Steatohepatitis (NASH)",NA,2020-03-01,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,3,High,2.046,Low,0
NVS,2020-03-02,2020-03-02,Gainer,3.47,,,66.84,,NCT03851705,Inclisiran Sodium for injection,Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia,PHASE3,56,COMPLETED,Novartis Pharmaceuticals,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
RHHBY,2020-03-02,2020-03-02,Gainer,3.28,,,32.73,,NCT02171429,Adalimumab,Ulcerative Colitis,Ulcerative Colitis,PHASE3,358,COMPLETED,Hoffmann-La Roche,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
NRC,2020-03-03,2020-03-03,Loser,-4.51,,,47.51,303.8,NCT00001322,Leuprolide Acetate 3.75,Healthy Volunteers,Healthy Volunteers,PHASE1/PHASE2,100,COMPLETED,National Institute of Mental Health (NIMH),,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
OCUL,2020-03-03,2020-03-03,Gainer,16.42,6.84,2.4,5.46,1946.2,NCT04050865,"Dexamethasone, 0.4mg",Allergic Conjunctivitis,Allergic Conjunctivitis,PHASE3,96,COMPLETED,"Ocular Therapeutix, Inc.","CLN-0052, A Multi-Center, Randomized, Double-Masked, Vehicle Controlled Phase 3 Study Evaluation the Efficacy and Safety of OTX-DP for the Treatment of Allergic Conjunctivitis Using a Modified Conjunctival Allergen Challenge Model (Ora-CAC®)",RANDOMIZED,2020-02-28,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,4,High,2.401,Low,0
OPK,2020-03-04,2020-03-04,Gainer,12.16,5.93,2.05,1.66,952.5,NCT03874013,MOD-4023,Growth Hormone Deficiency,Growth Hormone Deficiency,PHASE3,44,COMPLETED,"OPKO Health, Inc.","A Phase 3, Open-Label, Randomized, Multicenter, 12-month, Efficacy and Safety Study of Weekly MOD-4023 Compared to Daily Genotropin® Therapy in Japanese Pre-pubertal Children With Growth Hormone Deficiency",RANDOMIZED,2020-03-06,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,2,High,2.051,Low,0
OCUL,2020-03-04,2020-03-04,Gainer,32.42,6.46,5.02,7.23,1946.2,NCT04050865,"Dexamethasone, 0.4mg",Allergic Conjunctivitis,Allergic Conjunctivitis,PHASE3,96,COMPLETED,"Ocular Therapeutix, Inc.","CLN-0052, A Multi-Center, Randomized, Double-Masked, Vehicle Controlled Phase 3 Study Evaluation the Efficacy and Safety of OTX-DP for the Treatment of Allergic Conjunctivitis Using a Modified Conjunctival Allergen Challenge Model (Ora-CAC®)",RANDOMIZED,2020-02-28,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,5,Extreme,5.019,High,1
LLY,2020-03-05,2020-03-05,Loser,-0.16,,,130.84,,NCT03338023,LY2963016,Type 1 Diabetes,Type 1 Diabetes,PHASE3,272,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
LLY,2020-03-05,2020-03-05,Loser,-0.16,,,130.84,,NCT03535194,Mirikizumab,Psoriasis,Psoriasis,PHASE3,1484,COMPLETED,Eli Lilly and Company,,,,Clinical Data,True,ctgov_completion,ctgov_neg_sample,0,Low,,,0
OPK,2020-03-05,2020-03-05,Gainer,24.1,6.14,3.92,2.06,952.5,NCT03874013,MOD-4023,Growth Hormone Deficiency,Growth Hormone Deficiency,PHASE3,44,COMPLETED,"OPKO Health, Inc.","A Phase 3, Open-Label, Randomized, Multicenter, 12-month, Efficacy and Safety Study of Weekly MOD-4023 Compared to Daily Genotropin® Therapy in Japanese Pre-pubertal Children With Growth Hormone Deficiency",RANDOMIZED,2020-03-06,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,1,Extreme,3.925,Medium,1
OPK,2020-03-06,2020-03-06,Gainer,12.62,6.94,1.82,2.32,952.5,NCT03874013,MOD-4023,Growth Hormone Deficiency,Growth Hormone Deficiency,PHASE3,44,COMPLETED,"OPKO Health, Inc.","A Phase 3, Open-Label, Randomized, Multicenter, 12-month, Efficacy and Safety Study of Weekly MOD-4023 Compared to Daily Genotropin® Therapy in Japanese Pre-pubertal Children With Growth Hormone Deficiency",RANDOMIZED,2020-03-06,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,0,High,1.818,Low,0
XERS,2020-03-06,2020-03-06,Loser,-15.38,15.49,0.99,2.64,1015.5,NCT03770637,Glucagon RTU,Hyperinsulinemic Hypoglycemia,Hyperinsulinemic Hypoglycemia,PHASE2,14,COMPLETED,Xeris Pharmaceuticals,"A Phase 2, Interventional, Randomized, Double-Blind, Placebo-Controlled Pilot Study of Glucagon RTU in Subjects Who Experience Hyperinsulinemic Hypoglycemia After Bariatric Surgery",RANDOMIZED,2020-02-26,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,9,High,0.993,Noise,0
BHC,2020-03-09,2020-03-09,Loser,-12.83,7.22,1.78,18.27,2201.5,NCT03515044,40 mg Rifaximin SSD once daily,Overt Hepatic Encephalopathy,Overt Hepatic Encephalopathy,PHASE2,71,COMPLETED,"Bausch Health Americas, Inc.","A Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Multicenter Study to Assess the Efficacy and Safety of Rifaximin Soluble Solid Dispersion (SSD) Tablets Plus Lactulose for the Treatment of Overt Hepatic Encephalopathy (OHE)",RANDOMIZED,2020-03-12,Clinical Data,True,ctgov_crossmatch,ctgov_cross_match,3,High,1.777,Low,0
