ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type
MSLE,2020-05-13,256.9,-22.5,7.44,2083,11.94,1.89,Loser,
VRCA,2020-03-19,87.5,22.5,92.0,9240,16.68,1.35,Gainer,
RZLT,2018-08-28,307.2,-22.5,15.5,50,5.94,3.79,Loser,
VTVT,2020-05-12,150.3,22.49,102.4,16653,7.58,2.97,Gainer,
PGEN,2020-03-09,1341.0,-22.48,2.38,1400900,14.96,1.5,Loser,
GLPG,2022-01-27,2218.1,22.47,65.3,2828300,3.69,6.08,Gainer,
EWTX,2022-01-05,3222.6,22.47,18.97,6063100,10.31,2.18,Gainer,
ELDN,2020-10-29,208.6,22.47,21.42,172200,7.6,2.95,Gainer,
GLSI,2020-12-11,384.0,-22.46,56.0,3768800,23.58,0.95,Loser,
VCYT,2018-10-30,2892.4,22.46,11.56,3298300,6.0,3.74,Gainer,
ENLV,2018-01-19,273.0,22.45,24.0,448500,,,Gainer,
GRCE,2021-02-10,66.4,22.45,57.6,2965348,9.92,2.26,Gainer,
CRMD,2018-11-19,561.8,22.45,6.0,725320,13.92,1.61,Gainer,
QIPT,2019-11-08,161.4,22.45,3.6,1505,3.85,5.83,Gainer,
CNTN,2022-12-01,200.4,22.45,180.0,2088,14.71,1.53,Gainer,
CRMD,2021-09-07,561.8,-22.45,5.01,2227500,8.4,2.67,Loser,
XTNT,2019-06-28,79.8,22.45,3.0,6500,5.43,4.13,Gainer,
PRLD,2022-08-10,173.5,22.43,7.97,181900,6.32,3.55,Gainer,
PHAT,2022-05-09,979.8,-22.42,8.93,537400,12.3,1.82,Loser,
ZVRA,2020-05-13,502.7,-22.41,3.6,547875,15.67,1.43,Loser,
AXGN,2018-12-18,1591.9,-22.41,21.36,4944700,10.48,2.14,Loser,
TNGX,2022-08-10,1500.3,22.41,4.97,247200,7.65,2.93,Gainer,
ACHV,2019-01-15,242.7,22.41,28.4,45375,10.81,2.07,Gainer,
OKYO,2022-08-30,87.8,22.41,2.44,84100,10.38,2.16,Gainer,
MBOT,2018-12-18,161.9,-22.4,1.42,275300,26.73,0.84,Loser,
AMRN,2018-11-13,286.9,-22.4,307.6,1770330,11.14,2.01,Loser,
GYRE,2022-05-26,793.8,-22.38,2.71,683167,13.11,1.71,Loser,
CRBP,2020-03-17,150.4,22.38,126.3,56503,9.99,2.24,Gainer,
PTGX,2018-05-10,5756.4,-22.38,6.52,376800,6.89,3.25,Loser,
KOD,2018-12-06,1636.1,22.37,9.3,87400,10.04,2.23,Gainer,
XBIT,2018-09-10,68.9,-22.35,2.4,241600,10.13,2.2,Loser,
DNTH,2022-07-08,2385.5,22.35,33.28,39500,9.16,2.44,Gainer,
IMUX,2018-12-24,122.7,22.35,8.32,23100,13.82,1.62,Gainer,
MSLE,2018-06-27,256.9,22.32,32.88,2131,10.51,2.12,Gainer,
IBRX,2022-05-11,9633.0,-22.32,2.68,4284400,15.86,1.41,Loser,
PGEN,2020-12-15,1341.0,-22.32,7.17,3085600,11.06,2.02,Loser,
LQDA,2019-02-22,2698.6,22.31,19.3,73600,8.24,2.71,Gainer,
MGNX,2022-11-04,125.9,22.31,5.92,1603400,7.98,2.8,Gainer,
ERAS,2022-12-09,4229.0,-22.3,5.68,4968800,12.85,1.73,Loser,
INDV,2020-04-28,4090.8,22.3,3.62,1500,6.08,3.66,Gainer,
AVTX,2022-09-06,324.0,22.29,1408.8,485,8.2,2.72,Gainer,
LQDA,2020-10-20,2698.6,22.29,4.17,4824100,13.92,1.6,Gainer,
LPCN,2020-03-19,55.3,22.29,6.9,96000,21.26,1.05,Gainer,
URGN,2022-06-07,1015.8,22.29,7.57,323500,7.96,2.8,Gainer,
OCGN,2019-01-04,595.7,22.28,13.5,655968,33.62,0.66,Gainer,
IOVA,2020-03-16,1532.3,-22.28,19.54,2188800,18.12,1.23,Loser,
NGNE,2022-04-04,363.9,22.28,45.0,31530,9.72,2.29,Gainer,
IBRX,2020-07-08,9633.0,22.27,14.99,4662600,10.32,2.16,Gainer,
IBRX,2022-02-15,9633.0,22.26,7.03,5779100,7.71,2.89,Gainer,
PGNY,2020-03-17,1525.1,22.26,23.95,558500,11.95,1.86,Gainer,
ZVRA,2020-05-20,502.7,-22.26,3.3,994038,19.15,1.16,Loser,
HYFT,2020-11-09,52.8,-22.26,6.2,123640,14.28,1.56,Loser,
OCGN,2022-02-22,595.7,22.25,4.23,69548800,8.54,2.61,Gainer,
BYSI,2020-03-19,55.5,22.24,13.3,66200,10.04,2.21,Gainer,
CNTX,2022-04-11,206.7,-22.24,1.98,1057900,11.78,1.89,Loser,
MGTX,2020-12-17,608.5,22.23,16.88,1620700,5.7,3.9,Gainer,
REPL,2022-12-07,631.7,22.23,23.09,2186800,5.83,3.81,Gainer,
PMN,2020-11-13,50.6,-22.22,105.0,277,16.43,1.35,Loser,
TARA,2019-12-30,340.8,22.22,17.6,17415,7.0,3.17,Gainer,
LQDA,2021-11-11,2698.6,22.22,5.17,2993700,6.67,3.33,Gainer,
RZLT,2020-06-04,307.2,-22.22,3.5,410,19.64,1.13,Loser,
PMN,2021-02-09,50.6,22.22,165.0,184,6.82,3.26,Gainer,
ASRT,2021-01-04,74.8,22.22,26.4,523730,9.77,2.27,Gainer,
ALT,2020-03-11,539.7,22.22,3.19,5055100,16.02,1.39,Gainer,
PMN,2020-11-04,50.6,22.22,165.0,178,10.0,2.22,Gainer,
VANI,2020-06-09,99.9,22.22,4.62,3847033,7.95,2.79,Gainer,
PALI,2022-08-03,264.1,22.22,330.0,763,9.55,2.33,Gainer,
IBIO,2018-01-04,97.4,22.22,1100.0,2378,,,Gainer,
CRMD,2018-04-03,561.8,22.22,1.1,559340,13.41,1.66,Gainer,
MSLE,2020-12-28,256.9,-22.22,6.72,19,12.68,1.75,Loser,
ANIX,2020-10-01,99.5,22.22,2.97,1155800,7.41,3.0,Gainer,
SAVA,2020-06-04,110.1,-22.22,2.66,10310304,36.67,0.61,Loser,
ELDN,2020-10-30,208.6,22.22,26.18,217100,7.35,3.02,Gainer,
CRMD,2018-12-06,561.8,22.22,8.25,1629700,10.39,2.14,Gainer,
YI,2022-03-16,68.6,22.22,2.2,2085800,12.27,1.81,Gainer,
XTNT,2018-03-14,79.8,22.21,8.2,418900,10.16,2.19,Gainer,
COEP,2022-11-03,69.3,-22.21,72.5,3630,40.5,0.55,Loser,
SLN,2022-04-27,257.0,-22.21,11.07,58700,12.79,1.74,Loser,
CADL,2021-09-07,288.2,22.21,9.96,177000,8.24,2.7,Gainer,
URGN,2020-03-16,1015.8,-22.19,14.62,219400,14.75,1.5,Loser,
NGNE,2019-11-25,363.9,22.19,84.8,19525,5.13,4.32,Gainer,
ARMP,2021-11-01,391.7,22.19,3.91,675500,5.15,4.31,Gainer,
IMUX,2018-10-04,122.7,22.19,15.64,322573,119.55,0.19,Gainer,
LGND,2020-03-16,3903.1,-22.18,39.53,1832229,14.08,1.58,Loser,
EBS,2020-03-13,434.8,22.17,68.76,1828600,7.0,3.17,Gainer,
BLTE,2022-07-20,7139.0,-22.17,34.01,470200,13.55,1.64,Loser,
TNXP,2018-12-03,178.6,-22.16,25856000.0,0,25.93,0.85,Loser,
CRMD,2018-10-12,561.8,22.16,11.3,3186520,9.2,2.41,Gainer,
ORGO,2019-11-22,407.4,-22.16,4.72,2251000,11.25,1.97,Loser,
DVAX,2021-11-05,1820.1,-22.16,16.16,10642350,8.14,2.72,Loser,
COGT,2018-12-28,6305.7,22.16,18.08,189825,11.63,1.9,Gainer,
TNXP,2020-07-22,178.6,-22.16,832000.0,126,13.85,1.6,Loser,
VANI,2020-12-21,99.9,22.16,6.12,1790200,11.55,1.92,Gainer,
IMUX,2018-11-05,122.7,22.15,15.88,444528,10.94,2.02,Gainer,
MSLE,2021-08-24,256.9,-22.14,13.55,742,4.87,4.54,Loser,
ZLAB,2021-04-13,2154.0,22.14,161.29,1578200,5.09,4.35,Gainer,
BMEA,2022-08-17,96.9,-22.12,10.6,568300,10.16,2.18,Loser,
QIPT,2018-06-29,161.4,22.12,2.08,515,5.8,3.81,Gainer,
ANIX,2018-01-24,99.5,22.12,5.52,1948800,,,Gainer,
JBIO,2021-11-12,731.3,22.11,734.61,2894,9.75,2.27,Gainer,
FDMT,2021-10-29,551.9,-22.11,24.03,2405100,10.17,2.17,Loser,
PHVS,2022-06-17,1844.2,22.11,27.5,111200,4.46,4.96,Gainer,
IRD,2018-05-04,286.9,22.1,106.08,59554,5.5,4.02,Gainer,
GLSI,2021-04-05,384.0,22.09,42.39,826500,11.29,1.96,Gainer,
AMRN,2019-01-10,286.9,22.09,367.0,1647360,7.11,3.11,Gainer,
ELVN,2022-04-05,1762.0,-22.09,5.08,1593225,15.41,1.43,Loser,
GLTO,2022-09-29,1781.9,-22.08,46.75,7741,12.87,1.72,Loser,
IMRX,2022-09-13,322.2,22.08,12.0,74100,7.91,2.79,Gainer,
RZLT,2018-03-28,307.2,-22.07,22.6,16,9.36,2.36,Loser,
TVTX,2019-08-22,2665.4,-22.07,13.56,10597400,8.99,2.45,Loser,
DTIL,2022-06-27,101.1,22.07,53.1,546877,12.07,1.83,Gainer,
RIGL,2022-12-02,630.6,22.06,8.3,6009360,8.13,2.71,Gainer,
TNXP,2021-02-08,178.6,22.05,992000.0,241,10.74,2.05,Gainer,
CORT,2019-11-20,3797.6,-22.05,13.22,6865900,6.37,3.46,Loser,
NVCT,2022-02-14,234.7,-22.05,5.41,1212300,,,Loser,
BLTE,2022-07-21,7139.0,22.05,41.51,101300,11.7,1.88,Gainer,
VANI,2020-12-24,99.9,-22.05,7.53,960800,14.9,1.48,Loser,
RZLT,2018-02-02,307.2,-22.05,35.0,522,8.34,2.65,Loser,
MNOV,2020-09-24,71.3,-22.04,4.67,1766700,7.44,2.96,Loser,
DTIL,2019-09-11,101.1,22.04,294.0,27290,6.89,3.2,Gainer,
IBIO,2020-03-04,97.4,22.03,1080.0,173072,15.67,1.41,Gainer,
DBVT,2022-12-23,1153.6,22.03,2.88,3355900,8.47,2.6,Gainer,
BYSI,2020-08-28,55.5,22.02,12.19,281300,7.21,3.06,Gainer,
AVTX,2020-03-16,324.0,-22.02,4896.0,68,20.16,1.09,Loser,
VSTM,2020-04-20,430.8,22.01,46.56,611225,7.59,2.9,Gainer,
RARE,2020-03-16,2260.2,-22.01,33.8,976200,13.25,1.66,Loser,
BCRX,2020-03-12,2190.7,-22.01,2.02,6949900,23.04,0.96,Loser,
IMMX,2022-04-05,427.3,-22.01,2.02,587300,11.99,1.84,Loser,
MCRB,2021-11-30,79.1,22.0,215.2,310080,6.79,3.24,Gainer,
SLNO,2021-02-08,2098.5,22.0,49.5,61613,5.36,4.1,Gainer,
RZLT,2019-03-07,307.2,22.0,12.2,402,13.98,1.57,Gainer,
DMAC,2020-06-19,414.0,22.0,7.32,706700,6.6,3.33,Gainer,
IMDX,2022-12-16,172.4,-22.0,6.24,74805,13.78,1.6,Loser,
AXSM,2022-04-25,8383.5,-21.99,30.5,4406800,12.55,1.75,Loser,
ACET,2021-02-10,69.6,21.99,267.2,98000,6.66,3.3,Gainer,
IBRX,2020-05-11,9633.0,21.99,5.16,2529400,9.13,2.41,Gainer,
ZNTL,2022-11-09,154.8,-21.98,18.39,1314800,8.55,2.57,Loser,
GALT,2018-01-08,192.1,21.98,5.05,1864400,,,Gainer,
AMLX,2022-06-08,1666.0,21.98,14.65,861200,7.34,3.0,Gainer,
RCKT,2020-03-16,542.2,-21.96,10.66,452500,17.39,1.26,Loser,
ALKS,2018-04-02,4970.0,-21.96,45.23,8053800,6.1,3.6,Loser,
PBYI,2019-10-08,287.2,-21.95,7.86,5552000,10.42,2.11,Loser,
SABS,2022-06-24,195.2,21.95,15.0,14660,13.5,1.63,Gainer,
NRIX,2020-12-14,1642.4,21.95,48.44,355100,8.37,2.62,Gainer,
SNDX,2020-05-22,1886.9,-21.95,16.0,7122500,14.45,1.52,Loser,
HCM,2022-06-08,2588.0,21.95,11.39,3111700,8.87,2.48,Gainer,
MRVI,2021-11-05,1304.4,-21.94,35.0,5582000,7.24,3.03,Loser,
ACAD,2018-04-25,4155.1,-21.93,15.2,18289400,10.27,2.14,Loser,
ANIX,2020-11-27,99.5,21.93,2.78,324100,6.69,3.28,Gainer,
ASMB,2019-10-17,472.0,21.93,186.12,632825,8.26,2.66,Gainer,
BCYC,2020-09-14,397.5,21.92,19.08,1100900,7.18,3.05,Gainer,
CLYM,2021-09-17,487.5,-21.92,18.77,1006200,20.16,1.09,Loser,
IBRX,2021-11-30,9633.0,21.91,7.79,7929300,6.74,3.25,Gainer,
LXRX,2019-03-22,614.3,-21.91,6.2,3482400,11.73,1.87,Loser,
ANVS,2021-05-10,71.0,21.9,28.61,315200,7.9,2.77,Gainer,
CNTN,2022-02-16,200.4,-21.9,922.5,7582,20.21,1.08,Loser,
ENLV,2018-05-07,273.0,21.89,19.6,8800,7.67,2.85,Gainer,
CABA,2022-11-01,319.6,21.89,2.06,1948700,10.22,2.14,Gainer,
RZLT,2020-05-12,307.2,-21.88,3.75,80,17.13,1.28,Loser,
SLGL,2018-09-06,255.4,21.88,78.0,23770,4.69,4.66,Gainer,
QIPT,2020-04-13,161.4,21.88,2.2,31489,4.89,4.47,Gainer,
HELP,2020-12-04,366.7,21.87,37.05,9634,11.56,1.89,Gainer,
COGT,2020-03-17,6305.7,21.87,1.56,47175,22.56,0.97,Gainer,
IDYA,2020-01-02,2827.6,21.87,9.14,65200,7.19,3.04,Gainer,
MSLE,2019-05-10,256.9,-21.87,12.0,16,5.3,4.13,Loser,
ABUS,2018-08-03,896.2,-21.86,9.65,1504200,10.48,2.09,Loser,
GHRS,2021-12-06,921.1,21.86,23.47,827900,15.49,1.41,Gainer,
CRBP,2021-02-01,150.4,21.86,66.9,1231893,9.73,2.25,Gainer,
STRO,2019-01-04,335.5,21.85,112.1,8550,10.99,1.99,Gainer,
ZVRA,2020-11-23,502.7,21.84,16.96,102181,6.59,3.31,Gainer,
OMER,2022-06-27,854.4,21.84,3.18,1826200,9.43,2.31,Gainer,
SAVA,2021-01-25,110.1,21.83,15.68,4256649,7.71,2.83,Gainer,
PTGX,2022-04-14,5756.4,-21.83,19.95,4877100,8.79,2.48,Loser,
SLDB,2022-03-16,483.8,21.83,18.0,157460,8.19,2.67,Gainer,
AGEN,2021-10-22,120.4,-21.83,78.7,817860,7.98,2.74,Loser,
BDTX,2020-03-27,140.7,-21.82,24.11,94800,20.67,1.06,Loser,
IMTX,2020-05-29,1386.2,21.82,13.4,933700,2.61,8.37,Gainer,
QIPT,2018-08-07,161.4,-21.82,1.72,2577,6.28,3.47,Loser,
RLMD,2018-08-28,334.4,21.81,4.2,900,10.89,2.0,Gainer,
TGTX,2022-04-18,4777.1,-21.81,6.92,14024400,11.23,1.94,Loser,
IMVT,2020-03-18,5643.9,-21.8,8.36,315900,19.53,1.12,Loser,
STOK,2020-02-10,2079.6,21.79,34.15,381700,5.95,3.66,Gainer,
ENLV,2020-03-02,273.0,-21.79,7.0,650300,17.38,1.25,Loser,
CNTN,2022-01-20,200.4,21.79,1173.75,2673,,,Gainer,
PRAX,2020-11-10,9341.1,-21.78,419.7,83240,,,Loser,
JBIO,2022-06-24,731.3,21.78,564.43,16440,6.9,3.15,Gainer,
SRRK,2022-07-06,4515.9,21.77,7.16,2153900,14.2,1.53,Gainer,
TRVI,2020-08-24,1528.5,-21.76,3.74,117100,20.3,1.07,Loser,
VTVT,2018-10-04,150.3,-21.76,106.4,146933,15.08,1.44,Loser,
QURE,2020-06-25,973.6,-21.76,49.22,7533200,8.21,2.65,Loser,
CNMD,2020-03-24,1424.5,21.75,46.11,651400,15.42,1.41,Gainer,
VRCA,2020-06-30,87.5,-21.75,110.1,35650,12.72,1.71,Loser,
MSLE,2020-03-16,256.9,-21.74,4.32,40,33.89,0.64,Loser,
FATE,2021-08-20,170.7,-21.74,67.01,6452200,9.06,2.4,Loser,
HURA,2019-05-21,94.3,21.74,4410.0,142,15.13,1.44,Gainer,
IBIO,2022-05-20,97.4,21.74,140.0,17412,10.0,2.17,Gainer,
RZLT,2018-11-27,307.2,21.74,7.0,2,3.61,6.03,Gainer,
ALLO,2021-12-13,624.7,-21.74,14.11,4046200,8.85,2.46,Loser,
IBIO,2020-04-28,97.4,21.74,560.0,201477,11.16,1.95,Gainer,
MSLE,2018-03-19,256.9,21.74,6.72,4,3.57,6.09,Gainer,
COLL,2019-02-28,1317.2,21.73,17.59,1948700,4.79,4.54,Gainer,
AUTL,2019-09-05,455.1,21.73,11.93,7777100,10.22,2.13,Gainer,
GRCE,2019-12-26,66.4,21.72,129.12,201083,10.8,2.01,Gainer,
ALDX,2021-01-08,328.5,21.72,10.31,3459200,5.68,3.82,Gainer,
ZYME,2021-01-28,1773.5,-21.72,34.49,3360900,10.97,1.98,Loser,
FULC,2020-02-18,558.1,21.71,18.5,83900,9.09,2.39,Gainer,
ASRT,2021-05-26,74.8,21.71,27.75,1085053,10.11,2.15,Gainer,
GRCE,2018-10-01,66.4,21.71,75.36,223267,7.64,2.84,Gainer,
PMVP,2022-06-07,90.5,-21.7,10.86,10892300,16.86,1.29,Loser,
QDEL,2020-08-27,1544.8,-21.7,174.56,13439100,12.02,1.81,Loser,
NKTX,2020-12-07,191.8,21.69,48.31,1131200,7.22,3.0,Gainer,
HRTX,2020-03-16,218.2,-21.69,10.54,3202300,14.94,1.45,Loser,
IMMP,2021-11-09,412.1,-21.68,3.72,3650400,7.61,2.85,Loser,
AKBA,2019-11-22,347.6,21.68,4.21,4042600,8.07,2.69,Gainer,
MESO,2020-04-09,2103.1,21.68,13.92,728700,11.44,1.9,Gainer,
SNDX,2020-03-04,1886.9,21.68,11.28,425300,7.27,2.98,Gainer,
IMDX,2022-11-11,172.4,-21.67,9.4,82145,13.51,1.6,Loser,
PLX,2018-09-21,231.6,21.67,7.3,684700,4.93,4.39,Gainer,
MIST,2022-10-17,145.6,-21.67,6.65,9571800,11.98,1.81,Loser,
DTIL,2020-04-06,101.1,21.67,170.1,21840,15.4,1.41,Gainer,
NKTR,2018-03-02,1930.0,21.67,1543.05,439240,6.86,3.16,Gainer,
TECX,2020-04-01,438.9,-21.66,146.28,32583,20.78,1.04,Loser,
HURA,2022-12-07,94.3,21.66,359.8,20083,11.09,1.95,Gainer,
MNKD,2020-12-16,1007.2,21.65,3.99,14361300,5.53,3.92,Gainer,
PALI,2022-03-15,264.1,21.65,885.0,1787,7.5,2.89,Gainer,
ONCY,2020-05-11,121.6,21.64,2.08,2933900,8.44,2.56,Gainer,
TERN,2021-04-14,4581.3,21.63,21.65,188300,10.77,2.01,Gainer,
TECX,2019-02-25,438.9,21.63,203.76,37350,8.04,2.69,Gainer,
ANVS,2020-04-02,71.0,-21.63,2.5,3500,19.64,1.1,Loser,
TNYA,2022-11-17,121.6,-21.63,2.5,4159900,15.81,1.37,Loser,
TGTX,2021-08-02,4777.1,-21.63,27.42,8580800,7.64,2.83,Loser,
CADL,2022-10-21,288.2,21.62,1.8,327900,17.73,1.22,Gainer,
KALA,2022-05-24,346.3,-21.62,23.75,93206,22.71,0.95,Loser,
CBIO,2022-08-05,368.1,21.62,-99.0,5840,-5.56,-3.89,Gainer,
MSLE,2020-12-01,256.9,-21.62,6.96,1,4.48,4.82,Loser,
VRCA,2020-03-16,87.5,-21.62,71.4,8330,18.2,1.19,Loser,
TARA,2018-12-28,340.8,21.62,90.0,2953,4.99,4.33,Gainer,
SPRB,2022-09-28,58.8,21.62,8100.0,5,8.64,2.5,Gainer,
HURA,2021-05-26,94.3,21.62,3150.0,16635,6.91,3.13,Gainer,
FENC,2020-04-06,290.0,21.61,6.64,266300,10.47,2.06,Gainer,
SCLX,2022-12-28,57.7,21.6,122.15,354,13.44,1.61,Gainer,
CPRX,2020-08-11,2836.8,-21.6,3.34,9388000,7.62,2.83,Loser,
AVXL,2018-12-28,410.5,21.6,1.52,594700,9.69,2.23,Gainer,
TLSA,2020-08-03,184.5,-21.6,5.48,2644900,18.15,1.19,Loser,
MDGL,2018-11-13,9811.3,-21.6,146.23,622100,12.17,1.77,Loser,
EYPT,2022-07-15,1453.7,21.6,9.91,859000,6.47,3.34,Gainer,
DMAC,2019-11-12,414.0,21.59,3.66,106300,7.02,3.08,Gainer,
IMNM,2021-01-25,2411.9,21.59,17.85,147200,5.67,3.81,Gainer,
ENLV,2021-02-08,273.0,21.58,23.1,3464900,6.4,3.37,Gainer,
IMUX,2021-02-16,122.7,21.58,25.3,814700,6.5,3.32,Gainer,
CRMD,2019-01-04,561.8,21.58,8.45,896340,10.5,2.05,Gainer,
IVA,2022-10-31,1348.2,-21.58,4.58,28900,22.55,0.96,Loser,
EYPT,2018-05-10,1453.7,-21.57,20.0,227900,14.5,1.49,Loser,
ENTX,2020-03-18,63.7,-21.57,1.6,12300,18.23,1.18,Loser,
STOK,2020-03-19,2079.6,21.57,22.6,240000,13.51,1.6,Gainer,
ALEC,2020-03-17,265.2,21.57,28.18,691200,10.51,2.05,Gainer,
RZLT,2019-08-06,307.2,-21.56,12.55,52,31.04,0.69,Loser,
ASRT,2022-01-03,74.8,21.56,39.75,209793,9.6,2.24,Gainer,
SVRA,2021-03-30,1224.9,21.56,1.95,7402300,14.79,1.46,Gainer,
ELVN,2022-10-18,1762.0,21.55,16.92,877525,6.19,3.48,Gainer,
CRVS,2021-02-22,1529.6,21.54,4.57,7018200,7.83,2.75,Gainer,
PHAT,2022-08-09,979.8,21.54,8.86,3157600,9.96,2.16,Gainer,
SRRK,2022-06-28,4515.9,-21.53,5.76,1812000,16.1,1.34,Loser,
SGMO,2020-12-11,160.7,-21.53,12.28,11839600,6.91,3.12,Loser,
AURA,2021-11-29,374.0,-21.53,17.75,189600,19.76,1.09,Loser,
EOLS,2020-12-17,278.7,21.53,4.46,6385700,8.38,2.57,Gainer,
SNDX,2019-12-05,1886.9,21.52,8.81,238000,5.33,4.03,Gainer,
PVLA,2019-09-27,1598.2,-21.52,288.8,26748,13.56,1.59,Loser,
NBP,2021-07-28,378.2,21.52,73.76,2247900,7.82,2.75,Gainer,
QIPT,2018-02-21,161.4,-21.51,1.46,3755,17.37,1.24,Loser,
SLDB,2020-03-16,483.8,-21.51,43.8,50680,12.9,1.67,Loser,
LPCN,2018-12-31,55.3,21.5,22.1,13471,7.92,2.71,Gainer,
QTTB,2020-03-12,56.1,-21.5,253.08,26850,10.67,2.01,Loser,
XERS,2019-02-12,1015.5,-21.5,11.54,352700,7.34,2.93,Loser,
PHAT,2022-05-17,979.8,21.49,9.95,832800,13.02,1.65,Gainer,
INKT,2022-04-07,51.4,21.49,29.4,42940,11.67,1.84,Gainer,
NVAX,2018-08-09,1647.7,21.49,29.4,769990,5.1,4.21,Gainer,
TECX,2020-03-12,438.9,-21.48,169.8,29075,15.34,1.4,Loser,
CABA,2022-05-16,319.6,21.48,1.81,268000,11.68,1.84,Gainer,
TARA,2019-03-06,340.8,21.48,144.8,20680,5.56,3.87,Gainer,
QIPT,2018-08-06,161.4,21.48,2.2,50,3.09,6.95,Gainer,
MBOT,2020-03-12,161.9,-21.47,5.01,256300,16.5,1.3,Loser,
ALXO,2021-11-09,276.8,-21.47,40.93,1441300,10.26,2.09,Loser,
ABEO,2022-07-08,277.5,21.46,5.49,560300,11.38,1.89,Gainer,
ADMA,2018-07-26,3715.5,21.46,6.0,2728200,5.16,4.16,Gainer,
SANA,2022-06-17,1121.4,21.46,5.15,2580700,9.51,2.26,Gainer,
RZLT,2019-08-13,307.2,21.46,14.15,6,26.96,0.8,Gainer,
CRDL,2021-01-12,113.9,21.46,2.66,780000,6.54,3.28,Gainer,
AVXL,2021-06-16,410.5,21.45,21.06,7689300,6.94,3.09,Gainer,
IMUX,2021-07-15,122.7,-21.45,9.34,2315100,10.21,2.1,Loser,
TNYA,2021-08-31,121.6,-21.45,20.25,264000,14.16,1.51,Loser,
NVAX,2021-02-01,1647.7,21.44,268.3,13962300,5.97,3.59,Gainer,
RZLT,2018-12-07,307.2,-21.43,5.5,410,4.09,5.24,Loser,
DMAC,2018-04-10,414.0,21.43,8.84,50025,8.35,2.57,Gainer,
LPCN,2020-12-09,55.3,-21.43,22.44,1014935,9.23,2.32,Loser,
ARMP,2018-03-20,391.7,-21.43,16.94,98207,11.57,1.85,Loser,
TNXP,2022-05-11,178.6,-21.43,70400.0,54,11.36,1.89,Loser,
HURA,2021-09-24,94.3,-21.43,1540.0,4463,12.08,1.77,Loser,
ORKA,2018-10-31,1665.8,21.43,79.0,12955,9.34,2.29,Gainer,
ORGO,2022-03-02,407.4,21.41,8.79,3847900,6.16,3.47,Gainer,
NRXP,2020-12-23,55.1,-21.4,301.5,35190,16.76,1.28,Loser,
SLDB,2021-05-14,483.8,-21.4,52.35,301960,9.05,2.36,Loser,
APLS,2020-03-16,2679.3,-21.4,20.16,1563200,14.68,1.46,Loser,
CRMD,2022-02-28,561.8,21.39,4.88,1084700,5.03,4.25,Gainer,
ARCT,2018-01-04,233.8,21.38,9.48,263700,,,Gainer,
DRUG,2022-09-02,820.4,21.38,9.65,12474160,43.53,0.49,Gainer,
COEP,2022-11-01,69.3,-21.38,102.2,6095,26.56,0.81,Loser,
ANIX,2018-03-27,99.5,-21.36,3.35,1106500,15.33,1.39,Loser,
VRDN,2020-03-25,2804.1,21.36,7.24,113580,23.74,0.9,Gainer,
LQDA,2018-12-26,2698.6,21.36,27.44,53400,8.91,2.4,Gainer,
VIR,2020-11-09,1264.6,-21.36,25.51,3523000,10.81,1.98,Loser,
XERS,2021-08-23,1015.5,21.36,2.67,99200000,7.53,2.84,Gainer,
MYGN,2019-05-08,429.7,-21.35,27.0,4968500,4.75,4.49,Loser,
TRVI,2020-07-07,1528.5,-21.35,5.49,186700,18.0,1.19,Loser,
RIGL,2020-07-13,630.6,21.35,21.6,1238870,7.34,2.91,Gainer,
ARCT,2022-05-11,233.8,-21.35,13.04,1257400,19.75,1.08,Loser,
AQST,2019-12-13,488.0,-21.34,5.27,7593100,16.78,1.27,Loser,
ASMB,2019-04-15,472.0,-21.34,177.36,259633,9.6,2.22,Loser,
CELC,2021-06-29,5169.0,-21.34,24.33,1555400,9.7,2.2,Loser,
IMUX,2019-04-23,122.7,21.33,17.35,571300,34.95,0.61,Gainer,
PAHC,2019-05-07,2212.8,-21.33,24.5,1007300,4.15,5.14,Loser,
FBRX,2019-05-30,378.6,21.33,1920.0,3497,14.6,1.46,Gainer,
RYTM,2022-08-15,6188.4,21.33,26.45,2006000,9.37,2.28,Gainer,
EDAP,2019-05-16,163.4,-21.32,3.58,553600,8.8,2.42,Loser,
MCRB,2020-08-13,79.1,21.31,571.6,892785,8.8,2.42,Gainer,
BHVN,2022-10-04,1528.6,21.3,8.3,11465700,,,Gainer,
LCTX,2020-02-06,442.2,21.3,1.31,5644300,8.05,2.64,Gainer,
NVCT,2022-04-06,234.7,21.3,10.25,1066900,9.97,2.14,Gainer,
HYFT,2018-04-04,52.8,21.3,2.79,8940,4.88,4.36,Gainer,
COGT,2019-11-15,6305.7,-21.29,3.18,62150,20.72,1.03,Loser,
TRVI,2022-06-29,1528.5,21.29,2.45,64529800,9.82,2.17,Gainer,
BCYC,2020-03-10,397.5,21.29,18.0,54400,11.23,1.9,Gainer,
AGEN,2022-11-10,120.4,21.29,48.09,484519,8.51,2.5,Gainer,
ALDX,2020-07-14,328.5,21.28,5.7,4712400,7.89,2.7,Gainer,
XERS,2020-03-26,1015.5,21.28,2.28,399700,17.61,1.21,Gainer,
IBIO,2019-10-24,97.4,-21.28,185.0,5633,18.65,1.14,Loser,
TARA,2018-01-17,340.8,21.28,114.0,10410,,,Gainer,
KLRS,2021-02-02,195.6,21.28,1026.49,44622,9.25,2.3,Gainer,
