ticker,event_date,move_pct,atr_pct,normalized_move,event_type,market_cap_m,match_type,catalyst_type
MDGL,2020-05-11,13.62,6.26,2.17,Gainer,9811.3,unmatched,
NBTX,2022-07-21,13.61,6.29,2.16,Gainer,1502.0,unmatched,
XENE,2021-02-24,13.61,6.62,2.06,Gainer,3340.6,unmatched,
BYSI,2022-12-21,13.61,13.95,0.98,Gainer,55.5,unmatched,
YI,2021-11-22,-13.61,7.3,1.86,Loser,68.6,unmatched,
APLS,2018-05-21,-13.61,7.93,1.72,Loser,2679.3,unmatched,
EDIT,2022-07-19,13.61,7.71,1.77,Gainer,214.8,unmatched,
IMA,2021-05-13,-13.61,12.43,1.09,Loser,75.1,unmatched,
TYRA,2021-12-08,-13.61,17.66,0.77,Loser,1777.8,unmatched,
CRDF,2022-07-11,-13.61,11.45,1.19,Loser,130.7,unmatched,
GLUE,2021-06-30,13.61,,,Gainer,1353.3,unmatched,
NGNE,2022-06-23,13.61,8.17,1.67,Gainer,363.9,unmatched,
CABA,2022-05-04,-13.61,13.82,0.99,Loser,319.6,unmatched,
ACRS,2022-01-12,-13.61,8.34,1.63,Loser,311.0,unmatched,
EOLS,2018-06-11,13.61,14.88,0.91,Gainer,278.7,unmatched,
OVID,2019-09-06,13.61,8.0,1.7,Gainer,116.1,unmatched,
XERS,2019-06-05,-13.6,8.23,1.65,Loser,1015.5,unmatched,
TCRX,2022-11-18,-13.6,13.45,1.01,Loser,60.2,unmatched,
NGNE,2022-03-03,-13.6,9.7,1.4,Loser,363.9,unmatched,
COGT,2020-09-03,-13.6,15.32,0.89,Loser,6305.7,unmatched,
DRUG,2021-11-16,-13.6,12.04,1.13,Loser,820.4,unmatched,
VSTM,2019-10-30,-13.6,7.92,1.72,Loser,430.8,unmatched,
PEPG,2022-10-31,13.6,12.04,1.13,Gainer,427.6,unmatched,
OCGN,2020-06-08,13.6,10.49,1.3,Gainer,595.7,unmatched,
ACLX,2022-05-10,13.6,9.6,1.42,Gainer,6579.7,unmatched,
ALDX,2022-04-18,-13.6,8.08,1.68,Loser,328.5,unmatched,
TERN,2022-09-22,-13.6,14.07,0.97,Loser,4581.3,unmatched,
AVXL,2019-03-04,13.6,6.78,2.0,Gainer,410.5,unmatched,
MLTX,2022-08-16,13.6,12.76,1.07,Gainer,1240.5,unmatched,
STRO,2020-06-26,-13.6,8.81,1.54,Loser,335.5,unmatched,
RIGL,2018-04-03,-13.6,10.3,1.32,Loser,630.6,unmatched,
XOMA,2020-10-23,13.6,5.49,2.48,Gainer,316.1,unmatched,
EDAP,2020-09-28,13.6,6.86,1.98,Gainer,163.4,unmatched,
PLX,2020-05-01,-13.6,12.01,1.13,Loser,231.6,unmatched,
ELTX,2022-03-21,-13.6,9.67,1.41,Loser,224.2,unmatched,
PRLD,2020-10-27,13.6,12.92,1.05,Gainer,173.5,unmatched,
ARVN,2020-12-22,13.6,7.5,1.81,Gainer,974.3,unmatched,
VSTM,2022-05-17,13.59,11.32,1.2,Gainer,430.8,unmatched,
HURA,2018-02-27,13.59,12.21,1.11,Gainer,94.3,unmatched,
INKT,2021-12-23,13.59,40.48,0.34,Gainer,51.4,unmatched,
GERN,2020-05-26,-13.59,11.86,1.15,Loser,1072.4,unmatched,
GERN,2022-03-17,13.59,5.51,2.47,Gainer,1072.4,unmatched,
XOMA,2020-03-12,-13.59,9.42,1.44,Loser,316.1,unmatched,
VCYT,2021-07-30,13.59,4.89,2.78,Gainer,2892.4,unmatched,
CRNX,2018-12-20,-13.59,12.0,1.13,Loser,4213.2,unmatched,
AUTL,2019-08-12,-13.59,13.95,0.97,Loser,455.1,unmatched,
DMAC,2018-02-02,-13.59,7.84,1.73,Loser,414.0,unmatched,
RLMD,2018-10-09,13.59,6.65,2.04,Gainer,334.4,unmatched,
IMUX,2022-05-13,13.59,11.94,1.14,Gainer,122.7,unmatched,
ZYME,2020-03-17,13.59,13.17,1.03,Gainer,1773.5,unmatched,
KNSA,2019-07-09,13.59,6.36,2.14,Gainer,3372.2,unmatched,
MREO,2019-11-11,-13.59,11.45,1.19,Loser,59.0,unmatched,
IMMP,2022-06-06,-13.59,7.94,1.71,Loser,412.1,unmatched,
CPIX,2019-11-13,-13.58,4.37,3.11,Loser,73.6,unmatched,
CMPX,2021-08-31,-13.58,7.85,1.73,Loser,1004.9,unmatched,
IKT,2022-08-08,13.58,9.39,1.45,Gainer,248.6,unmatched,
CGEM,2021-08-05,13.58,6.59,2.06,Gainer,915.7,unmatched,
RXRX,2022-08-11,13.58,6.29,2.16,Gainer,1913.0,unmatched,
QURE,2018-06-28,13.58,5.89,2.31,Gainer,973.6,unmatched,
NRIX,2020-08-12,13.58,,,Gainer,1642.4,unmatched,
ONCY,2021-04-09,-13.58,9.58,1.42,Loser,121.6,unmatched,
ACHV,2020-07-31,13.58,14.11,0.96,Gainer,242.7,unmatched,
URGN,2019-11-12,13.58,3.87,3.51,Gainer,1015.8,unmatched,
INKT,2022-03-11,-13.58,15.04,0.9,Loser,51.4,unmatched,
RPID,2022-12-02,13.58,14.57,0.93,Gainer,191.9,unmatched,
STXS,2021-03-01,13.57,6.39,2.12,Gainer,201.6,unmatched,
SNDX,2018-12-21,-13.57,10.63,1.28,Loser,1886.9,unmatched,
NEOG,2020-03-30,13.57,9.17,1.48,Gainer,2442.8,unmatched,
CRSP,2020-10-21,-13.57,6.52,2.08,Loser,5772.6,unmatched,
VKTX,2018-06-21,-13.57,12.6,1.08,Loser,3910.4,unmatched,
TNXP,2022-08-15,13.57,15.66,0.87,Gainer,178.6,unmatched,
BGM,2022-05-13,13.57,7.48,1.81,Gainer,222.7,unmatched,
BCYC,2022-04-12,-13.57,15.82,0.86,Loser,397.5,unmatched,
ADMA,2021-11-11,13.57,6.07,2.24,Gainer,3715.5,unmatched,
LAB,2022-01-28,13.57,8.49,1.6,Gainer,434.6,unmatched,
VIR,2022-03-25,-13.56,7.98,1.7,Loser,1264.6,unmatched,
PALI,2019-02-20,-13.56,9.02,1.5,Loser,264.1,unmatched,
IFRX,2018-01-04,13.56,,,Gainer,62.3,unmatched,
LIVN,2020-10-12,13.56,3.3,4.1,Gainer,3855.2,unmatched,
TWST,2022-06-23,13.56,7.2,1.88,Gainer,2876.7,unmatched,
QIPT,2022-04-19,13.56,4.17,3.25,Gainer,161.4,unmatched,
RYTM,2022-09-12,13.56,10.26,1.32,Gainer,6188.4,unmatched,
ABCL,2021-03-18,-13.56,11.39,1.19,Loser,1080.6,unmatched,
CCCC,2022-09-16,-13.56,8.25,1.64,Loser,261.7,unmatched,
IMDX,2022-08-04,13.56,6.33,2.14,Gainer,172.4,unmatched,
RANI,2022-09-12,-13.55,11.33,1.2,Loser,168.0,unmatched,
CNTB,2022-12-13,13.55,7.71,1.76,Gainer,138.1,unmatched,
FENC,2020-04-30,-13.55,11.39,1.19,Loser,290.0,unmatched,
PACB,2020-03-18,-13.55,17.63,0.77,Loser,507.2,unmatched,
NRXP,2021-10-13,-13.55,11.08,1.22,Loser,55.1,unmatched,
GERN,2018-09-24,13.55,8.9,1.52,Gainer,1072.4,unmatched,
HUMA,2022-02-24,13.55,9.24,1.47,Gainer,215.2,unmatched,
STOK,2022-11-11,13.55,8.27,1.64,Gainer,2079.6,unmatched,
SYRE,2022-08-30,-13.55,17.95,0.75,Loser,3378.0,unmatched,
LQDA,2020-11-05,13.55,16.98,0.8,Gainer,2698.6,unmatched,
CGEN,2022-07-22,-13.55,9.11,1.49,Loser,170.4,unmatched,
BDTX,2020-04-15,13.55,14.38,0.94,Gainer,140.7,unmatched,
NRXP,2020-12-28,13.55,16.4,0.83,Gainer,55.1,unmatched,
INDV,2020-11-18,13.55,2.46,5.5,Gainer,4090.8,unmatched,
IMMX,2022-06-01,-13.55,18.59,0.73,Loser,427.3,unmatched,
IDYA,2019-10-02,-13.55,13.53,1.0,Loser,2827.6,unmatched,
TRVI,2020-06-29,13.55,12.01,1.13,Gainer,1528.5,unmatched,
IMMX,2022-02-01,13.55,20.06,0.68,Gainer,427.3,unmatched,
GLTO,2022-04-18,-13.55,9.97,1.36,Loser,1781.9,unmatched,
KLRS,2020-09-18,13.55,11.12,1.22,Gainer,195.6,unmatched,
BHC,2022-08-03,13.54,13.78,0.98,Gainer,2201.5,unmatched,
ELMD,2018-09-12,13.54,2.94,4.61,Gainer,197.7,unmatched,
PACB,2020-12-01,13.54,6.82,1.98,Gainer,507.2,unmatched,
SRRK,2020-10-02,-13.54,5.98,2.26,Loser,4515.9,unmatched,
OCGN,2021-01-27,-13.54,24.07,0.56,Loser,595.7,unmatched,
ELVN,2022-11-10,13.54,10.47,1.29,Gainer,1762.0,unmatched,
MDXG,2018-07-27,-13.54,13.72,0.99,Loser,724.2,unmatched,
BYSI,2022-12-22,-13.54,16.84,0.8,Loser,55.5,unmatched,
CCCC,2020-11-24,13.54,6.54,2.07,Gainer,261.7,unmatched,
ADPT,2022-12-21,13.54,7.94,1.71,Gainer,2463.5,unmatched,
ACRS,2019-08-22,13.54,11.15,1.21,Gainer,311.0,unmatched,
PRLD,2022-01-04,-13.54,11.35,1.19,Loser,173.5,unmatched,
SLS,2021-01-07,13.54,28.91,0.47,Gainer,839.5,unmatched,
HCM,2018-12-21,-13.54,9.1,1.49,Loser,2588.0,unmatched,
TLSA,2022-01-03,13.54,10.6,1.28,Gainer,184.5,unmatched,
MOLN,2022-05-13,13.54,13.48,1.01,Gainer,187.8,unmatched,
INDV,2019-04-11,-13.54,20.76,0.65,Loser,4090.8,unmatched,
ELDN,2021-11-12,13.54,4.68,2.89,Gainer,208.6,unmatched,
XERS,2022-08-10,13.53,6.45,2.1,Gainer,1015.5,unmatched,
GLUE,2021-09-08,-13.53,8.56,1.58,Loser,1353.3,unmatched,
ALEC,2019-04-17,-13.53,8.22,1.65,Loser,265.2,unmatched,
KLRS,2022-05-11,-13.53,20.65,0.66,Loser,195.6,unmatched,
HYFT,2020-10-13,-13.53,11.2,1.21,Loser,52.8,unmatched,
VCYT,2021-02-22,-13.53,10.2,1.33,Loser,2892.4,unmatched,
LPCN,2019-11-13,-13.53,42.08,0.32,Loser,55.3,unmatched,
KMDA,2020-07-01,13.53,6.26,2.16,Gainer,501.8,unmatched,
RNAC,2020-10-08,13.53,10.56,1.28,Gainer,197.4,unmatched,
ALEC,2020-11-04,13.53,5.33,2.54,Gainer,265.2,unmatched,
ORMP,2022-12-22,13.53,5.98,2.26,Gainer,136.1,unmatched,
GALT,2018-12-20,-13.53,7.85,1.72,Loser,192.1,unmatched,
BCRX,2020-04-13,13.53,11.74,1.15,Gainer,2190.7,unmatched,
ANNX,2020-08-05,13.52,,,Gainer,834.7,unmatched,
IMUX,2019-04-18,13.52,35.16,0.38,Gainer,122.7,unmatched,
ENLV,2020-03-12,-13.52,25.1,0.54,Loser,273.0,unmatched,
AURA,2022-08-18,-13.52,8.58,1.58,Loser,374.0,unmatched,
DRUG,2021-11-03,13.52,3.81,3.55,Gainer,820.4,unmatched,
DNLI,2022-11-10,13.52,7.46,1.81,Gainer,3307.4,unmatched,
BLFS,2018-11-09,13.52,6.73,2.01,Gainer,1165.2,unmatched,
VTYX,2021-10-27,13.52,,,Gainer,1002.3,unmatched,
IMNM,2022-04-28,13.52,12.96,1.04,Gainer,2411.9,unmatched,
PBYI,2022-11-14,13.52,5.94,2.28,Gainer,287.2,unmatched,
HURA,2019-02-20,-13.52,12.05,1.12,Loser,94.3,unmatched,
CRSP,2018-01-22,13.52,,,Gainer,5772.6,unmatched,
MBOT,2019-09-10,-13.51,8.51,1.59,Loser,161.9,unmatched,
COLL,2020-03-18,-13.51,13.21,1.02,Loser,1317.2,unmatched,
LCTX,2020-01-16,13.51,9.82,1.38,Gainer,442.2,unmatched,
IFRX,2018-12-31,13.51,6.69,2.02,Gainer,62.3,unmatched,
TERN,2021-12-01,-13.51,10.37,1.3,Loser,4581.3,unmatched,
ADAG,2021-12-13,-13.51,10.44,1.29,Loser,139.5,unmatched,
SABS,2021-10-25,-13.51,5.75,2.35,Loser,195.2,unmatched,
SNDX,2020-03-16,-13.51,15.31,0.88,Loser,1886.9,unmatched,
RNAC,2020-10-28,13.51,10.24,1.32,Gainer,197.4,unmatched,
CGEN,2021-02-25,-13.51,11.07,1.22,Loser,170.4,unmatched,
DNLI,2020-01-27,13.51,6.06,2.23,Gainer,3307.4,unmatched,
SYRE,2022-11-07,13.51,10.75,1.26,Gainer,3378.0,unmatched,
EYPT,2020-11-09,13.51,7.62,1.77,Gainer,1453.7,unmatched,
DYN,2021-01-06,13.51,7.8,1.73,Gainer,2571.9,unmatched,
GRCE,2020-12-02,-13.51,11.87,1.14,Loser,66.4,unmatched,
CRDF,2020-03-12,-13.51,18.02,0.75,Loser,130.7,unmatched,
IMRX,2022-12-29,13.5,13.0,1.04,Gainer,322.2,unmatched,
ANVS,2022-06-09,-13.5,8.5,1.59,Loser,71.0,unmatched,
CABA,2022-03-22,13.5,7.58,1.78,Gainer,319.6,unmatched,
TSHA,2022-06-06,13.5,11.89,1.14,Gainer,1240.9,unmatched,
SAVA,2021-04-12,-13.5,11.88,1.14,Loser,110.1,unmatched,
TNYA,2021-08-27,13.5,9.57,1.41,Gainer,121.6,unmatched,
NRXP,2021-04-26,13.5,13.07,1.03,Gainer,55.1,unmatched,
IMDX,2019-12-19,13.5,6.72,2.01,Gainer,172.4,unmatched,
IFRX,2021-10-08,13.5,5.77,2.34,Gainer,62.3,unmatched,
ASMB,2022-05-09,-13.5,9.43,1.43,Loser,472.0,unmatched,
RANI,2021-11-04,13.5,7.08,1.91,Gainer,168.0,unmatched,
CRDF,2020-09-04,-13.49,12.41,1.09,Loser,130.7,unmatched,
VMD,2020-03-23,-13.49,15.69,0.86,Loser,337.4,unmatched,
BNTC,2021-01-27,-13.49,9.16,1.47,Loser,373.4,unmatched,
RZLT,2019-11-11,-13.49,21.28,0.63,Loser,307.2,unmatched,
NTLA,2018-11-01,13.49,9.0,1.5,Gainer,1596.1,unmatched,
CPRX,2021-11-11,13.49,3.42,3.94,Gainer,2836.8,unmatched,
CDNA,2018-08-10,13.49,4.31,3.13,Gainer,998.5,unmatched,
PTGX,2021-03-01,13.49,6.75,2.0,Gainer,5756.4,unmatched,
ARCT,2018-11-01,13.49,9.02,1.5,Gainer,233.8,unmatched,
RGNX,2018-05-09,13.49,5.29,2.55,Gainer,457.6,unmatched,
SLS,2021-06-03,-13.49,8.59,1.57,Loser,839.5,unmatched,
LNTH,2022-05-09,-13.49,6.76,2.0,Loser,5093.4,unmatched,
ARCT,2019-07-19,13.49,6.56,2.05,Gainer,233.8,unmatched,
KRYS,2021-12-01,-13.49,11.36,1.19,Loser,8057.6,unmatched,
JBIO,2022-07-08,13.49,8.86,1.52,Gainer,731.3,unmatched,
IBRX,2020-06-30,13.49,11.5,1.17,Gainer,9633.0,unmatched,
PLX,2019-12-31,13.49,9.13,1.48,Gainer,231.6,unmatched,
IMMP,2020-03-26,-13.48,39.61,0.34,Loser,412.1,unmatched,
ONCY,2019-11-20,13.48,17.97,0.75,Gainer,121.6,unmatched,
FDMT,2021-10-11,13.48,8.57,1.57,Gainer,551.9,unmatched,
GHRS,2021-07-30,13.48,11.15,1.21,Gainer,921.1,unmatched,
SPRB,2022-01-06,13.48,20.86,0.65,Gainer,58.8,unmatched,
SAVA,2021-06-22,-13.48,9.3,1.45,Loser,110.1,unmatched,
HYFT,2020-12-28,13.48,5.85,2.3,Gainer,52.8,unmatched,
IMMP,2020-02-18,13.48,6.91,1.95,Gainer,412.1,unmatched,
PACB,2022-08-26,-13.48,19.07,0.71,Loser,507.2,unmatched,
KALV,2020-03-10,-13.48,9.53,1.41,Loser,822.9,unmatched,
GYRE,2020-06-18,-13.48,9.25,1.46,Loser,793.8,unmatched,
IVA,2020-07-15,13.48,,,Gainer,1348.2,unmatched,
SYRE,2022-04-01,13.48,10.11,1.33,Gainer,3378.0,unmatched,
ANAB,2021-03-11,13.48,13.38,1.01,Gainer,1539.9,unmatched,
SRRK,2020-03-17,13.48,13.59,0.99,Gainer,4515.9,unmatched,
BYSI,2021-08-31,13.48,13.64,0.99,Gainer,55.5,unmatched,
PVLA,2018-11-07,-13.47,9.5,1.42,Loser,1598.2,unmatched,
XTNT,2019-10-22,-13.47,9.01,1.5,Loser,79.8,unmatched,
KLRS,2022-10-04,13.47,8.07,1.67,Gainer,195.6,unmatched,
ATAI,2022-05-09,-13.47,10.02,1.34,Loser,1318.5,unmatched,
ASRT,2021-12-30,13.47,10.59,1.27,Gainer,74.8,unmatched,
SRRK,2022-06-10,-13.47,12.42,1.08,Loser,4515.9,unmatched,
VIR,2021-03-02,-13.47,14.46,0.93,Loser,1264.6,unmatched,
GLSI,2021-12-30,13.47,12.87,1.05,Gainer,384.0,unmatched,
VCYT,2021-02-03,13.47,6.27,2.15,Gainer,2892.4,unmatched,
MREO,2020-06-11,13.47,12.35,1.09,Gainer,59.0,unmatched,
RCKT,2019-12-06,13.47,4.83,2.79,Gainer,542.2,unmatched,
GALT,2018-01-03,13.47,,,Gainer,192.1,unmatched,
CBIO,2018-10-24,-13.47,-4.57,-2.95,Loser,368.1,unmatched,
VALN,2022-06-17,-13.47,11.02,1.22,Loser,963.5,unmatched,
ZVRA,2018-12-06,13.46,6.41,2.1,Gainer,502.7,unmatched,
NVCT,2022-05-20,-13.46,14.71,0.91,Loser,234.7,unmatched,
NBP,2020-07-20,-13.46,9.85,1.37,Loser,378.2,unmatched,
PLX,2019-02-20,-13.46,12.67,1.06,Loser,231.6,unmatched,
DNA,2021-10-14,13.46,11.16,1.21,Gainer,409.0,unmatched,
SANA,2022-05-11,-13.46,14.83,0.91,Loser,1121.4,unmatched,
NRXP,2021-01-25,-13.46,13.17,1.02,Loser,55.1,unmatched,
DYN,2020-11-03,13.46,8.18,1.64,Gainer,2571.9,unmatched,
MSLE,2020-01-24,13.46,12.29,1.1,Gainer,256.9,unmatched,
COGT,2018-09-26,-13.46,9.56,1.41,Loser,6305.7,unmatched,
TECX,2019-05-08,13.46,6.97,1.93,Gainer,438.9,unmatched,
CRBP,2022-09-28,13.46,9.04,1.49,Gainer,150.4,unmatched,
IMDX,2022-10-27,-13.46,6.82,1.97,Loser,172.4,unmatched,
AMRN,2022-05-05,-13.46,15.56,0.87,Loser,286.9,unmatched,
EQ,2022-08-05,13.45,6.0,2.24,Gainer,110.8,unmatched,
VCEL,2021-03-18,13.45,6.41,2.1,Gainer,1804.5,unmatched,
KALV,2020-03-19,13.45,17.18,0.78,Gainer,822.9,unmatched,
IMMX,2022-02-02,-13.45,21.64,0.62,Loser,427.3,unmatched,
DNA,2022-07-05,13.45,11.41,1.18,Gainer,409.0,unmatched,
ALT,2020-05-29,13.45,9.8,1.37,Gainer,539.7,unmatched,
ORGO,2020-10-19,-13.45,7.67,1.75,Loser,407.4,unmatched,
VRCA,2018-12-20,-13.44,12.61,1.07,Loser,87.5,unmatched,
CNTN,2022-12-12,-13.44,20.9,0.64,Loser,200.4,unmatched,
KRYS,2020-03-16,-13.44,13.67,0.98,Loser,8057.6,unmatched,
NBP,2020-03-25,13.44,8.55,1.57,Gainer,378.2,unmatched,
KZIA,2021-12-06,-13.44,8.71,1.54,Loser,95.8,unmatched,
PYXS,2022-01-31,13.44,9.06,1.48,Gainer,91.5,unmatched,
CRSP,2018-05-17,13.44,5.92,2.27,Gainer,5772.6,unmatched,
LQDA,2022-02-24,13.44,7.5,1.79,Gainer,2698.6,unmatched,
CNTA,2022-07-22,-13.44,12.37,1.09,Loser,3970.4,unmatched,
TCRX,2022-08-01,-13.44,8.0,1.68,Loser,60.2,unmatched,
RCKT,2022-09-13,-13.44,7.63,1.76,Loser,542.2,unmatched,
PBYI,2022-06-16,-13.44,8.79,1.53,Loser,287.2,unmatched,
ALXO,2021-03-19,-13.44,11.27,1.19,Loser,276.8,unmatched,
ELDN,2022-06-10,13.43,10.8,1.24,Gainer,208.6,unmatched,
ELDN,2020-03-25,13.43,18.84,0.71,Gainer,208.6,unmatched,
IMNM,2021-11-22,-13.43,11.67,1.15,Loser,2411.9,unmatched,
CABA,2020-01-29,13.43,7.72,1.74,Gainer,319.6,unmatched,
MREO,2020-03-25,13.43,23.16,0.58,Gainer,59.0,unmatched,
NTLA,2020-09-03,-13.43,5.99,2.24,Loser,1596.1,unmatched,
SRPT,2020-11-06,-13.43,4.86,2.76,Loser,1756.2,unmatched,
MGNX,2020-02-28,-13.43,8.27,1.62,Loser,125.9,unmatched,
RLAY,2022-08-24,13.43,6.46,2.08,Gainer,1778.3,unmatched,
CRDL,2022-01-19,-13.42,7.53,1.78,Loser,113.9,unmatched,
CNTN,2022-04-22,-13.42,18.31,0.73,Loser,200.4,unmatched,
INMD,2020-03-19,13.42,19.89,0.67,Gainer,871.2,unmatched,
CGEN,2019-11-05,13.42,4.82,2.79,Gainer,170.4,unmatched,
MBOT,2021-08-20,13.42,3.9,3.44,Gainer,161.9,unmatched,
ORMP,2022-05-18,-13.42,11.1,1.21,Loser,136.1,unmatched,
ARCT,2020-08-24,-13.42,9.41,1.43,Loser,233.8,unmatched,
XERS,2020-03-19,13.42,23.88,0.56,Gainer,1015.5,unmatched,
XBIT,2018-12-26,-13.42,7.34,1.83,Loser,68.9,unmatched,
AUTL,2020-06-22,13.42,6.25,2.15,Gainer,455.1,unmatched,
IPSC,2021-06-29,13.42,,,Gainer,202.8,unmatched,
KRYS,2018-10-17,-13.42,8.85,1.52,Loser,8057.6,unmatched,
VANI,2018-02-06,-13.42,6.11,2.2,Loser,99.9,unmatched,
NBTX,2022-08-23,-13.42,9.94,1.35,Loser,1502.0,unmatched,
HELP,2021-11-08,-13.42,8.51,1.58,Loser,366.7,unmatched,
HELP,2021-07-28,-13.42,10.04,1.34,Loser,366.7,unmatched,
ENTX,2022-05-09,-13.41,9.92,1.35,Loser,63.7,unmatched,
IVVD,2021-12-22,-13.41,104.47,0.13,Loser,476.6,unmatched,
ANVS,2021-05-12,-13.41,10.07,1.33,Loser,71.0,unmatched,
MDGL,2019-02-14,13.41,4.83,2.77,Gainer,9811.3,unmatched,
TNYA,2022-05-19,-13.41,18.72,0.72,Loser,121.6,unmatched,
EDIT,2022-08-03,13.41,7.25,1.85,Gainer,214.8,unmatched,
VIR,2021-01-12,13.41,6.92,1.94,Gainer,1264.6,unmatched,
NRXP,2021-05-05,-13.41,13.61,0.99,Loser,55.1,unmatched,
COGT,2020-07-14,-13.41,13.13,1.02,Loser,6305.7,unmatched,
PHAT,2020-04-02,13.41,15.0,0.89,Gainer,979.8,unmatched,
VANI,2020-04-28,13.41,17.38,0.77,Gainer,99.9,unmatched,
BEAM,2022-07-07,13.41,7.57,1.77,Gainer,2888.0,unmatched,
SRZN,2022-03-21,13.41,15.22,0.88,Gainer,238.3,unmatched,
TWST,2022-03-16,13.41,9.69,1.38,Gainer,2876.7,unmatched,
VRDN,2020-02-27,-13.41,29.04,0.46,Loser,2804.1,unmatched,
TNXP,2021-01-12,13.41,9.95,1.35,Gainer,178.6,unmatched,
KRRO,2022-11-02,13.41,6.62,2.03,Gainer,114.2,unmatched,
LPCN,2020-01-10,13.41,6.8,1.97,Gainer,55.3,unmatched,
TNYA,2022-01-13,-13.41,18.68,0.72,Loser,121.6,unmatched,
TSHA,2022-12-29,13.4,8.93,1.5,Gainer,1240.9,unmatched,
TRVI,2020-08-12,13.4,9.72,1.38,Gainer,1528.5,unmatched,
EBS,2021-04-01,-13.4,5.52,2.43,Loser,434.8,unmatched,
CRDF,2022-04-18,-13.4,11.64,1.15,Loser,130.7,unmatched,
HELP,2022-05-18,13.4,11.74,1.14,Gainer,366.7,unmatched,
SRZN,2022-08-03,-13.4,12.47,1.07,Loser,238.3,unmatched,
TNYA,2022-06-06,-13.4,14.95,0.9,Loser,121.6,unmatched,
KLRS,2022-10-24,-13.4,10.57,1.27,Loser,195.6,unmatched,
TLSA,2020-07-17,13.4,8.38,1.6,Gainer,184.5,unmatched,
ATHE,2019-08-14,13.4,9.09,1.47,Gainer,62.4,unmatched,
OMER,2020-04-06,13.4,11.67,1.15,Gainer,854.4,unmatched,
MLTX,2022-04-13,13.4,28.97,0.46,Gainer,1240.5,unmatched,
ELVN,2022-09-12,13.4,6.55,2.05,Gainer,1762.0,unmatched,
IMUX,2020-09-29,13.4,8.11,1.65,Gainer,122.7,unmatched,
FHTX,2022-09-16,-13.39,11.75,1.14,Loser,332.7,unmatched,
OCGN,2022-02-09,13.39,8.91,1.5,Gainer,595.7,unmatched,
HURA,2022-10-07,-13.39,14.5,0.92,Loser,94.3,unmatched,
TERN,2022-10-11,13.39,11.48,1.17,Gainer,4581.3,unmatched,
IMA,2022-06-23,13.39,12.94,1.03,Gainer,75.1,unmatched,
DNTH,2021-09-17,13.39,4.76,2.81,Gainer,2385.5,unmatched,
EDIT,2020-08-06,13.39,5.14,2.6,Gainer,214.8,unmatched,
EDAP,2022-07-18,13.39,4.48,2.99,Gainer,163.4,unmatched,
STRO,2020-06-11,-13.39,7.13,1.88,Loser,335.5,unmatched,
CRDF,2019-08-26,-13.39,14.02,0.96,Loser,130.7,unmatched,
AVTX,2019-01-15,13.39,6.15,2.18,Gainer,324.0,unmatched,
XOMA,2019-12-23,13.39,4.44,3.01,Gainer,316.1,unmatched,
ACET,2022-06-24,13.39,7.0,1.91,Gainer,69.6,unmatched,
SYRE,2020-03-19,13.39,15.09,0.89,Gainer,3378.0,unmatched,
KRRO,2022-07-18,-13.39,12.54,1.07,Loser,114.2,unmatched,
CRDL,2022-05-09,-13.39,14.16,0.95,Loser,113.9,unmatched,
HURA,2021-02-23,-13.39,16.91,0.79,Loser,94.3,unmatched,
AKBA,2022-03-31,-13.39,39.2,0.34,Loser,347.6,unmatched,
TENX,2022-05-24,-13.38,14.48,0.92,Loser,74.9,unmatched,
KALA,2021-02-25,-13.38,9.45,1.42,Loser,346.3,unmatched,
ELMD,2020-03-16,-13.38,15.68,0.85,Loser,197.7,unmatched,
MRVI,2022-05-06,13.38,7.35,1.82,Gainer,1304.4,unmatched,
TRDA,2022-02-15,13.38,9.71,1.38,Gainer,456.0,unmatched,
NBTX,2022-06-29,-13.38,5.58,2.4,Loser,1502.0,unmatched,
LPCN,2018-05-08,13.38,6.83,1.96,Gainer,55.3,unmatched,
NRXP,2022-11-11,13.38,6.86,1.95,Gainer,55.1,unmatched,
VRCA,2019-07-29,13.38,6.34,2.11,Gainer,87.5,unmatched,
TXG,2022-10-04,13.38,7.19,1.86,Gainer,2944.7,unmatched,
RARE,2022-05-06,-13.38,6.99,1.91,Loser,2260.2,unmatched,
DVAX,2020-09-14,13.37,9.12,1.47,Gainer,1820.1,unmatched,
SANA,2022-01-18,-13.37,10.53,1.27,Loser,1121.4,unmatched,
AGEN,2021-01-25,13.37,4.85,2.76,Gainer,120.4,unmatched,
CNTA,2021-10-13,13.37,11.26,1.19,Gainer,3970.4,unmatched,
AQST,2020-03-27,13.37,18.65,0.72,Gainer,488.0,unmatched,
GLUE,2022-11-11,13.37,8.99,1.49,Gainer,1353.3,unmatched,
ANVS,2020-07-09,-13.37,15.34,0.87,Loser,71.0,unmatched,
AMRX,2020-03-31,13.36,13.99,0.95,Gainer,4341.4,unmatched,
ELMD,2020-04-20,-13.36,11.42,1.17,Loser,197.7,unmatched,
BLTE,2022-08-19,-13.36,14.66,0.91,Loser,7139.0,unmatched,
RXRX,2021-10-06,-13.36,13.11,1.02,Loser,1913.0,unmatched,
RGNX,2018-09-17,-13.36,5.98,2.23,Loser,457.6,unmatched,
VIR,2021-12-06,-13.36,10.49,1.27,Loser,1264.6,unmatched,
LQDA,2018-09-04,13.36,6.83,1.96,Gainer,2698.6,unmatched,
UNCY,2021-11-29,-13.36,9.32,1.43,Loser,148.9,unmatched,
