ticker,event_date,move_pct,atr_pct,normalized_move,event_type,market_cap_m,match_type,catalyst_type
CNTX,2021-12-09,24.21,16.42,1.47,Gainer,206.7,unmatched,
CLLS,2021-10-08,-24.21,8.39,2.89,Loser,390.3,unmatched,
IMDX,2022-01-19,-24.2,10.37,2.33,Loser,172.4,unmatched,
ALXO,2021-12-13,-24.2,13.15,1.84,Loser,276.8,unmatched,
VIR,2020-01-27,24.19,5.6,4.32,Gainer,1264.6,unmatched,
CLYM,2022-06-13,24.19,13.38,1.81,Gainer,487.5,unmatched,
TENX,2022-06-27,24.19,21.7,1.11,Gainer,74.9,unmatched,
KZIA,2019-11-25,-24.19,10.95,2.21,Loser,95.8,unmatched,
ALT,2022-06-09,24.18,7.12,3.4,Gainer,539.7,unmatched,
KPTI,2021-08-05,-24.17,8.03,3.01,Loser,172.6,unmatched,
KNSA,2018-11-21,24.17,8.79,2.75,Gainer,3372.2,unmatched,
XBIT,2020-02-13,-24.17,6.32,3.83,Loser,68.9,unmatched,
KOD,2020-03-16,-24.16,15.25,1.58,Loser,1636.1,unmatched,
EDAP,2020-07-15,24.15,8.17,2.95,Gainer,163.4,unmatched,
PMN,2019-03-21,-24.14,11.36,2.12,Loser,50.6,unmatched,
RZLT,2020-04-27,-24.14,11.97,2.02,Loser,307.2,unmatched,
MYGN,2020-03-19,24.13,12.08,2.0,Gainer,429.7,unmatched,
LONA,2020-11-04,24.13,7.93,3.04,Gainer,52.6,unmatched,
GERN,2020-05-15,24.11,5.66,4.26,Gainer,1072.4,unmatched,
MREO,2022-07-01,24.11,15.81,1.52,Gainer,59.0,unmatched,
FBIO,2018-11-01,24.1,11.07,2.18,Gainer,106.1,unmatched,
ARMP,2019-06-24,24.1,12.0,2.01,Gainer,391.7,unmatched,
TRVI,2020-06-01,24.09,6.97,3.45,Gainer,1528.5,unmatched,
CRMD,2020-09-21,24.08,7.3,3.3,Gainer,561.8,unmatched,
CGTX,2022-03-18,24.07,10.26,2.35,Gainer,96.2,unmatched,
SLDB,2020-12-17,24.07,7.49,3.22,Gainer,483.8,unmatched,
STXS,2019-09-04,24.07,7.94,3.03,Gainer,201.6,unmatched,
AKBA,2022-05-10,24.06,10.14,2.37,Gainer,347.6,unmatched,
GHRS,2022-08-08,-24.05,12.64,1.9,Loser,921.1,unmatched,
VANI,2019-04-10,24.05,5.31,4.53,Gainer,99.9,unmatched,
GRCE,2019-12-23,-24.04,12.04,2.0,Loser,66.4,unmatched,
MGNX,2020-04-17,24.04,8.49,2.83,Gainer,125.9,unmatched,
LPCN,2021-03-17,24.03,8.31,2.89,Gainer,55.3,unmatched,
ARCT,2020-11-11,24.02,11.95,2.01,Gainer,233.8,unmatched,
GYRE,2020-03-12,-24.02,14.81,1.62,Loser,793.8,unmatched,
QTRX,2022-11-10,24.02,7.49,3.21,Gainer,306.0,unmatched,
ENTA,2020-03-16,-24.01,8.14,2.95,Loser,415.0,unmatched,
DMAC,2020-03-18,-24.01,20.54,1.17,Loser,414.0,unmatched,
EWTX,2022-09-13,-24.01,8.71,2.76,Loser,3222.6,unmatched,
TMDX,2022-11-04,24.0,5.71,4.2,Gainer,4964.2,unmatched,
ANVS,2020-03-24,24.0,16.48,1.46,Gainer,71.0,unmatched,
CRMD,2020-03-16,-23.99,20.61,1.16,Loser,561.8,unmatched,
FBIO,2020-10-12,-23.98,11.58,2.07,Loser,106.1,unmatched,
IMVT,2022-10-04,23.98,7.29,3.29,Gainer,5643.9,unmatched,
KYMR,2022-05-03,-23.98,12.01,2.0,Loser,7307.9,unmatched,
RZLT,2019-09-30,23.97,26.77,0.9,Gainer,307.2,unmatched,
BLTE,2022-06-14,23.96,4.81,4.98,Gainer,7139.0,unmatched,
EQ,2020-07-15,23.96,13.8,1.74,Gainer,110.8,unmatched,
OCGN,2020-09-03,23.95,18.99,1.26,Gainer,595.7,unmatched,
KRYS,2018-10-15,23.92,7.81,3.06,Gainer,8057.6,unmatched,
AVTX,2022-06-07,23.92,13.83,1.73,Gainer,324.0,unmatched,
SAVA,2021-01-26,23.92,7.69,3.11,Gainer,110.1,unmatched,
SLGL,2021-03-15,23.92,4.99,4.79,Gainer,255.4,unmatched,
STTK,2022-06-07,23.91,7.9,3.03,Gainer,248.1,unmatched,
DNTH,2019-11-20,23.9,7.87,3.04,Gainer,2385.5,unmatched,
PALI,2021-04-29,-23.9,14.29,1.67,Loser,264.1,unmatched,
NERV,2022-08-09,-23.89,15.01,1.59,Loser,285.6,unmatched,
ENLV,2018-10-04,23.88,9.36,2.55,Gainer,273.0,unmatched,
LPCN,2020-05-18,23.87,6.33,3.77,Gainer,55.3,unmatched,
ORMP,2021-01-25,23.87,5.18,4.61,Gainer,136.1,unmatched,
AGEN,2020-09-10,23.87,6.34,3.76,Gainer,120.4,unmatched,
CPRX,2022-08-10,23.87,4.65,5.13,Gainer,2836.8,unmatched,
IBRX,2022-01-03,23.85,9.5,2.51,Gainer,9633.0,unmatched,
COGT,2020-07-08,23.85,8.8,2.71,Gainer,6305.7,unmatched,
ENLV,2019-09-26,-23.84,8.86,2.69,Loser,273.0,unmatched,
AMRN,2019-11-12,23.83,4.29,5.56,Gainer,286.9,unmatched,
ABUS,2018-10-10,-23.83,14.81,1.61,Loser,896.2,unmatched,
AUPH,2021-07-28,23.83,4.53,5.26,Gainer,1868.2,unmatched,
OPK,2022-01-24,-23.82,9.54,2.5,Loser,952.5,unmatched,
BYSI,2021-08-06,23.82,7.71,3.09,Gainer,55.5,unmatched,
RZLT,2019-12-27,23.81,16.58,1.44,Gainer,307.2,unmatched,
PALI,2022-08-17,-23.81,34.69,0.69,Loser,264.1,unmatched,
GERN,2018-09-28,-23.81,43.01,0.55,Loser,1072.4,unmatched,
SUPN,2020-11-04,23.8,4.26,5.59,Gainer,3144.6,unmatched,
SLDB,2019-08-14,23.79,9.83,2.42,Gainer,483.8,unmatched,
NVAX,2019-05-14,23.78,11.19,2.13,Gainer,1647.7,unmatched,
NRXP,2021-01-08,23.77,23.79,1.0,Gainer,55.1,unmatched,
OCGN,2021-05-03,23.76,9.66,2.46,Gainer,595.7,unmatched,
CADL,2021-09-13,-23.76,15.1,1.57,Loser,288.2,unmatched,
MGNX,2021-09-16,-23.76,8.55,2.78,Loser,125.9,unmatched,
IBIO,2020-03-16,-23.75,42.21,0.56,Loser,97.4,unmatched,
ABUS,2020-07-20,23.75,6.82,3.48,Gainer,896.2,unmatched,
ANIP,2019-11-06,-23.75,4.79,4.95,Loser,1659.7,unmatched,
RLAY,2022-09-08,23.75,7.67,3.09,Gainer,1778.3,unmatched,
TMDX,2021-02-09,23.73,6.52,3.64,Gainer,4964.2,unmatched,
BNTC,2020-10-01,-23.73,16.52,1.44,Loser,373.4,unmatched,
PBH,2018-05-10,23.73,4.0,5.93,Gainer,3332.2,unmatched,
NRXP,2021-05-21,-23.73,23.46,1.01,Loser,55.1,unmatched,
KRRO,2020-03-17,23.72,10.28,2.31,Gainer,114.2,unmatched,
RYTM,2022-08-03,23.71,9.89,2.4,Gainer,6188.4,unmatched,
SAVA,2021-11-17,-23.7,20.63,1.15,Loser,110.1,unmatched,
ASRT,2021-12-16,23.7,9.88,2.4,Gainer,74.8,unmatched,
YI,2019-09-12,23.7,8.44,2.81,Gainer,68.6,unmatched,
BNTC,2018-12-28,23.69,11.53,2.05,Gainer,373.4,unmatched,
GRCE,2020-01-14,23.68,45.53,0.52,Gainer,66.4,unmatched,
URGN,2018-04-03,23.68,6.26,3.78,Gainer,1015.8,unmatched,
MSLE,2020-10-12,-23.68,6.72,3.52,Loser,256.9,unmatched,
OKYO,2022-12-14,23.67,8.97,2.64,Gainer,87.8,unmatched,
RCKT,2021-11-15,-23.67,7.3,3.24,Loser,542.2,unmatched,
GYRE,2020-04-24,23.66,7.27,3.25,Gainer,793.8,unmatched,
VERA,2021-11-09,23.66,8.42,2.81,Gainer,2895.6,unmatched,
KRYS,2018-10-16,23.65,7.17,3.3,Gainer,8057.6,unmatched,
AQST,2019-11-06,23.64,6.93,3.41,Gainer,488.0,unmatched,
MSLE,2021-08-27,-23.64,8.07,2.93,Loser,256.9,unmatched,
MREO,2020-06-19,23.64,13.42,1.76,Gainer,59.0,unmatched,
CYTK,2019-11-07,-23.62,7.82,3.02,Loser,7607.3,unmatched,
SGMO,2018-09-05,-23.62,7.63,3.1,Loser,160.7,unmatched,
ZVRA,2020-01-13,-23.62,14.66,1.61,Loser,502.7,unmatched,
SAVA,2021-07-29,-23.61,14.49,1.63,Loser,110.1,unmatched,
LPCN,2020-08-26,23.61,11.76,2.01,Gainer,55.3,unmatched,
IFRX,2020-02-18,23.6,5.6,4.21,Gainer,62.3,unmatched,
ORIC,2022-04-01,23.6,11.93,1.98,Gainer,1309.9,unmatched,
EYPT,2020-01-23,23.6,5.83,4.05,Gainer,1453.7,unmatched,
QIPT,2019-01-23,23.59,1.67,14.11,Gainer,161.4,unmatched,
ZYME,2022-12-21,23.59,8.51,2.77,Gainer,1773.5,unmatched,
ALEC,2020-07-29,-23.57,11.49,2.05,Loser,265.2,unmatched,
VERA,2021-05-19,23.56,,,Gainer,2895.6,unmatched,
GALT,2018-06-13,23.54,5.86,4.01,Gainer,192.1,unmatched,
PRTA,2019-12-20,23.54,5.1,4.61,Gainer,466.7,unmatched,
ABUS,2020-05-19,23.53,9.94,2.37,Gainer,896.2,unmatched,
ELDN,2019-12-20,23.53,11.85,1.99,Gainer,208.6,unmatched,
PEPG,2022-09-29,-23.51,15.32,1.54,Loser,427.6,unmatched,
XTNT,2019-03-15,-23.5,12.37,1.9,Loser,79.8,unmatched,
ARCT,2020-05-11,23.5,10.09,2.33,Gainer,233.8,unmatched,
RLMD,2022-12-09,23.5,19.47,1.21,Gainer,334.4,unmatched,
MLTX,2022-06-07,-23.5,17.49,1.34,Loser,1240.5,unmatched,
INKT,2022-06-07,23.49,10.82,2.17,Gainer,51.4,unmatched,
PACB,2020-08-12,23.49,5.14,4.57,Gainer,507.2,unmatched,
HYFT,2018-10-31,23.48,5.65,4.15,Gainer,52.8,unmatched,
CNTB,2022-08-08,23.48,6.9,3.4,Gainer,138.1,unmatched,
GLSI,2022-06-09,23.47,9.5,2.47,Gainer,384.0,unmatched,
RZLT,2019-09-13,-23.47,23.67,0.99,Loser,307.2,unmatched,
ARMP,2021-11-22,23.47,9.55,2.46,Gainer,391.7,unmatched,
AVXL,2022-11-28,-23.47,11.15,2.1,Loser,410.5,unmatched,
CPRX,2020-03-16,-23.46,16.76,1.4,Loser,2836.8,unmatched,
CRMD,2020-03-18,-23.45,29.17,0.8,Loser,561.8,unmatched,
AUTL,2018-11-09,23.45,9.88,2.37,Gainer,455.1,unmatched,
ALT,2022-12-21,23.45,6.89,3.4,Gainer,539.7,unmatched,
IFRX,2022-03-31,-23.43,14.32,1.64,Loser,62.3,unmatched,
DBVT,2022-03-04,-23.43,7.83,2.99,Loser,1153.6,unmatched,
CNTB,2022-03-21,-23.43,13.14,1.78,Loser,138.1,unmatched,
VCEL,2022-11-09,-23.43,9.18,2.55,Loser,1804.5,unmatched,
CRVS,2021-09-30,-23.42,21.32,1.1,Loser,1529.6,unmatched,
BEAM,2020-03-16,-23.42,16.19,1.45,Loser,2888.0,unmatched,
VRDN,2020-10-06,-23.42,12.44,1.88,Loser,2804.1,unmatched,
CLYM,2022-05-16,-23.41,23.69,0.99,Loser,487.5,unmatched,
ORKA,2019-05-02,23.41,10.85,2.16,Gainer,1665.8,unmatched,
ALDX,2020-03-19,23.39,21.72,1.08,Gainer,328.5,unmatched,
RARE,2020-01-10,23.39,4.46,5.24,Gainer,2260.2,unmatched,
MDXG,2018-06-07,-23.39,11.18,2.09,Loser,724.2,unmatched,
AGEN,2018-12-20,23.38,9.07,2.58,Gainer,120.4,unmatched,
SLDB,2020-12-15,23.38,7.45,3.14,Gainer,483.8,unmatched,
NGNE,2021-08-27,23.38,7.13,3.28,Gainer,363.9,unmatched,
CADL,2022-12-08,23.38,10.09,2.32,Gainer,288.2,unmatched,
AVTX,2019-12-23,23.36,7.84,2.98,Gainer,324.0,unmatched,
ACAD,2018-04-09,-23.36,7.87,2.97,Loser,4155.1,unmatched,
BCRX,2020-03-09,-23.36,11.81,1.98,Loser,2190.7,unmatched,
IBRX,2021-02-23,-23.36,10.73,2.18,Loser,9633.0,unmatched,
SPRY,2021-09-13,-23.35,16.04,1.46,Loser,917.3,unmatched,
SRRK,2020-04-02,23.34,19.19,1.22,Gainer,4515.9,unmatched,
PALI,2019-01-17,23.33,16.08,1.45,Gainer,264.1,unmatched,
MNKD,2018-08-03,-23.33,9.48,2.46,Loser,1007.2,unmatched,
CRMD,2018-10-11,23.33,9.92,2.35,Gainer,561.8,unmatched,
TERN,2022-11-30,23.33,9.68,2.41,Gainer,4581.3,unmatched,
INDV,2020-06-29,23.33,6.35,3.67,Gainer,4090.8,unmatched,
XTNT,2021-07-08,23.33,7.89,2.96,Gainer,79.8,unmatched,
CNTN,2022-08-04,23.33,10.1,2.31,Gainer,200.4,unmatched,
DMAC,2022-12-02,23.33,5.21,4.48,Gainer,414.0,unmatched,
TKNO,2022-06-14,23.32,13.95,1.67,Gainer,138.1,unmatched,
QIPT,2018-04-03,-23.32,8.84,2.64,Loser,161.4,unmatched,
KOD,2022-07-07,23.31,7.15,3.26,Gainer,1636.1,unmatched,
URGN,2022-03-08,23.31,6.46,3.61,Gainer,1015.8,unmatched,
OMER,2018-05-11,23.31,5.58,4.18,Gainer,854.4,unmatched,
DTIL,2022-08-12,23.31,6.98,3.34,Gainer,101.1,unmatched,
VIR,2020-03-10,-23.31,27.28,0.85,Loser,1264.6,unmatched,
IMA,2022-03-17,23.3,12.02,1.94,Gainer,75.1,unmatched,
HURA,2022-10-06,23.3,13.46,1.73,Gainer,94.3,unmatched,
CNTX,2021-11-30,23.3,9.14,2.55,Gainer,206.7,unmatched,
IMMX,2022-12-14,23.29,11.49,2.03,Gainer,427.3,unmatched,
HYFT,2021-04-05,23.29,8.57,2.72,Gainer,52.8,unmatched,
INKT,2021-10-29,23.29,,,Gainer,51.4,unmatched,
PMVP,2022-05-31,-23.29,13.8,1.69,Loser,90.5,unmatched,
EDAP,2020-03-19,23.26,18.66,1.25,Gainer,163.4,unmatched,
PLX,2020-04-14,23.26,5.94,3.91,Gainer,231.6,unmatched,
GRCE,2020-12-24,-23.26,16.06,1.45,Loser,66.4,unmatched,
TNXP,2022-05-17,-23.26,21.18,1.1,Loser,178.6,unmatched,
LNTH,2018-02-27,-23.25,8.09,2.87,Loser,5093.4,unmatched,
PMN,2022-09-28,23.25,5.32,4.37,Gainer,50.6,unmatched,
IDYA,2020-06-18,-23.24,13.44,1.73,Loser,2827.6,unmatched,
ZLAB,2022-03-16,23.23,15.63,1.49,Gainer,2154.0,unmatched,
BCRX,2022-08-04,23.23,5.17,4.49,Gainer,2190.7,unmatched,
STXS,2020-11-09,23.22,5.53,4.2,Gainer,201.6,unmatched,
ENTX,2019-08-15,23.22,18.74,1.24,Gainer,63.7,unmatched,
VSTM,2022-03-09,23.21,7.9,2.94,Gainer,430.8,unmatched,
BEAM,2020-12-21,23.21,8.09,2.87,Gainer,2888.0,unmatched,
CRMD,2021-02-03,23.21,5.68,4.09,Gainer,561.8,unmatched,
MSLE,2019-04-26,23.21,2.75,8.43,Gainer,256.9,unmatched,
CRDF,2020-06-25,23.19,8.93,2.6,Gainer,130.7,unmatched,
ZYME,2022-04-29,23.19,10.63,2.18,Gainer,1773.5,unmatched,
AMLX,2022-09-02,-23.19,11.87,1.95,Loser,1666.0,unmatched,
MSLE,2019-10-02,23.19,8.24,2.82,Gainer,256.9,unmatched,
AXGN,2019-01-07,-23.18,13.56,1.71,Loser,1591.9,unmatched,
PALI,2021-03-22,23.17,11.21,2.07,Gainer,264.1,unmatched,
ENTX,2021-02-08,23.17,7.85,2.95,Gainer,63.7,unmatched,
OCGN,2019-10-01,-23.16,101.58,0.23,Loser,595.7,unmatched,
ARCT,2021-08-04,-23.16,8.8,2.63,Loser,233.8,unmatched,
ASRT,2018-05-10,23.15,4.82,4.8,Gainer,74.8,unmatched,
SRRK,2022-06-27,23.15,11.79,1.96,Gainer,4515.9,unmatched,
OCUL,2020-03-17,23.15,16.62,1.39,Gainer,1946.2,unmatched,
AUPH,2021-08-06,23.14,6.03,3.84,Gainer,1868.2,unmatched,
EOLS,2021-03-25,-23.14,14.13,1.64,Loser,278.7,unmatched,
RLMD,2020-03-16,-23.14,19.66,1.18,Loser,334.4,unmatched,
IMVT,2020-03-30,23.14,11.25,2.06,Gainer,5643.9,unmatched,
IMUX,2022-08-04,23.14,7.46,3.1,Gainer,122.7,unmatched,
NBTX,2022-01-06,23.13,4.2,5.51,Gainer,1502.0,unmatched,
CRMD,2018-10-19,-23.12,24.31,0.95,Loser,561.8,unmatched,
OGI,2020-11-10,-23.12,12.27,1.88,Loser,193.6,unmatched,
CGEM,2022-05-12,23.12,10.21,2.26,Gainer,915.7,unmatched,
CRMD,2020-03-12,-23.11,14.13,1.64,Loser,561.8,unmatched,
JBIO,2022-12-12,23.11,7.84,2.95,Gainer,731.3,unmatched,
DRUG,2022-07-07,23.11,9.56,2.42,Gainer,820.4,unmatched,
SAVA,2020-03-12,-23.11,21.32,1.08,Loser,110.1,unmatched,
EDIT,2020-03-16,-23.1,14.21,1.63,Loser,214.8,unmatched,
NVAX,2019-11-29,23.1,6.2,3.73,Gainer,1647.7,unmatched,
OCGN,2022-03-04,-23.1,15.76,1.47,Loser,595.7,unmatched,
SIGA,2022-07-29,-23.09,13.48,1.71,Loser,463.3,unmatched,
ANNX,2022-05-10,23.08,8.09,2.85,Gainer,834.7,unmatched,
SPRY,2021-09-16,-23.08,20.74,1.11,Loser,917.3,unmatched,
GRCE,2018-06-14,23.08,5.62,4.1,Gainer,66.4,unmatched,
ORIC,2022-06-07,23.08,8.25,2.8,Gainer,1309.9,unmatched,
MSLE,2019-09-24,-23.08,7.36,3.14,Loser,256.9,unmatched,
KALV,2020-03-18,-23.08,19.44,1.19,Loser,822.9,unmatched,
MREO,2022-05-11,-23.08,23.48,0.98,Loser,59.0,unmatched,
PALI,2020-12-17,23.08,8.28,2.79,Gainer,264.1,unmatched,
DBVT,2020-11-02,23.08,7.55,3.06,Gainer,1153.6,unmatched,
HYFT,2020-08-17,23.08,6.34,3.64,Gainer,52.8,unmatched,
DRUG,2022-08-30,-23.05,33.69,0.68,Loser,820.4,unmatched,
RANI,2021-11-22,-23.05,15.38,1.5,Loser,168.0,unmatched,
IRON,2021-12-15,23.05,8.99,2.56,Gainer,2514.9,unmatched,
PGEN,2020-11-25,23.03,6.86,3.35,Gainer,1341.0,unmatched,
IMNM,2022-03-28,23.03,11.99,1.92,Gainer,2411.9,unmatched,
RCUS,2019-06-26,-23.02,8.76,2.63,Loser,2520.4,unmatched,
IMRX,2022-06-10,-23.02,14.09,1.63,Loser,322.2,unmatched,
ENTX,2020-05-21,-23.02,15.85,1.45,Loser,63.7,unmatched,
QTRX,2019-11-07,23.02,5.32,4.33,Gainer,306.0,unmatched,
TNXP,2020-01-06,23.02,9.61,2.39,Gainer,178.6,unmatched,
ONCY,2019-12-31,23.0,8.29,2.77,Gainer,121.6,unmatched,
ELDN,2021-03-09,22.99,10.46,2.2,Gainer,208.6,unmatched,
NVCT,2022-03-21,-22.99,17.65,1.3,Loser,234.7,unmatched,
CRVS,2022-06-27,22.99,10.36,2.22,Gainer,1529.6,unmatched,
ALXO,2020-11-17,22.99,5.92,3.88,Gainer,276.8,unmatched,
WVE,2020-09-21,-22.98,9.87,2.33,Loser,2587.6,unmatched,
ELVN,2020-06-03,22.98,9.52,2.41,Gainer,1762.0,unmatched,
FBIO,2018-12-21,-22.97,22.37,1.03,Loser,106.1,unmatched,
BLFS,2020-03-20,-22.97,14.81,1.55,Loser,1165.2,unmatched,
KRRO,2022-04-13,22.96,14.24,1.61,Gainer,114.2,unmatched,
ZLAB,2021-07-28,22.96,6.94,3.31,Gainer,2154.0,unmatched,
OM,2022-05-13,22.95,12.46,1.84,Gainer,63.9,unmatched,
URGN,2021-11-15,-22.95,7.72,2.97,Loser,1015.8,unmatched,
COLL,2018-03-08,22.94,6.57,3.49,Gainer,1317.2,unmatched,
TGTX,2022-12-29,22.93,10.33,2.22,Gainer,4777.1,unmatched,
EOLS,2018-05-24,22.93,9.37,2.45,Gainer,278.7,unmatched,
ZVRA,2019-08-23,22.93,12.66,1.81,Gainer,502.7,unmatched,
ALT,2020-05-20,22.92,7.11,3.22,Gainer,539.7,unmatched,
GHRS,2021-10-29,22.92,9.54,2.4,Gainer,921.1,unmatched,
SLNO,2022-03-29,-22.92,12.55,1.83,Loser,2098.5,unmatched,
TYRA,2022-08-26,-22.92,13.92,1.65,Loser,1777.8,unmatched,
BLTE,2022-06-13,22.91,4.78,4.8,Gainer,7139.0,unmatched,
XOMA,2018-03-08,-22.91,9.77,2.34,Loser,316.1,unmatched,
MESO,2022-03-09,22.91,5.03,4.55,Gainer,2103.1,unmatched,
DRUG,2022-05-25,22.91,11.58,1.98,Gainer,820.4,unmatched,
IMDX,2021-01-25,22.9,6.3,3.64,Gainer,172.4,unmatched,
ENLV,2018-10-18,22.9,15.24,1.5,Gainer,273.0,unmatched,
CRBP,2022-03-18,-22.9,12.5,1.83,Loser,150.4,unmatched,
CRVS,2022-12-13,-22.9,11.63,1.97,Loser,1529.6,unmatched,
ACET,2022-03-16,22.9,7.25,3.16,Gainer,69.6,unmatched,
ALT,2022-06-17,22.89,8.6,2.66,Gainer,539.7,unmatched,
PGEN,2020-03-16,-22.89,24.03,0.95,Loser,1341.0,unmatched,
CNTN,2022-03-14,-22.89,29.34,0.78,Loser,200.4,unmatched,
KRYS,2020-03-12,-22.88,12.43,1.84,Loser,8057.6,unmatched,
HYFT,2020-09-28,22.88,6.97,3.28,Gainer,52.8,unmatched,
ALDX,2020-03-24,22.87,20.76,1.1,Gainer,328.5,unmatched,
ACET,2019-03-19,-22.87,9.62,2.38,Loser,69.6,unmatched,
CYTK,2020-12-09,22.87,5.26,4.34,Gainer,7607.3,unmatched,
TNXP,2019-03-14,22.87,11.03,2.07,Gainer,178.6,unmatched,
RZLT,2019-10-29,22.86,17.56,1.3,Gainer,307.2,unmatched,
EDIT,2021-06-30,22.86,5.54,4.13,Gainer,214.8,unmatched,
ACHV,2019-03-15,22.86,14.3,1.6,Gainer,242.7,unmatched,
CNTX,2021-12-13,-22.86,28.2,0.81,Loser,206.7,unmatched,
TWST,2020-03-16,-22.85,16.72,1.37,Loser,2876.7,unmatched,
IMUX,2018-09-19,-22.84,232.64,0.1,Loser,122.7,unmatched,
IMUX,2019-12-11,22.84,6.46,3.54,Gainer,122.7,unmatched,
GRCE,2021-01-11,22.81,11.71,1.95,Gainer,66.4,unmatched,
ORIC,2022-08-05,22.81,7.16,3.19,Gainer,1309.9,unmatched,
ACHV,2020-07-29,22.81,10.07,2.26,Gainer,242.7,unmatched,
VRCA,2020-03-12,-22.81,14.35,1.59,Loser,87.5,unmatched,
FBIO,2018-12-24,22.81,18.93,1.2,Gainer,106.1,unmatched,
QTTB,2021-04-07,-22.8,7.95,2.87,Loser,56.1,unmatched,
KALA,2022-11-09,22.8,18.85,1.21,Gainer,346.3,unmatched,
EQ,2022-09-27,22.8,8.5,2.68,Gainer,110.8,unmatched,
ANVS,2020-04-03,22.8,16.68,1.37,Gainer,71.0,unmatched,
EWTX,2021-12-06,22.8,10.17,2.24,Gainer,3222.6,unmatched,
INKT,2022-05-27,22.79,11.18,2.04,Gainer,51.4,unmatched,
RNAC,2018-03-15,-22.76,8.63,2.64,Loser,197.4,unmatched,
VIR,2020-02-28,-22.76,13.6,1.67,Loser,1264.6,unmatched,
MIRM,2020-12-15,-22.75,9.5,2.39,Loser,5526.3,unmatched,
XTNT,2018-12-26,-22.74,8.81,2.58,Loser,79.8,unmatched,
ENLV,2020-10-13,22.74,9.41,2.42,Gainer,273.0,unmatched,
OCUL,2021-04-29,22.74,5.57,4.09,Gainer,1946.2,unmatched,
DNA,2022-03-29,22.73,8.2,2.77,Gainer,409.0,unmatched,
ASRT,2019-12-26,22.73,9.33,2.44,Gainer,74.8,unmatched,
MSLE,2018-05-31,22.73,4.44,5.11,Gainer,256.9,unmatched,
RZLT,2019-07-03,-22.73,12.32,1.84,Loser,307.2,unmatched,
IBIO,2019-12-20,22.73,16.67,1.36,Gainer,97.4,unmatched,
ZLAB,2022-05-13,22.72,12.4,1.83,Gainer,2154.0,unmatched,
PGEN,2020-03-23,-22.71,21.05,1.08,Loser,1341.0,unmatched,
PRTA,2020-11-04,22.71,4.88,4.66,Gainer,466.7,unmatched,
BGM,2021-01-14,-22.71,,,Loser,222.7,unmatched,
SAVA,2021-01-19,22.71,7.17,3.17,Gainer,110.1,unmatched,
ABUS,2019-12-03,22.7,6.62,3.43,Gainer,896.2,unmatched,
TNXP,2021-02-11,22.7,8.92,2.54,Gainer,178.6,unmatched,
TNXP,2019-12-12,22.68,20.76,1.09,Gainer,178.6,unmatched,
CRMD,2018-10-01,22.68,7.86,2.89,Gainer,561.8,unmatched,
MSLE,2018-07-12,22.67,12.93,1.75,Gainer,256.9,unmatched,
CRVS,2020-05-05,22.67,9.14,2.48,Gainer,1529.6,unmatched,
MSLE,2022-07-13,-22.67,7.41,3.06,Loser,256.9,unmatched,
NRIX,2022-05-26,-22.67,13.12,1.73,Loser,1642.4,unmatched,
NTLA,2020-03-17,22.67,12.78,1.77,Gainer,1596.1,unmatched,
PALI,2020-05-15,22.67,10.22,2.22,Gainer,264.1,unmatched,
MSLE,2021-08-19,-22.66,2.57,8.8,Loser,256.9,unmatched,
ENLV,2021-02-05,22.66,5.16,4.39,Gainer,273.0,unmatched,
KLRS,2022-08-11,-22.65,13.09,1.73,Loser,195.6,unmatched,
IDYA,2020-05-28,22.64,9.93,2.28,Gainer,2827.6,unmatched,
VRCA,2022-11-30,22.64,8.43,2.68,Gainer,87.5,unmatched,
GRCE,2020-04-17,22.64,8.31,2.73,Gainer,66.4,unmatched,
TENX,2020-11-02,-22.64,10.91,2.07,Loser,74.9,unmatched,
NTLA,2021-03-09,22.64,12.12,1.87,Gainer,1596.1,unmatched,
RNAC,2019-01-23,-22.63,26.82,0.84,Loser,197.4,unmatched,
EQ,2018-12-21,22.63,29.55,0.77,Gainer,110.8,unmatched,
KZIA,2018-01-30,22.63,,,Gainer,95.8,unmatched,
STXS,2019-02-22,22.62,9.56,2.37,Gainer,201.6,unmatched,
GLUE,2022-01-05,-22.62,12.39,1.83,Loser,1353.3,unmatched,
BEAM,2020-05-11,22.62,6.31,3.58,Gainer,2888.0,unmatched,
GLTO,2021-12-17,22.61,7.67,2.95,Gainer,1781.9,unmatched,
LXRX,2019-01-18,-22.6,9.03,2.5,Loser,614.3,unmatched,
GALT,2021-04-28,22.6,9.79,2.31,Gainer,192.1,unmatched,
VALN,2022-01-04,-22.59,8.92,2.53,Loser,963.5,unmatched,
ANVS,2020-04-15,22.58,13.51,1.67,Gainer,71.0,unmatched,
ARMP,2019-05-02,22.58,9.74,2.32,Gainer,391.7,unmatched,
IBRX,2020-09-14,22.58,8.13,2.78,Gainer,9633.0,unmatched,
SNDX,2018-05-17,-22.57,8.43,2.68,Loser,1886.9,unmatched,
MIST,2020-04-09,22.56,87.71,0.26,Gainer,145.6,unmatched,
VTVT,2020-12-16,-22.56,15.65,1.44,Loser,150.3,unmatched,
VANI,2022-12-16,-22.56,16.38,1.38,Loser,99.9,unmatched,
CRBP,2022-12-01,-22.56,11.36,1.99,Loser,150.4,unmatched,
ABEO,2019-12-11,22.56,9.51,2.37,Gainer,277.5,unmatched,
OABI,2022-11-08,22.55,36.94,0.61,Gainer,247.6,unmatched,
